"","date","Depth_m","TotP_mgL","daynum"
"1537",2018-08-06,2,0.019,218
"1538",2018-08-06,3,0.019,218
"1539",2018-08-06,4,0.019,218
"1540",2018-08-06,5,0.019,218
"1541",2018-08-06,6,0.019,218
"1542",2018-08-06,7,0.019,218
"1543",2018-08-06,8,0.019,218
"1544",2018-08-06,9,0.0505,218
"1545",2018-08-06,10,0.082,218
"1546",2018-08-06,11,0.1185,218
"1547",2018-08-06,12,0.155,218
"1548",2018-08-06,13,0.1755,218
"1549",2018-08-06,14,0.196,218
"1550",2018-08-06,15,0.213,218
"1551",2018-08-06,16,0.23,218
"1552",2018-08-06,17,0.2485,218
"1553",2018-08-06,18,0.267,218
"1554",2018-08-06,19,0.289,218
"1555",2018-08-06,20,0.311,218
"1556",2018-08-06,21,0.3345,218
"1557",2018-08-06,22,0.358,218
"1558",2018-08-06,23,NA,218
"1559",2018-08-06,24,NA,218
"1560",2018-08-06,25,NA,218
"1561",2018-08-22,0,0.024,234
"1562",2018-08-22,1,0.02425,234
"1563",2018-08-22,2,0.0245,234
"1564",2018-08-22,3,0.02475,234
"1565",2018-08-22,4,0.025,234
"1566",2018-08-22,5,NA,234
"1567",2018-08-22,6,NA,234
"1568",2018-08-22,7,NA,234
"1569",2018-08-22,8,NA,234
"1570",2018-08-22,9,NA,234
"1571",2018-08-22,10,NA,234
"1572",2018-08-22,11,NA,234
"1573",2018-08-22,12,NA,234
"1574",2018-08-22,13,NA,234
"1575",2018-08-22,14,NA,234
"1576",2018-08-22,15,NA,234
"1577",2018-08-22,16,NA,234
"1578",2018-08-22,17,NA,234
"1579",2018-08-22,18,NA,234
"1580",2018-08-22,19,NA,234
"1581",2018-08-22,20,NA,234
"1582",2018-08-22,21,NA,234
"1583",2018-08-22,22,NA,234
"1584",2018-08-22,23,NA,234
"1585",2018-08-22,24,NA,234
"1586",2018-08-22,25,NA,234
"1587",2018-09-04,0,0.025,247
"1588",2018-09-04,1,0.02575,247
"1589",2018-09-04,2,0.0265,247
"1590",2018-09-04,3,0.02725,247
"1591",2018-09-04,4,0.028,247
"1592",2018-09-04,5,0.027,247
"1593",2018-09-04,6,0.026,247
"1594",2018-09-04,7,0.025,247
"1595",2018-09-04,8,0.024,247
"1596",2018-09-04,9,0.0295,247
"1597",2018-09-04,10,0.035,247
"1598",2018-09-04,11,0.0915,247
"1599",2018-09-04,12,0.148,247
"1600",2018-09-04,13,0.1615,247
"1601",2018-09-04,14,0.175,247
"1602",2018-09-04,15,0.218,247
"1603",2018-09-04,16,0.261,247
"1604",2018-09-04,17,0.2795,247
"1605",2018-09-04,18,0.298,247
"1606",2018-09-04,19,0.341,247
"1607",2018-09-04,20,0.384,247
"1608",2018-09-04,21,0.402,247
"1609",2018-09-04,22,0.42,247
"1610",2018-09-04,23,NA,247
"1611",2018-09-04,24,NA,247
"1612",2018-09-04,25,NA,247
