Field Sample Number,Depth_ft,SampleDate,Value,Units,Variable
EFL,40,5/16/2018,0.73,RFU,CHL_InsituProbeR
EFL,43,5/16/2018,0.73,RFU,CHL_InsituProbeR
EFL,0,5/29/2018,2.26,RFU,CHL_InsituProbeR
EFL,5,5/29/2018,1.82,RFU,CHL_InsituProbeR
EFL,10,5/29/2018,1.14,RFU,CHL_InsituProbeR
EFL,15,5/29/2018,0.69,RFU,CHL_InsituProbeR
EFL,20,5/29/2018,0.56,RFU,CHL_InsituProbeR
EFL,25,5/29/2018,0.55,RFU,CHL_InsituProbeR
EFL,30,5/29/2018,0.58,RFU,CHL_InsituProbeR
EFL,35,5/29/2018,0.59,RFU,CHL_InsituProbeR
EFL,40,5/29/2018,0.62,RFU,CHL_InsituProbeR
EFL,45,5/29/2018,0.61,RFU,CHL_InsituProbeR
EFL,47,5/29/2018,1.04,RFU,CHL_InsituProbeR
EFL,0,6/14/2018,5.35,RFU,CHL_InsituProbeR
EFL,5,6/14/2018,4.11,RFU,CHL_InsituProbeR
EFL,10,6/14/2018,2.54,RFU,CHL_InsituProbeR
EFL,15,6/14/2018,1.23,RFU,CHL_InsituProbeR
EFL,20,6/14/2018,0.79,RFU,CHL_InsituProbeR
EFL,25,6/14/2018,0.73,RFU,CHL_InsituProbeR
EFL,35,6/14/2018,0.62,RFU,CHL_InsituProbeR
EFL,40,6/14/2018,0.64,RFU,CHL_InsituProbeR
EFL,45,6/14/2018,0.65,RFU,CHL_InsituProbeR
EFL,51,6/14/2018,0.64,RFU,CHL_InsituProbeR
EFL,0,6/20/2018,3.10,RFU,CHL_InsituProbeR
EFL,5,6/20/2018,2.62,RFU,CHL_InsituProbeR
EFL,10,6/20/2018,1.17,RFU,CHL_InsituProbeR
EFL,15,6/20/2018,0.81,RFU,CHL_InsituProbeR
EFL,20,6/20/2018,0.72,RFU,CHL_InsituProbeR
EFL,25,6/20/2018,0.73,RFU,CHL_InsituProbeR
EFL,30,6/20/2018,0.65,RFU,CHL_InsituProbeR
EFL,35,6/20/2018,0.64,RFU,CHL_InsituProbeR
EFL,40,6/20/2018,0.62,RFU,CHL_InsituProbeR
EFL,45,6/20/2018,0.61,RFU,CHL_InsituProbeR
EFL,0,7/12/2018,3.64,RFU,CHL_InsituProbeR
EFL,5,7/12/2018,4.41,RFU,CHL_InsituProbeR
EFL,10,7/12/2018,2.38,RFU,CHL_InsituProbeR
EFL,15,7/12/2018,1.12,RFU,CHL_InsituProbeR
EFL,20,7/12/2018,0.78,RFU,CHL_InsituProbeR
EFL,25,7/12/2018,0.75,RFU,CHL_InsituProbeR
EFL,30,7/12/2018,0.76,RFU,CHL_InsituProbeR
EFL,35,7/12/2018,0.77,RFU,CHL_InsituProbeR
EFL,41,7/12/2018,0.72,RFU,CHL_InsituProbeR
EFL,48,7/12/2018,0.67,RFU,CHL_InsituProbeR
EFL,0,8/2/2018,4.19,RFU,CHL_InsituProbeR
EFL,5,8/2/2018,3.06,RFU,CHL_InsituProbeR
EFL,10,8/2/2018,2.64,RFU,CHL_InsituProbeR
EFL,15,8/2/2018,1.18,RFU,CHL_InsituProbeR
EFL,20,8/2/2018,0.88,RFU,CHL_InsituProbeR
EFL,25,8/2/2018,0.81,RFU,CHL_InsituProbeR
EFL,30,8/2/2018,0.84,RFU,CHL_InsituProbeR
EFL,35,8/2/2018,0.76,RFU,CHL_InsituProbeR
EFL,40,8/2/2018,0.73,RFU,CHL_InsituProbeR
EFL,47,8/2/2018,0.78,RFU,CHL_InsituProbeR
EFL,0,9/6/2018,2.27,RFU,CHL_InsituProbeR
EFL,5,9/6/2018,2.81,RFU,CHL_InsituProbeR
EFL,10,9/6/2018,1.55,RFU,CHL_InsituProbeR
EFL,15,9/6/2018,1.01,RFU,CHL_InsituProbeR
EFL,20,9/6/2018,0.79,RFU,CHL_InsituProbeR
EFL,25,9/6/2018,0.76,RFU,CHL_InsituProbeR
EFL,30,9/6/2018,0.88,RFU,CHL_InsituProbeR
EFL,35,9/6/2018,0.88,RFU,CHL_InsituProbeR
EFL,40,9/6/2018,0.88,RFU,CHL_InsituProbeR
EFL,47,9/6/2018,0.85,RFU,CHL_InsituProbeR
EFL,0,9/25/2018,2.42,RFU,CHL_InsituProbeR
EFL,5,9/25/2018,2.38,RFU,CHL_InsituProbeR
EFL,10,9/25/2018,2.39,RFU,CHL_InsituProbeR
EFL,15,9/25/2018,2.40,RFU,CHL_InsituProbeR
EFL,20,9/25/2018,2.47,RFU,CHL_InsituProbeR
EFL,25,9/25/2018,2.49,RFU,CHL_InsituProbeR
EFL,0,10/16/2018,1.02,RFU,CHL_InsituProbeR
EFL,5,10/16/2018,1.05,RFU,CHL_InsituProbeR
EFL,10,10/16/2018,1.09,RFU,CHL_InsituProbeR
EFL,15,10/16/2018,1.07,RFU,CHL_InsituProbeR
EFL,20,10/16/2018,1.05,RFU,CHL_InsituProbeR
EFL,25,10/16/2018,1.12,RFU,CHL_InsituProbeR
EFL,30,10/16/2018,1.09,RFU,CHL_InsituProbeR
EFL,35,10/16/2018,1.07,RFU,CHL_InsituProbeR
EFL,40,10/16/2018,1.08,RFU,CHL_InsituProbeR
EFL,46,10/16/2018,1.07,RFU,CHL_InsituProbeR
EFL,0,11/6/2018,0.69,RFU,CHL_InsituProbeR
EFL,5,11/6/2018,0.69,RFU,CHL_InsituProbeR
EFL,10,11/6/2018,0.70,RFU,CHL_InsituProbeR
EFL,20,11/6/2018,0.71,RFU,CHL_InsituProbeR
EFL,44,11/6/2018,0.76,RFU,CHL_InsituProbeR
EFL,0,11/28/2018,0.63,RFU,CHL_InsituProbeR
EFL,5,11/28/2018,0.64,RFU,CHL_InsituProbeR
EFL,10,11/28/2018,0.65,RFU,CHL_InsituProbeR
EFL,20,11/28/2018,0.66,RFU,CHL_InsituProbeR
EFL,30,11/28/2018,0.67,RFU,CHL_InsituProbeR
EFL,0,12/18/2018,0.56,RFU,CHL_InsituProbeR
EFL,5,12/18/2018,0.62,RFU,CHL_InsituProbeR
EFL,10,12/18/2018,0.63,RFU,CHL_InsituProbeR
EFL,20,12/18/2018,0.60,RFU,CHL_InsituProbeR
EFL,44,12/18/2018,0.60,RFU,CHL_InsituProbeR
EFL,0,3/19/2019,0.73,RFU,CHL_InsituProbeR
EFL,5,3/19/2019,0.91,RFU,CHL_InsituProbeR
EFL,10,3/19/2019,0.88,RFU,CHL_InsituProbeR
EFL,20,3/19/2019,0.87,RFU,CHL_InsituProbeR
EFL,45,3/19/2019,0.82,RFU,CHL_InsituProbeR
EFL,0,4/9/2019,6.45,RFU,CHL_InsituProbeR
EFL,5,4/9/2019,3.15,RFU,CHL_InsituProbeR
EFL,10,4/9/2019,1.80,RFU,CHL_InsituProbeR
EFL,15,4/9/2019,1.73,RFU,CHL_InsituProbeR
EFL,20,4/9/2019,1.53,RFU,CHL_InsituProbeR
EFL,25,4/9/2019,1.52,RFU,CHL_InsituProbeR
EFL,30,4/9/2019,1.43,RFU,CHL_InsituProbeR
EFL,35,4/9/2019,1.48,RFU,CHL_InsituProbeR
EFL,40,4/9/2019,1.38,RFU,CHL_InsituProbeR
EFL,47,4/9/2019,1.36,RFU,CHL_InsituProbeR
EFL,0,4/23/2019,3.95,RFU,CHL_InsituProbeR
EFL,5,4/23/2019,5.75,RFU,CHL_InsituProbeR
EFL,10,4/23/2019,2.57,RFU,CHL_InsituProbeR
EFL,15,4/23/2019,1.84,RFU,CHL_InsituProbeR
EFL,20,4/23/2019,1.33,RFU,CHL_InsituProbeR
EFL,25,4/23/2019,1.01,RFU,CHL_InsituProbeR
EFL,30,4/23/2019,0.92,RFU,CHL_InsituProbeR
EFL,39,4/23/2019,0.91,RFU,CHL_InsituProbeR
EFL,44,4/23/2019,0.88,RFU,CHL_InsituProbeR
EFL,52,4/23/2019,0.80,RFU,CHL_InsituProbeR
EFL,0,5/21/2019,1.75,RFU,CHL_InsituProbeR
EFL,5,5/21/2019,1.68,RFU,CHL_InsituProbeR
EFL,10,5/21/2019,1.43,RFU,CHL_InsituProbeR
EFL,15,5/21/2019,0.68,RFU,CHL_InsituProbeR
EFL,20,5/21/2019,0.63,RFU,CHL_InsituProbeR
EFL,26,5/21/2019,0.64,RFU,CHL_InsituProbeR
EFL,30,5/21/2019,0.60,RFU,CHL_InsituProbeR
EFL,35,5/21/2019,0.59,RFU,CHL_InsituProbeR
EFL,40,5/21/2019,0.56,RFU,CHL_InsituProbeR
EFL,46,5/21/2019,0.52,RFU,CHL_InsituProbeR
EFL,0,6/6/2019,4.09,RFU,CHL_InsituProbeR
EFL,5,6/6/2019,1.75,RFU,CHL_InsituProbeR
EFL,10,6/6/2019,1.44,RFU,CHL_InsituProbeR
EFL,15,6/6/2019,1.32,RFU,CHL_InsituProbeR
EFL,20,6/6/2019,1.53,RFU,CHL_InsituProbeR
EFL,25,6/6/2019,1.24,RFU,CHL_InsituProbeR
EFL,30,6/6/2019,0.87,RFU,CHL_InsituProbeR
EFL,35,6/6/2019,0.66,RFU,CHL_InsituProbeR
EFL,40,6/6/2019,0.59,RFU,CHL_InsituProbeR
EFL,45,6/6/2019,0.58,RFU,CHL_InsituProbeR
EFL,0,7/2/2019,4.85,RFU,CHL_InsituProbeR
EFL,5,7/2/2019,1.93,RFU,CHL_InsituProbeR
EFL,10,7/2/2019,1.29,RFU,CHL_InsituProbeR
EFL,15,7/2/2019,0.88,RFU,CHL_InsituProbeR
EFL,20,7/2/2019,0.67,RFU,CHL_InsituProbeR
EFL,25,7/2/2019,0.66,RFU,CHL_InsituProbeR
EFL,30,7/2/2019,0.71,RFU,CHL_InsituProbeR
EFL,35,7/2/2019,0.67,RFU,CHL_InsituProbeR
EFL,40,7/2/2019,0.68,RFU,CHL_InsituProbeR
EFL,48,7/2/2019,0.69,RFU,CHL_InsituProbeR
EFL,0,7/18/2019,1.59,RFU,CHL_InsituProbeR
EFL,5,7/18/2019,1.29,RFU,CHL_InsituProbeR
EFL,10,7/18/2019,1.24,RFU,CHL_InsituProbeR
EFL,15,7/18/2019,0.83,RFU,CHL_InsituProbeR
EFL,20,7/18/2019,0.68,RFU,CHL_InsituProbeR
EFL,25,7/18/2019,0.65,RFU,CHL_InsituProbeR
EFL,30,7/18/2019,0.68,RFU,CHL_InsituProbeR
EFL,33,7/18/2019,0.67,RFU,CHL_InsituProbeR
EFL,42,7/18/2019,0.71,RFU,CHL_InsituProbeR
EFL,0,7/30/2019,2.59,RFU,CHL_InsituProbeR
EFL,5,7/30/2019,2.79,RFU,CHL_InsituProbeR
EFL,10,7/30/2019,2.82,RFU,CHL_InsituProbeR
EFL,15,7/30/2019,1.17,RFU,CHL_InsituProbeR
EFL,20,7/30/2019,0.78,RFU,CHL_InsituProbeR
EFL,30,7/30/2019,0.72,RFU,CHL_InsituProbeR
EFL,42,7/30/2019,0.75,RFU,CHL_InsituProbeR
EFL,0,8/13/2019,1.61,RFU,CHL_InsituProbeR
EFL,5,8/13/2019,1.69,RFU,CHL_InsituProbeR
EFL,10,8/13/2019,1.74,RFU,CHL_InsituProbeR
EFL,20,8/13/2019,0.93,RFU,CHL_InsituProbeR
EFL,43,8/13/2019,0.72,RFU,CHL_InsituProbeR
EFL,0,9/5/2019,1.72,RFU,CHL_InsituProbeR
EFL,5,9/5/2019,2.12,RFU,CHL_InsituProbeR
EFL,10,9/5/2019,1.97,RFU,CHL_InsituProbeR
EFL,15,9/5/2019,1.96,RFU,CHL_InsituProbeR
EFL,20,9/5/2019,1.46,RFU,CHL_InsituProbeR
EFL,25,9/5/2019,1.05,RFU,CHL_InsituProbeR
EFL,30,9/5/2019,0.93,RFU,CHL_InsituProbeR
EFL,35,9/5/2019,0.90,RFU,CHL_InsituProbeR
EFL,40,9/5/2019,0.86,RFU,CHL_InsituProbeR
EFL,45,9/5/2019,0.86,RFU,CHL_InsituProbeR
EFL,51,9/5/2019,0.85,RFU,CHL_InsituProbeR
EFL,0,9/24/2019,1.89,RFU,CHL_InsituProbeR
EFL,5,9/24/2019,1.77,RFU,CHL_InsituProbeR
EFL,10,9/24/2019,1.80,RFU,CHL_InsituProbeR
EFL,15,9/24/2019,1.83,RFU,CHL_InsituProbeR
EFL,20,9/24/2019,1.26,RFU,CHL_InsituProbeR
EFL,25,9/24/2019,0.93,RFU,CHL_InsituProbeR
EFL,30,9/24/2019,0.81,RFU,CHL_InsituProbeR
EFL,35,9/24/2019,0.85,RFU,CHL_InsituProbeR
EFL,40,9/24/2019,0.90,RFU,CHL_InsituProbeR
EFL,0,10/17/2019,0.99,RFU,CHL_InsituProbeR
EFL,5,10/17/2019,1.21,RFU,CHL_InsituProbeR
EFL,10,10/17/2019,1.19,RFU,CHL_InsituProbeR
EFL,20,10/17/2019,1.15,RFU,CHL_InsituProbeR
EFL,29,10/17/2019,1.39,RFU,CHL_InsituProbeR
EFL,39,10/17/2019,1.74,RFU,CHL_InsituProbeR
EFL,0,11/5/2019,0.87,RFU,CHL_InsituProbeR
EFL,5,11/5/2019,0.88,RFU,CHL_InsituProbeR
EFL,10,11/5/2019,0.93,RFU,CHL_InsituProbeR
EFL,15,11/5/2019,0.91,RFU,CHL_InsituProbeR
EFL,20,11/5/2019,0.97,RFU,CHL_InsituProbeR
EFL,25,11/5/2019,1.01,RFU,CHL_InsituProbeR
EFL,30,11/5/2019,1.01,RFU,CHL_InsituProbeR
EFL,35,11/5/2019,0.99,RFU,CHL_InsituProbeR
EFL,40,11/5/2019,0.98,RFU,CHL_InsituProbeR
EFL,43,11/5/2019,1.03,RFU,CHL_InsituProbeR
EFL,0,12/5/2019,0.47,RFU,CHL_InsituProbeR
EFL,5,12/5/2019,0.51,RFU,CHL_InsituProbeR
EFL,10,12/5/2019,0.52,RFU,CHL_InsituProbeR
EFL,15,12/5/2019,0.55,RFU,CHL_InsituProbeR
EFL,20,12/5/2019,0.52,RFU,CHL_InsituProbeR
EFL,25,12/5/2019,0.51,RFU,CHL_InsituProbeR
EFL,30,12/5/2019,0.48,RFU,CHL_InsituProbeR
EFL,35,12/5/2019,0.49,RFU,CHL_InsituProbeR
EFL,40,12/5/2019,0.50,RFU,CHL_InsituProbeR
EFL,1,1/2/2020,0.78,RFU,CHL_InsituProbeR
EFL,4,1/2/2020,0.80,RFU,CHL_InsituProbeR
EFL,10,1/2/2020,0.82,RFU,CHL_InsituProbeR
EFL,19,1/2/2020,0.76,RFU,CHL_InsituProbeR
EFL,24,1/2/2020,0.76,RFU,CHL_InsituProbeR
EFL,29,1/2/2020,0.80,RFU,CHL_InsituProbeR
EFL,34,1/2/2020,0.88,RFU,CHL_InsituProbeR
EFL,39,1/2/2020,1.12,RFU,CHL_InsituProbeR
EFL,41,1/2/2020,0.87,RFU,CHL_InsituProbeR
EFL,0,1/23/2020,0.70,RFU,CHL_InsituProbeR
EFL,4,1/23/2020,0.70,RFU,CHL_InsituProbeR
EFL,9,1/23/2020,0.70,RFU,CHL_InsituProbeR
EFL,14,1/23/2020,0.69,RFU,CHL_InsituProbeR
EFL,19,1/23/2020,0.70,RFU,CHL_InsituProbeR
EFL,24,1/23/2020,0.70,RFU,CHL_InsituProbeR
EFL,29,1/23/2020,0.68,RFU,CHL_InsituProbeR
EFL,34,1/23/2020,0.67,RFU,CHL_InsituProbeR
EFL,39,1/23/2020,0.63,RFU,CHL_InsituProbeR
EFL,43,1/23/2020,0.68,RFU,CHL_InsituProbeR
EFL,0,2/11/2020,0.61,RFU,CHL_InsituProbeR
EFL,5,2/11/2020,0.61,RFU,CHL_InsituProbeR
EFL,10,2/11/2020,0.61,RFU,CHL_InsituProbeR
EFL,20,2/11/2020,0.60,RFU,CHL_InsituProbeR
EFL,29,2/11/2020,0.59,RFU,CHL_InsituProbeR
EFL,39,2/11/2020,0.60,RFU,CHL_InsituProbeR
EFL,46,2/11/2020,0.60,RFU,CHL_InsituProbeR
EFL,0,3/3/2020,0.58,RFU,CHL_InsituProbeR
EFL,5,3/3/2020,0.58,RFU,CHL_InsituProbeR
EFL,10,3/3/2020,0.58,RFU,CHL_InsituProbeR
EFL,20,3/3/2020,0.58,RFU,CHL_InsituProbeR
EFL,24,3/3/2020,0.58,RFU,CHL_InsituProbeR
EFL,29,3/3/2020,0.57,RFU,CHL_InsituProbeR
EFL,34,3/3/2020,0.57,RFU,CHL_InsituProbeR
EFL,39,3/3/2020,0.59,RFU,CHL_InsituProbeR
EFL,44,3/3/2020,0.57,RFU,CHL_InsituProbeR
EFL,0,5/26/2015,6.30,RFU,Phycocyanin_InsituProbeR
EFL,5,5/26/2015,1.71,RFU,Phycocyanin_InsituProbeR
EFL,10,5/26/2015,1.17,RFU,Phycocyanin_InsituProbeR
EFL,15,5/26/2015,0.43,RFU,Phycocyanin_InsituProbeR
EFL,20,5/26/2015,0.68,RFU,Phycocyanin_InsituProbeR
EFL,25,5/26/2015,0.29,RFU,Phycocyanin_InsituProbeR
EFL,30,5/26/2015,0.32,RFU,Phycocyanin_InsituProbeR
EFL,35,5/26/2015,0.30,RFU,Phycocyanin_InsituProbeR
EFL,40,5/26/2015,0.27,RFU,Phycocyanin_InsituProbeR
EFL,48,5/26/2015,0.50,RFU,Phycocyanin_InsituProbeR
EFL,0,6/9/2015,10.43,RFU,Phycocyanin_InsituProbeR
EFL,5,6/9/2015,8.75,RFU,Phycocyanin_InsituProbeR
EFL,10,6/9/2015,3.78,RFU,Phycocyanin_InsituProbeR
EFL,15,6/9/2015,1.16,RFU,Phycocyanin_InsituProbeR
EFL,20,6/9/2015,0.43,RFU,Phycocyanin_InsituProbeR
EFL,25,6/9/2015,0.31,RFU,Phycocyanin_InsituProbeR
EFL,30,6/9/2015,0.26,RFU,Phycocyanin_InsituProbeR
EFL,35,6/9/2015,0.29,RFU,Phycocyanin_InsituProbeR
EFL,40,6/9/2015,0.30,RFU,Phycocyanin_InsituProbeR
EFL,45,6/9/2015,0.30,RFU,Phycocyanin_InsituProbeR
EFL,49,6/9/2015,0.27,RFU,Phycocyanin_InsituProbeR
EFL,0,6/23/2015,4.40,RFU,Phycocyanin_InsituProbeR
EFL,5,6/23/2015,4.24,RFU,Phycocyanin_InsituProbeR
EFL,10,6/23/2015,4.74,RFU,Phycocyanin_InsituProbeR
EFL,15,6/23/2015,2.14,RFU,Phycocyanin_InsituProbeR
EFL,20,6/23/2015,0.59,RFU,Phycocyanin_InsituProbeR
EFL,25,6/23/2015,0.41,RFU,Phycocyanin_InsituProbeR
EFL,30,6/23/2015,0.36,RFU,Phycocyanin_InsituProbeR
EFL,35,6/23/2015,0.36,RFU,Phycocyanin_InsituProbeR
EFL,40,6/23/2015,0.32,RFU,Phycocyanin_InsituProbeR
EFL,45,6/23/2015,0.34,RFU,Phycocyanin_InsituProbeR
EFL,50,6/23/2015,0.35,RFU,Phycocyanin_InsituProbeR
EFL,52,6/23/2015,0.39,RFU,Phycocyanin_InsituProbeR
EFL,0,6/30/2015,5.75,RFU,Phycocyanin_InsituProbeR
EFL,5,6/30/2015,5.60,RFU,Phycocyanin_InsituProbeR
EFL,10,6/30/2015,5.02,RFU,Phycocyanin_InsituProbeR
EFL,15,6/30/2015,4.97,RFU,Phycocyanin_InsituProbeR
EFL,20,6/30/2015,2.61,RFU,Phycocyanin_InsituProbeR
EFL,25,6/30/2015,1.39,RFU,Phycocyanin_InsituProbeR
EFL,30,6/30/2015,0.68,RFU,Phycocyanin_InsituProbeR
EFL,35,6/30/2015,0.40,RFU,Phycocyanin_InsituProbeR
EFL,40,6/30/2015,0.39,RFU,Phycocyanin_InsituProbeR
EFL,44,6/30/2015,0.39,RFU,Phycocyanin_InsituProbeR
EFL,0,7/21/2015,7.49,RFU,Phycocyanin_InsituProbeR
EFL,5,7/21/2015,7.09,RFU,Phycocyanin_InsituProbeR
EFL,10,7/21/2015,4.07,RFU,Phycocyanin_InsituProbeR
EFL,15,7/21/2015,2.88,RFU,Phycocyanin_InsituProbeR
EFL,20,7/21/2015,1.36,RFU,Phycocyanin_InsituProbeR
EFL,25,7/21/2015,0.88,RFU,Phycocyanin_InsituProbeR
EFL,30,7/21/2015,0.69,RFU,Phycocyanin_InsituProbeR
EFL,35,7/21/2015,0.63,RFU,Phycocyanin_InsituProbeR
EFL,40,7/21/2015,0.62,RFU,Phycocyanin_InsituProbeR
EFL,45,7/21/2015,0.67,RFU,Phycocyanin_InsituProbeR
EFL,50,7/21/2015,0.64,RFU,Phycocyanin_InsituProbeR
EFL,56,7/21/2015,0.59,RFU,Phycocyanin_InsituProbeR
EFL,0,8/12/2015,3.02,RFU,Phycocyanin_InsituProbeR
EFL,5,8/12/2015,3.11,RFU,Phycocyanin_InsituProbeR
EFL,10,8/12/2015,2.98,RFU,Phycocyanin_InsituProbeR
EFL,15,8/12/2015,2.39,RFU,Phycocyanin_InsituProbeR
EFL,20,8/12/2015,1.00,RFU,Phycocyanin_InsituProbeR
EFL,25,8/12/2015,0.59,RFU,Phycocyanin_InsituProbeR
EFL,30,8/12/2015,0.31,RFU,Phycocyanin_InsituProbeR
EFL,35,8/12/2015,0.30,RFU,Phycocyanin_InsituProbeR
EFL,40,8/12/2015,0.31,RFU,Phycocyanin_InsituProbeR
EFL,45,8/12/2015,0.28,RFU,Phycocyanin_InsituProbeR
EFL,49,8/12/2015,0.30,RFU,Phycocyanin_InsituProbeR
EFL,0,9/1/2015,2.55,RFU,Phycocyanin_InsituProbeR
EFL,5,9/1/2015,2.70,RFU,Phycocyanin_InsituProbeR
EFL,10,9/1/2015,2.30,RFU,Phycocyanin_InsituProbeR
EFL,15,9/1/2015,1.92,RFU,Phycocyanin_InsituProbeR
EFL,20,9/1/2015,1.37,RFU,Phycocyanin_InsituProbeR
EFL,25,9/1/2015,0.99,RFU,Phycocyanin_InsituProbeR
EFL,30,9/1/2015,0.76,RFU,Phycocyanin_InsituProbeR
EFL,35,9/1/2015,0.33,RFU,Phycocyanin_InsituProbeR
EFL,40,9/1/2015,0.35,RFU,Phycocyanin_InsituProbeR
EFL,48,9/1/2015,0.38,RFU,Phycocyanin_InsituProbeR
EFL,0,9/22/2015,0.92,RFU,Phycocyanin_InsituProbeR
EFL,5,9/22/2015,0.98,RFU,Phycocyanin_InsituProbeR
EFL,10,9/22/2015,0.93,RFU,Phycocyanin_InsituProbeR
EFL,15,9/22/2015,0.94,RFU,Phycocyanin_InsituProbeR
EFL,20,9/22/2015,0.95,RFU,Phycocyanin_InsituProbeR
EFL,25,9/22/2015,0.93,RFU,Phycocyanin_InsituProbeR
EFL,30,9/22/2015,0.92,RFU,Phycocyanin_InsituProbeR
EFL,35,9/22/2015,0.91,RFU,Phycocyanin_InsituProbeR
EFL,40,9/22/2015,0.97,RFU,Phycocyanin_InsituProbeR
EFL,45,9/22/2015,0.92,RFU,Phycocyanin_InsituProbeR
EFL,0,10/13/2015,1.60,RFU,Phycocyanin_InsituProbeR
EFL,5,10/13/2015,1.72,RFU,Phycocyanin_InsituProbeR
EFL,10,10/13/2015,1.58,RFU,Phycocyanin_InsituProbeR
EFL,15,10/13/2015,1.52,RFU,Phycocyanin_InsituProbeR
EFL,20,10/13/2015,1.43,RFU,Phycocyanin_InsituProbeR
EFL,25,10/13/2015,1.38,RFU,Phycocyanin_InsituProbeR
EFL,35,10/13/2015,1.34,RFU,Phycocyanin_InsituProbeR
EFL,40,10/13/2015,1.30,RFU,Phycocyanin_InsituProbeR
EFL,44,10/13/2015,1.27,RFU,Phycocyanin_InsituProbeR
EFL,0,11/3/2015,0.28,RFU,Phycocyanin_InsituProbeR
EFL,5,11/3/2015,0.35,RFU,Phycocyanin_InsituProbeR
EFL,10,11/3/2015,0.29,RFU,Phycocyanin_InsituProbeR
EFL,15,11/3/2015,0.32,RFU,Phycocyanin_InsituProbeR
EFL,20,11/3/2015,0.29,RFU,Phycocyanin_InsituProbeR
EFL,25,11/3/2015,0.27,RFU,Phycocyanin_InsituProbeR
EFL,30,11/3/2015,0.27,RFU,Phycocyanin_InsituProbeR
EFL,35,11/3/2015,0.27,RFU,Phycocyanin_InsituProbeR
EFL,40,11/3/2015,0.32,RFU,Phycocyanin_InsituProbeR
EFL,45,11/3/2015,0.34,RFU,Phycocyanin_InsituProbeR
EFL,0,11/24/2015,0.32,RFU,Phycocyanin_InsituProbeR
EFL,5,11/24/2015,0.35,RFU,Phycocyanin_InsituProbeR
EFL,10,11/24/2015,0.33,RFU,Phycocyanin_InsituProbeR
EFL,15,11/24/2015,0.33,RFU,Phycocyanin_InsituProbeR
EFL,20,11/24/2015,0.33,RFU,Phycocyanin_InsituProbeR
EFL,25,11/24/2015,0.33,RFU,Phycocyanin_InsituProbeR
EFL,30,11/24/2015,0.32,RFU,Phycocyanin_InsituProbeR
EFL,35,11/24/2015,0.32,RFU,Phycocyanin_InsituProbeR
EFL,40,11/24/2015,0.31,RFU,Phycocyanin_InsituProbeR
EFL,43,11/24/2015,0.32,RFU,Phycocyanin_InsituProbeR
EFL,0,12/8/2015,0.29,RFU,Phycocyanin_InsituProbeR
EFL,5,12/8/2015,0.31,RFU,Phycocyanin_InsituProbeR
EFL,10,12/8/2015,0.31,RFU,Phycocyanin_InsituProbeR
EFL,15,12/8/2015,0.31,RFU,Phycocyanin_InsituProbeR
EFL,20,12/8/2015,0.32,RFU,Phycocyanin_InsituProbeR
EFL,25,12/8/2015,0.32,RFU,Phycocyanin_InsituProbeR
EFL,30,12/8/2015,0.33,RFU,Phycocyanin_InsituProbeR
EFL,35,12/8/2015,0.34,RFU,Phycocyanin_InsituProbeR
EFL,40,12/8/2015,0.33,RFU,Phycocyanin_InsituProbeR
EFL,44,12/8/2015,0.31,RFU,Phycocyanin_InsituProbeR
EFL,0,2/23/2016,0.41,RFU,Phycocyanin_InsituProbeR
EFL,5,2/23/2016,0.42,RFU,Phycocyanin_InsituProbeR
EFL,10,2/23/2016,0.43,RFU,Phycocyanin_InsituProbeR
EFL,15,2/23/2016,0.44,RFU,Phycocyanin_InsituProbeR
EFL,20,2/23/2016,0.43,RFU,Phycocyanin_InsituProbeR
EFL,25,2/23/2016,0.43,RFU,Phycocyanin_InsituProbeR
EFL,30,2/23/2016,0.43,RFU,Phycocyanin_InsituProbeR
EFL,35,2/23/2016,0.42,RFU,Phycocyanin_InsituProbeR
EFL,40,2/23/2016,0.44,RFU,Phycocyanin_InsituProbeR
EFL,45,2/23/2016,0.45,RFU,Phycocyanin_InsituProbeR
EFL,50,2/23/2016,0.46,RFU,Phycocyanin_InsituProbeR
EFL,52,2/23/2016,0.46,RFU,Phycocyanin_InsituProbeR
EFL,0,3/15/2016,2.28,RFU,Phycocyanin_InsituProbeR
EFL,0,3/15/2016,0.73,RFU,Phycocyanin_InsituProbeR
EFL,0,3/15/2016,0.59,RFU,Phycocyanin_InsituProbeR
EFL,0,3/15/2016,0.56,RFU,Phycocyanin_InsituProbeR
EFL,0,3/15/2016,0.44,RFU,Phycocyanin_InsituProbeR
EFL,0,3/15/2016,0.41,RFU,Phycocyanin_InsituProbeR
EFL,0,3/15/2016,0.40,RFU,Phycocyanin_InsituProbeR
EFL,0,3/15/2016,0.42,RFU,Phycocyanin_InsituProbeR
EFL,0,3/15/2016,0.41,RFU,Phycocyanin_InsituProbeR
EFL,46,3/15/2016,0.42,RFU,Phycocyanin_InsituProbeR
EFL,0,4/5/2016,0.55,RFU,Phycocyanin_InsituProbeR
EFL,5,4/5/2016,0.36,RFU,Phycocyanin_InsituProbeR
EFL,10,4/5/2016,0.33,RFU,Phycocyanin_InsituProbeR
EFL,15,4/5/2016,0.32,RFU,Phycocyanin_InsituProbeR
EFL,20,4/5/2016,0.29,RFU,Phycocyanin_InsituProbeR
EFL,25,4/5/2016,0.29,RFU,Phycocyanin_InsituProbeR
EFL,30,4/5/2016,0.27,RFU,Phycocyanin_InsituProbeR
