Site_ID,sampledate,Qout_cfs,TotP_lbday,TotP_mgL
USGS_5427948,8/11/2020,7.01,3.21,0.0848
USGS_5427948,8/12/2020,5.76,2.62,0.0844
USGS_5427948,8/13/2020,5.49,2.49,0.084
USGS_5427948,8/14/2020,5.21,2.36,0.0839
USGS_5427948,8/15/2020,6.79,3.07,0.0838
USGS_5427948,8/16/2020,5.99,2.71,0.0836
USGS_5427948,8/17/2020,5.47,2.47,0.0835
USGS_5427948,8/18/2020,5.23,2.35,0.0834
USGS_5427948,8/19/2020,5.06,2.27,0.0833
USGS_5427948,8/20/2020,4.78,2.15,0.0832
USGS_5427948,8/21/2020,4.68,2.1,0.0831
USGS_5427948,8/22/2020,4.66,2.09,0.083
USGS_5427948,8/23/2020,4.6,2.06,0.0829
USGS_5427948,8/24/2020,4.61,2.06,0.0828
USGS_5427948,8/25/2020,4.71,2.1,0.0826
USGS_5427948,8/26/2020,4.59,2.05,0.0825
USGS_5427948,8/27/2020,5.02,2.24,0.0824
USGS_5427948,8/28/2020,6.46,2.87,0.0823
USGS_5427948,8/29/2020,4.9,2.17,0.0822
USGS_5427948,8/30/2020,4.49,1.99,0.0821
USGS_5427948,8/31/2020,11.6,7.7,0.108
USGS_5427948,9/1/2020,10.5,6.38,0.111
USGS_5427948,9/2/2020,8.28,4.5,0.101
USGS_5427948,9/3/2020,6.17,3.29,0.0988
USGS_5427948,9/4/2020,5.24,2.75,0.097
USGS_5427948,9/5/2020,4.99,2.56,0.0952
USGS_5427948,9/6/2020,12.3,7.77,0.114
USGS_5427948,9/7/2020,9.5,5.74,0.112
USGS_5427948,9/8/2020,12.5,7.46,0.108
USGS_5427948,9/9/2020,22,17,0.142
USGS_5427948,9/10/2020,25.1,20,0.148
USGS_5427948,9/11/2020,33.5,39.6,0.178
USGS_5427948,9/12/2020,53.4,60.2,0.206
USGS_5427948,9/13/2020,21,23.8,0.21
USGS_5427948,9/14/2020,16.3,19.4,0.221
USGS_5427948,9/15/2020,14.2,17,0.222
USGS_5427948,9/16/2020,11.2,11.5,0.189
USGS_5427948,9/17/2020,8.68,7.19,0.153
USGS_5427948,9/18/2020,7.22,4.57,0.117
USGS_5427948,9/19/2020,6.59,3.4,0.0955
USGS_5427948,9/20/2020,6.27,2.79,0.0824
USGS_5427948,9/21/2020,6.28,2.42,0.0713
USGS_5427948,9/22/2020,6.27,2.36,0.0696
USGS_5427948,9/23/2020,6.47,2.42,0.0693
USGS_5427948,9/24/2020,6.26,2.33,0.069
USGS_5427948,9/25/2020,6.23,2.31,0.0686
USGS_5427948,9/26/2020,6.05,2.23,0.0683
USGS_5427948,9/27/2020,8.22,4.86,0.0994
USGS_5427948,9/28/2020,8.59,5.05,0.108
USGS_5427948,9/29/2020,7.14,3.43,0.0888
USGS_5427948,9/30/2020,6.68,2.68,0.075
USGS_5427948,10/1/2020,6.37,2.34,0.068
USGS_5427948,10/2/2020,5.98,2.2,0.068
USGS_5427948,10/3/2020,5.82,2.14,0.068
USGS_5427948,10/4/2020,5.79,2.13,0.068
USGS_5427948,10/5/2020,5.7,2.09,0.068
USGS_5427948,10/6/2020,5.85,2.15,0.068
USGS_5427948,10/7/2020,5.69,2.09,0.068
USGS_5427948,10/8/2020,5.32,1.96,0.068
USGS_5427948,10/9/2020,5.22,1.92,0.068
USGS_5427948,10/10/2020,5.29,1.94,0.068
USGS_5427948,10/11/2020,5.28,1.94,0.068
USGS_5427948,10/12/2020,8.59,3.92,0.0813
USGS_5427948,10/13/2020,7.18,2.91,0.0747
USGS_5427948,10/14/2020,5.86,2.21,0.0698
USGS_5427948,10/15/2020,5.51,2.03,0.0681
USGS_5427948,10/16/2020,5.28,1.94,0.068
USGS_5427948,10/17/2020,5.34,1.96,0.068
USGS_5427948,10/18/2020,5.69,2.09,0.068
USGS_5427948,10/19/2020,5.49,2.02,0.068
USGS_5427948,10/20/2020,5.65,2.07,0.068
USGS_5427948,10/21/2020,6.7,2.46,0.068
USGS_5427948,10/22/2020,25.4,21.1,0.127
USGS_5427948,10/23/2020,159,548,0.707
USGS_5427948,10/24/2020,29.5,105,0.61
USGS_5427948,10/25/2020,19.2,29.5,0.283
USGS_5427948,10/26/2020,15.7,13.5,0.158
USGS_5427948,10/27/2020,12.6,7.99,0.117
USGS_5427948,10/28/2020,9.61,5.27,0.101
USGS_5427948,10/29/2020,7.84,3.65,0.086
USGS_5427948,10/30/2020,6.84,2.98,0.0808
USGS_5427948,10/31/2020,6.5,2.83,0.0806
USGS_5427948,11/1/2020,6.32,2.74,0.0803
USGS_5427948,11/2/2020,5.98,2.59,0.08
USGS_5427948,11/3/2020,6.05,2.61,0.0798
USGS_5427948,11/4/2020,5.97,2.56,0.0795
USGS_5427948,11/5/2020,5.74,2.46,0.0793
USGS_5427948,11/6/2020,5.79,2.47,0.079
USGS_5427948,11/7/2020,5.63,2.39,0.0788
USGS_5427948,11/8/2020,5.44,2.3,0.0785
USGS_5427948,11/9/2020,5.62,2.38,0.0782
USGS_5427948,11/10/2020,20.8,46.7,0.247
USGS_5427948,11/11/2020,35.6,133,0.692
USGS_5427948,11/12/2020,18.2,61.8,0.627
USGS_5427948,11/13/2020,14.4,33.6,0.43
USGS_5427948,11/14/2020,12.2,14.7,0.223
USGS_5427948,11/15/2020,15.1,16.2,0.199
USGS_5427948,11/16/2020,12.4,9.42,0.14
USGS_5427948,11/17/2020,9.33,5.79,0.114
USGS_5427948,11/18/2020,7.63,3.9,0.0946
USGS_5427948,11/19/2020,7.13,3.18,0.0827
USGS_5427948,11/20/2020,6.45,2.84,0.0816
USGS_5427948,11/21/2020,5.75,2.51,0.0806
USGS_5427948,11/22/2020,5.88,2.53,0.0797
USGS_5427948,11/23/2020,5.97,2.54,0.0787
USGS_5427948,11/24/2020,9.17,5.13,0.0968
USGS_5427948,11/25/2020,18.7,15.5,0.153
USGS_5427948,11/26/2020,16.6,12.5,0.139
USGS_5427948,11/27/2020,12.5,7.23,0.106
USGS_5427948,11/28/2020,9.75,4.99,0.0947
USGS_5427948,11/29/2020,8.05,4.1,0.0943
USGS_5427948,11/30/2020,6.91,3.5,0.0939
USGS_5427948,12/1/2020,6.09,3.07,0.0934
USGS_5427948,12/2/2020,5.52,2.77,0.093
USGS_5427948,12/3/2020,5.39,2.7,0.0926
USGS_5427948,12/4/2020,5.61,2.79,0.0922
USGS_5427948,12/5/2020,5.42,2.68,0.0918
USGS_5427948,12/6/2020,5.33,2.63,0.0913
USGS_5427948,12/7/2020,5.43,2.66,0.0909
USGS_5427948,12/8/2020,5.54,2.71,0.0905
USGS_5427948,12/9/2020,5.6,2.72,0.0901
USGS_5427948,12/10/2020,5.46,2.64,0.0896
USGS_5427948,12/11/2020,5.52,2.66,0.0892
USGS_5427948,12/12/2020,6.28,3.01,0.0888
USGS_5427948,12/13/2020,5.89,2.81,0.0884
USGS_5427948,12/14/2020,7.83,5.28,0.118
USGS_5427948,12/15/2020,6.33,3.98,0.116
USGS_5427948,12/16/2020,5.54,3.34,0.112
USGS_5427948,12/17/2020,5.24,3.12,0.11
USGS_5427948,12/18/2020,5.1,3,0.109
USGS_5427948,12/19/2020,5.3,3.09,0.108
USGS_5427948,12/20/2020,5.45,3.13,0.107
USGS_5427948,12/21/2020,5.71,3.25,0.105
USGS_5427948,12/22/2020,5.89,3.31,0.104
USGS_5427948,12/23/2020,7.57,5.05,0.119
USGS_5427948,12/24/2020,8.79,6.77,0.142
USGS_5427948,12/25/2020,5.67,3.87,0.126
USGS_5427948,12/26/2020,5.06,3.01,0.11
USGS_5427948,12/27/2020,4.94,2.55,0.0956
USGS_5427948,12/28/2020,4.93,2.45,0.0918
USGS_5427948,12/29/2020,4.77,2.33,0.0905
USGS_5427948,12/30/2020,5.19,2.5,0.0892
USGS_5427948,12/31/2020,4.82,2.29,0.0879
USGS_5427948,1/1/2021,4.77,2.23,0.0866
USGS_5427948,1/2/2021,4.85,2.24,0.0853
USGS_5427948,1/3/2021,4.89,2.22,0.084
USGS_5427948,1/4/2021,5.63,3.05,0.0989
USGS_5427948,1/5/2021,5.24,2.93,0.104
USGS_5427948,1/6/2021,4.91,2.54,0.0957
USGS_5427948,1/7/2021,4.8,2.42,0.0933
USGS_5427948,1/8/2021,4.73,2.34,0.0916
USGS_5427948,1/9/2021,4.74,2.3,0.09
USGS_5427948,1/10/2021,4.71,2.25,0.0884
USGS_5427948,1/11/2021,4.75,2.22,0.0867
USGS_5427948,1/12/2021,4.83,2.22,0.085
USGS_5427948,1/13/2021,4.95,2.23,0.0834
USGS_5427948,1/14/2021,5.21,2.31,0.0819
USGS_5427948,1/15/2021,5.89,2.58,0.0811
USGS_5427948,1/16/2021,6.31,2.74,0.0802
USGS_5427948,1/17/2021,6.05,2.6,0.0794
USGS_5427948,1/18/2021,5.6,2.38,0.0786
USGS_5427948,1/19/2021,5.17,2.17,0.0778
USGS_5427948,1/20/2021,4.65,1.94,0.077
USGS_5427948,1/21/2021,4.09,1.68,0.0762
USGS_5427948,1/22/2021,3.85,1.57,0.0754
USGS_5427948,1/23/2021,3.72,1.5,0.0746
USGS_5427948,1/24/2021,3.67,1.46,0.0737
USGS_5427948,1/25/2021,3.64,1.43,0.0729
USGS_5427948,1/26/2021,3.62,1.41,0.0721
USGS_5427948,1/27/2021,3.73,1.43,0.0713
USGS_5427948,1/28/2021,3.91,1.49,0.0705
USGS_5427948,1/29/2021,4.1,1.54,0.0697
USGS_5427948,1/30/2021,4.26,1.58,0.0688
USGS_5427948,1/31/2021,4.7,1.73,0.068
USGS_5427948,2/1/2021,4.51,1.64,0.0672
USGS_5427948,2/2/2021,4.41,1.58,0.0664
USGS_5427948,2/3/2021,4.11,1.46,0.0656
USGS_5427948,2/4/2021,3.75,1.31,0.0648
USGS_5427948,2/5/2021,3.72,1.28,0.064
USGS_5427948,2/6/2021,3.84,1.31,0.0631
USGS_5427948,2/7/2021,4.08,1.37,0.0623
USGS_5427948,2/8/2021,4.13,1.37,0.0615
USGS_5427948,2/9/2021,4.02,1.32,0.0607
USGS_5427948,2/10/2021,4.1,1.33,0.0599
USGS_5427948,2/11/2021,3.98,1.27,0.0591
USGS_5427948,2/12/2021,4.01,1.26,0.0583
USGS_5427948,2/13/2021,3.87,1.2,0.0574
USGS_5427948,2/14/2021,3.77,1.15,0.0566
USGS_5427948,2/15/2021,3.68,1.11,0.0558
USGS_5427948,2/16/2021,3.93,1.17,0.0551
USGS_5427948,2/17/2021,3.77,1.12,0.055
USGS_5427948,2/18/2021,3.93,1.17,0.055
USGS_5427948,2/19/2021,3.95,1.17,0.055
USGS_5427948,2/20/2021,3.81,1.13,0.055
USGS_5427948,2/21/2021,3.88,1.16,0.0555
USGS_5427948,2/22/2021,4.38,1.48,0.0624
USGS_5427948,2/23/2021,5.29,2.05,0.0713
USGS_5427948,2/24/2021,6.11,2.65,0.0802
USGS_5427948,2/25/2021,5.78,2.78,0.0891
USGS_5427948,2/26/2021,5.99,3.17,0.098
USGS_5427948,2/27/2021,7.29,4.69,0.116
USGS_5427948,2/28/2021,10.7,11.2,0.192
USGS_5427948,3/1/2021,12,17.5,0.271
USGS_5427948,3/2/2021,10.2,15.2,0.275
USGS_5427948,3/3/2021,11.7,18,0.28
USGS_5427948,3/4/2021,17,32.7,0.356
USGS_5427948,3/5/2021,15.9,30.8,0.358
USGS_5427948,3/6/2021,17.2,33.4,0.36
USGS_5427948,3/7/2021,16.5,32.1,0.362
USGS_5427948,3/8/2021,22.9,45.3,0.363
USGS_5427948,3/9/2021,23.6,71.5,0.563
USGS_5427948,3/10/2021,20.8,42,0.372
USGS_5427948,3/11/2021,19.2,27.6,0.262
USGS_5427948,3/12/2021,13.2,12.3,0.17
USGS_5427948,3/13/2021,9.21,5.07,0.101
USGS_5427948,3/14/2021,7.26,3.74,0.0954
USGS_5427948,3/15/2021,6.41,3.2,0.0924
USGS_5427948,3/16/2021,6.74,3.25,0.0895
USGS_5427948,3/17/2021,7.78,4.38,0.1
USGS_5427948,3/18/2021,10.3,7.08,0.127
USGS_5427948,3/19/2021,7.97,4.13,0.0954
USGS_5427948,3/20/2021,6.41,2.95,0.0851
USGS_5427948,3/21/2021,5.79,2.45,0.0782
USGS_5427948,3/22/2021,5.5,2.12,0.0714
USGS_5427948,3/23/2021,7.57,2.68,0.0656
USGS_5427948,3/24/2021,20.6,8.68,0.0789
USGS_5427948,3/25/2021,15.1,7.03,0.0859
USGS_5427948,3/26/2021,11.6,5,0.0792
USGS_5427948,3/27/2021,10.4,4.54,0.0807
USGS_5427948,3/28/2021,9.32,4.12,0.0817
USGS_5427948,3/29/2021,6.95,2.89,0.0769
USGS_5427948,3/30/2021,5.93,2.32,0.0724
USGS_5427948,3/31/2021,4.99,1.89,0.07
USGS_5427948,4/1/2021,4.5,1.65,0.068
USGS_5427948,4/2/2021,4.48,1.6,0.0659
USGS_5427948,4/3/2021,4.58,1.58,0.0639
USGS_5427948,4/4/2021,4.39,1.47,0.0618
USGS_5427948,4/5/2021,4.55,1.47,0.0598
USGS_5427948,4/6/2021,4.74,1.48,0.0577
USGS_5427948,4/7/2021,4.91,1.49,0.0561
USGS_5427948,4/8/2021,7.91,3.16,0.0729
USGS_5427948,4/9/2021,9.57,4,0.0775
USGS_5427948,4/10/2021,10.9,5.03,0.083
USGS_5427948,4/11/2021,29.7,23.7,0.149
USGS_5427948,4/12/2021,19.6,24.3,0.228
USGS_5427948,4/13/2021,14.6,13.7,0.173
USGS_5427948,4/14/2021,11.2,7.71,0.127
USGS_5427948,4/15/2021,7.97,4.32,0.0997
USGS_5427948,4/16/2021,6.09,2.47,0.0748
USGS_5427948,4/17/2021,5.41,1.82,0.0624
USGS_5427948,4/18/2021,5.07,1.68,0.0612
USGS_5427948,4/19/2021,4.91,1.6,0.0601
USGS_5427948,4/20/2021,4.66,1.49,0.059
USGS_5427948,4/21/2021,4.69,1.46,0.0578
USGS_5427948,4/22/2021,4.64,1.42,0.0567
USGS_5427948,4/23/2021,4.5,1.35,0.0555
USGS_5427948,4/24/2021,4.5,1.32,0.0544
USGS_5427948,4/25/2021,4.3,1.24,0.0533
USGS_5427948,4/26/2021,4.39,1.24,0.0521
USGS_5427948,4/27/2021,4.54,1.25,0.051
USGS_5427948,4/28/2021,4.4,1.18,0.0498
USGS_5427948,4/29/2021,4.92,1.29,0.0487
USGS_5427948,4/30/2021,5.07,1.3,0.0475
USGS_5427948,5/1/2021,5.51,1.38,0.0464
USGS_5427948,5/2/2021,5.94,1.45,0.0453
USGS_5427948,5/3/2021,13.4,26.4,0.208
USGS_5427948,5/4/2021,15.7,9.97,0.111
USGS_5427948,5/5/2021,10.2,3.83,0.0683
USGS_5427948,5/6/2021,9.89,3.17,0.0592
USGS_5427948,5/7/2021,7.18,2.26,0.0581
USGS_5427948,5/8/2021,5.67,1.71,0.0557
USGS_5427948,5/9/2021,5.06,1.46,0.0533
USGS_5427948,5/10/2021,4.83,1.33,0.0509
USGS_5427948,5/11/2021,4.54,1.19,0.0485
USGS_5427948,5/12/2021,4.45,1.11,0.0461
USGS_5427948,5/13/2021,4.39,1.05,0.0442
USGS_5427948,5/14/2021,4.24,1.01,0.044
USGS_5427948,5/15/2021,4.35,1.03,0.044
USGS_5427948,5/16/2021,4.46,1.06,0.044
USGS_5427948,5/17/2021,4.38,1.04,0.044
USGS_5427948,5/18/2021,5.37,1.71,0.0551
USGS_5427948,5/19/2021,8.1,4.92,0.112
USGS_5427948,5/20/2021,5.95,2.59,0.0798
USGS_5427948,5/21/2021,5.4,1.47,0.0505
USGS_5427948,5/22/2021,5.05,1.32,0.0484
USGS_5427948,5/23/2021,4.72,1.2,0.0471
USGS_5427948,5/24/2021,4.76,1.18,0.0459
USGS_5427948,5/25/2021,4.57,1.1,0.0446
USGS_5427948,5/26/2021,3.17,0.75,0.0434
USGS_5427948,5/27/2021,7.54,4.85,0.0766
USGS_5427948,5/28/2021,11.3,7.23,0.116
USGS_5427948,5/29/2021,8.09,4.67,0.107
USGS_5427948,5/30/2021,6.58,3.75,0.106
USGS_5427948,5/31/2021,5.64,3.18,0.104
USGS_5427948,6/1/2021,5.28,2.94,0.103
USGS_5427948,6/2/2021,4.75,2.62,0.102
USGS_5427948,6/3/2021,4.27,2.33,0.101
USGS_5427948,6/4/2021,4.26,2.29,0.0998
USGS_5427948,6/5/2021,3.99,2.12,0.0986
USGS_5427948,6/6/2021,3.81,2,0.0974
USGS_5427948,6/7/2021,4,2.08,0.0963
USGS_5427948,6/8/2021,3.99,2.05,0.0951
USGS_5427948,6/9/2021,3.99,2.02,0.0939
USGS_5427948,6/10/2021,3.78,1.89,0.0928
USGS_5427948,6/11/2021,3.76,1.86,0.0916
USGS_5427948,6/12/2021,3.68,1.8,0.0904
USGS_5427948,6/13/2021,3.38,1.63,0.0892
USGS_5427948,6/14/2021,3.31,1.57,0.0881
USGS_5427948,6/15/2021,3.25,1.53,0.0871
USGS_5427948,6/16/2021,3.24,1.52,0.087
USGS_5427948,6/17/2021,3.21,1.51,0.087
USGS_5427948,6/18/2021,47.9,62,0.234
USGS_5427948,6/19/2021,17.7,25.7,0.268
USGS_5427948,6/20/2021,14.8,19.7,0.246
USGS_5427948,6/21/2021,15.5,18,0.213
USGS_5427948,6/22/2021,10.3,10.3,0.185
USGS_5427948,6/23/2021,7.78,6.72,0.159
USGS_5427948,6/24/2021,6.01,4.33,0.133
USGS_5427948,6/25/2021,7.91,4.89,0.112
USGS_5427948,6/26/2021,15.8,12.5,0.146
USGS_5427948,6/27/2021,12.8,9.37,0.135
USGS_5427948,6/28/2021,10.2,6.57,0.119
USGS_5427948,6/29/2021,11.3,7.93,0.128
USGS_5427948,6/30/2021,14.5,11.2,0.142
USGS_5427948,7/1/2021,10.3,6.49,0.116
USGS_5427948,7/2/2021,8.08,3.96,0.0902
USGS_5427948,7/3/2021,6.13,2.65,0.08
USGS_5427948,7/4/2021,4.4,1.87,0.0786
USGS_5427948,7/5/2021,3.52,1.47,0.0771
USGS_5427948,7/6/2021,3.22,1.32,0.0756
USGS_5427948,7/7/2021,3.88,1.55,0.0741
USGS_5427948,7/8/2021,5.31,2.08,0.0726
USGS_5427948,7/9/2021,4.49,1.73,0.0712
USGS_5427948,7/10/2021,3.59,1.35,0.0697
USGS_5427948,7/11/2021,3.09,1.14,0.0682
USGS_5427948,7/12/2021,3.19,1.15,0.0668
USGS_5427948,7/13/2021,3.31,1.17,0.0653
USGS_5427948,7/14/2021,7.65,4.05,0.0819
USGS_5427948,7/15/2021,13.8,8.29,0.108
USGS_5427948,7/16/2021,9.13,3.42,0.0693
USGS_5427948,7/17/2021,7,2.56,0.0678
USGS_5427948,7/18/2021,5.61,2.01,0.0663
USGS_5427948,7/19/2021,4.33,1.51,0.0648
USGS_5427948,7/20/2021,3.46,1.18,0.0633
USGS_5427948,7/21/2021,3.1,1.04,0.0618
USGS_5427948,7/22/2021,2.95,0.96,0.0603
USGS_5427948,7/23/2021,2.81,0.89,0.0588
USGS_5427948,7/24/2021,2.61,0.81,0.0573
USGS_5427948,7/25/2021,2.49,0.75,0.0558
USGS_5427948,7/26/2021,2.46,0.72,0.0543
USGS_5427948,7/27/2021,2.5,0.71,0.0528
USGS_5427948,7/28/2021,6.05,2.45,0.0739
USGS_5427948,7/29/2021,11.1,6.35,0.104
USGS_5427948,7/30/2021,7.27,2.91,0.0735
USGS_5427948,7/31/2021,5.88,1.87,0.0588
USGS_5427948,8/1/2021,3.92,1.24,0.0584
USGS_5427948,8/2/2021,3.37,1.05,0.058
USGS_5427948,8/3/2021,2.83,0.88,0.0576
USGS_5427948,8/4/2021,2.44,0.75,0.0572
USGS_5427948,8/5/2021,2.25,0.69,0.0568
USGS_5427948,8/6/2021,2.24,0.68,0.0565
USGS_5427948,8/7/2021,10.1,8.64,0.0889
USGS_5427948,8/8/2021,22.3,14.9,0.123
USGS_5427948,8/9/2021,31.9,25.7,0.14
USGS_5427948,8/10/2021,20.7,22.8,0.193
USGS_5427948,8/11/2021,17.3,19.9,0.203
USGS_5427948,8/12/2021,8.84,6.13,0.126
USGS_5427948,8/13/2021,6.19,2.77,0.0827
USGS_5427948,8/14/2021,5.44,2.23,0.0756
USGS_5427948,8/15/2021,4.79,1.81,0.0699
USGS_5427948,8/16/2021,4.68,1.65,0.0653
USGS_5427948,8/17/2021,4.12,1.44,0.0648
USGS_5427948,8/18/2021,3.38,1.18,0.0646
USGS_5427948,8/19/2021,3.15,1.1,0.0644
USGS_5427948,8/20/2021,2.47,0.86,0.0642
USGS_5427948,8/21/2021,4.73,1.63,0.0641
USGS_5427948,8/22/2021,3.94,1.36,0.0639
USGS_5427948,8/23/2021,4.14,1.42,0.0637
USGS_5427948,8/24/2021,4.61,1.58,0.0635
USGS_5427948,8/25/2021,5.08,1.74,0.0633
USGS_5427948,8/26/2021,3.96,1.35,0.0632
USGS_5427948,8/27/2021,3.91,1.33,0.063
USGS_5427948,8/28/2021,6.31,2.14,0.0628
USGS_5427948,8/29/2021,4.61,1.56,0.0626
USGS_5427948,8/30/2021,3.84,1.29,0.0624
USGS_5427948,8/31/2021,3.3,1.11,0.0623
USGS_5427948,9/1/2021,2.98,1,0.0621
USGS_5427948,9/2/2021,2.63,0.88,0.0619
USGS_5427948,9/3/2021,2.14,0.71,0.0617
USGS_5427948,9/4/2021,2.33,0.77,0.0615
USGS_5427948,9/5/2021,2.55,0.85,0.0614
USGS_5427948,9/6/2021,2.35,0.78,0.0612
USGS_5427948,9/7/2021,2.54,0.84,0.061
USGS_5427948,9/8/2021,2.82,0.93,0.0608
USGS_5427948,9/9/2021,2.35,0.77,0.0606
USGS_5427948,9/10/2021,2.22,0.73,0.0605
USGS_5427948,9/11/2021,1.92,0.63,0.0603
USGS_5427948,9/12/2021,2.2,0.72,0.0601
USGS_5427948,9/13/2021,15.2,12.4,0.144
USGS_5427948,9/14/2021,10.1,7.13,0.128
USGS_5427948,9/15/2021,7.06,3.66,0.0957
USGS_5427948,9/16/2021,6.19,2.91,0.087
USGS_5427948,9/17/2021,5.21,2.28,0.0808
USGS_5427948,9/18/2021,4.46,1.8,0.0746
USGS_5427948,9/19/2021,3.81,1.41,0.0684
USGS_5427948,9/20/2021,7.06,5.45,0.082
USGS_5427948,9/21/2021,22.4,13.9,0.116
USGS_5427948,9/22/2021,9.16,6.83,0.137
USGS_5427948,9/23/2021,5.77,3.25,0.104
USGS_5427948,9/24/2021,4.71,2.5,0.0982
USGS_5427948,9/25/2021,4.05,2.11,0.0965
USGS_5427948,9/26/2021,3.62,1.85,0.0947
USGS_5427948,9/27/2021,3.22,1.62,0.093
USGS_5427948,9/28/2021,3.16,1.56,0.0913
USGS_5427948,9/29/2021,2.96,1.43,0.0896
USGS_5427948,9/30/2021,2.97,1.4,0.0879
USGS_5427948,10/1/2021,2.5,1.15,0.085
USGS_5427948,10/2/2021,3.65,1.81,0.0855
USGS_5427948,10/3/2021,6,3.28,0.101
USGS_5427948,10/4/2021,4.09,1.94,0.0876
USGS_5427948,10/5/2021,3.15,1.41,0.0829
USGS_5427948,10/6/2021,3.35,1.48,0.0813
USGS_5427948,10/7/2021,19.3,11,0.101
USGS_5427948,10/8/2021,19.6,13.9,0.133
USGS_5427948,10/9/2021,10.4,7.49,0.133
USGS_5427948,10/10/2021,7.55,4.95,0.121
USGS_5427948,10/11/2021,10.1,8.12,0.141
USGS_5427948,10/12/2021,11.4,10.6,0.172
USGS_5427948,10/13/2021,10.1,8.61,0.158
USGS_5427948,10/14/2021,8.16,6.92,0.156
USGS_5427948,10/15/2021,5.4,3.01,0.102
USGS_5427948,10/16/2021,3.62,1.77,0.0906
USGS_5427948,10/17/2021,2.75,1.29,0.0871
USGS_5427948,10/18/2021,2.34,1.06,0.0837
USGS_5427948,10/19/2021,4.52,2.4,0.0928
USGS_5427948,10/20/2021,2.46,1.14,0.0856
USGS_5427948,10/21/2021,2.34,1.06,0.084
USGS_5427948,10/22/2021,1.91,0.85,0.0823
USGS_5427948,10/23/2021,1.34,0.58,0.0807
USGS_5427948,10/24/2021,1.66,0.84,0.089
USGS_5427948,10/25/2021,7.19,5.46,0.138
USGS_5427948,10/26/2021,4.39,2.34,0.097
USGS_5427948,10/27/2021,3.17,1.39,0.0814
USGS_5427948,10/28/2021,3.07,1.33,0.0805
USGS_5427948,10/29/2021,5.42,2.33,0.0797
USGS_5427948,10/30/2021,4.08,1.74,0.0788
USGS_5427948,10/31/2021,2.92,1.23,0.078
USGS_5427948,11/1/2021,3.23,1.34,0.0772
USGS_5427948,11/2/2021,2.7,1.11,0.0763
USGS_5427948,11/3/2021,2.28,0.93,0.0755
USGS_5427948,11/4/2021,1.67,0.67,0.0747
USGS_5427948,11/5/2021,1.36,0.54,0.0738
USGS_5427948,11/6/2021,1.74,0.69,0.073
USGS_5427948,11/7/2021,2.1,0.82,0.0722
USGS_5427948,11/8/2021,2.2,0.85,0.0713
USGS_5427948,11/9/2021,2.23,0.85,0.0705
USGS_5427948,11/10/2021,2.16,0.81,0.0696
USGS_5427948,11/11/2021,6.38,3.98,0.0993
USGS_5427948,11/12/2021,3.38,1.31,0.0715
USGS_5427948,11/13/2021,2.39,0.89,0.069
USGS_5427948,11/14/2021,2.23,0.8,0.0666
USGS_5427948,11/15/2021,2.01,0.7,0.0643
USGS_5427948,11/16/2021,1.89,0.65,0.0636
USGS_5427948,11/17/2021,1.93,0.66,0.0632
USGS_5427948,11/18/2021,1.83,0.62,0.0628
USGS_5427948,11/19/2021,1.75,0.59,0.0624
USGS_5427948,11/20/2021,1.81,0.61,0.062
USGS_5427948,11/21/2021,1.63,0.54,0.0616
USGS_5427948,11/22/2021,1.57,0.52,0.0612
USGS_5427948,11/23/2021,1.77,0.58,0.0608
USGS_5427948,11/24/2021,2,0.65,0.0604
USGS_5427948,11/25/2021,1.45,0.47,0.06
USGS_5427948,11/26/2021,1.45,0.47,0.0596
USGS_5427948,11/27/2021,1.83,0.58,0.0592
USGS_5427948,11/28/2021,2.07,0.66,0.0588
USGS_5427948,11/29/2021,3.01,0.95,0.0584
USGS_5427948,11/30/2021,2.87,0.9,0.058
USGS_5427948,12/1/2021,2.56,0.8,0.0576
USGS_5427948,12/2/2021,2.55,0.79,0.0572
USGS_5427948,12/3/2021,2.56,0.79,0.0569
USGS_5427948,12/4/2021,1.9,0.58,0.0565
USGS_5427948,12/5/2021,3.04,0.92,0.0561
USGS_5427948,12/6/2021,4.42,1.33,0.0557
USGS_5427948,12/7/2021,3.93,1.17,0.0553
USGS_5427948,12/8/2021,2.53,0.75,0.0549
USGS_5427948,12/9/2021,2.26,0.67,0.0545
USGS_5427948,12/10/2021,3.2,2.14,0.0867
USGS_5427948,12/11/2021,10.2,14.5,0.262
USGS_5427948,12/12/2021,6.74,7.65,0.208
USGS_5427948,12/13/2021,4.56,3.86,0.155
USGS_5427948,12/14/2021,2.83,1.58,0.101
USGS_5427948,12/15/2021,2.42,0.78,0.0599
USGS_5427948,12/16/2021,2.72,0.83,0.0566
USGS_5427948,12/17/2021,2.02,0.61,0.0563
USGS_5427948,12/18/2021,1.81,0.55,0.056
USGS_5427948,12/19/2021,1.7,0.51,0.0557
USGS_5427948,12/20/2021,1.67,0.5,0.0554
USGS_5427948,12/21/2021,1.67,0.5,0.0551
USGS_5427948,12/22/2021,1.52,0.45,0.0548
USGS_5427948,12/23/2021,1.49,0.44,0.0545
USGS_5427948,12/24/2021,1.75,0.51,0.0542
USGS_5427948,12/25/2021,2.12,0.62,0.0538
USGS_5427948,12/26/2021,2.09,0.6,0.0535
USGS_5427948,12/27/2021,2.98,0.86,0.0532
USGS_5427948,12/28/2021,3.08,0.88,0.0529
USGS_5427948,12/29/2021,2.54,0.72,0.0526
USGS_5427948,12/30/2021,2.3,0.65,0.0523
