Site_ID,sampledate,Qout_cfs,TotP_lbday,TotP_mgL
USGS_5427948,12/8/2014,2.53,0.8,0.0589
USGS_5427948,12/9/2014,2.5,0.77,0.057
USGS_5427948,12/10/2014,2.23,0.66,0.055
USGS_5427948,12/11/2014,2.1,0.6,0.0532
USGS_5427948,12/12/2014,1.94,0.55,0.053
USGS_5427948,12/13/2014,1.88,0.54,0.053
USGS_5427948,12/14/2014,2.35,0.67,0.053
USGS_5427948,12/15/2014,3.42,0.99,0.0536
USGS_5427948,12/16/2014,6.14,2.43,0.0731
USGS_5427948,12/17/2014,4.95,1.6,0.0596
USGS_5427948,12/18/2014,3.58,1.12,0.0577
USGS_5427948,12/19/2014,2.73,0.83,0.0567
USGS_5427948,12/20/2014,2.33,0.7,0.0557
USGS_5427948,12/21/2014,2.17,0.64,0.0546
USGS_5427948,12/22/2014,2.45,0.71,0.0536
USGS_5427948,12/23/2014,10.1,5.58,0.0964
USGS_5427948,12/24/2014,8.38,3.48,0.077
USGS_5427948,12/25/2014,6.32,2.83,0.0829
USGS_5427948,12/26/2014,4.88,2.36,0.0898
USGS_5427948,12/27/2014,4.19,2.15,0.0948
USGS_5427948,12/28/2014,3.4,1.75,0.095
USGS_5427948,12/29/2014,2.85,1.46,0.095
USGS_5427948,12/30/2014,2.36,1.21,0.095
USGS_5427948,12/31/2014,1.92,0.98,0.0949
USGS_5427948,1/1/2015,1.79,0.89,0.0919
USGS_5427948,1/2/2015,1.8,0.85,0.0876
USGS_5427948,1/3/2015,1.81,0.82,0.0842
USGS_5427948,1/4/2015,1.88,0.83,0.0813
USGS_5427948,1/5/2015,1.75,0.74,0.0783
USGS_5427948,1/6/2015,1.78,0.72,0.0754
USGS_5427948,1/7/2015,1.62,0.63,0.0725
USGS_5427948,1/8/2015,1.54,0.58,0.0696
USGS_5427948,1/9/2015,1.49,0.54,0.0666
USGS_5427948,1/10/2015,1.46,0.5,0.0637
USGS_5427948,1/11/2015,1.46,0.48,0.0608
USGS_5427948,1/12/2015,1.52,0.48,0.0578
USGS_5427948,1/13/2015,1.5,0.44,0.0549
USGS_5427948,1/14/2015,1.49,0.42,0.052
USGS_5427948,1/15/2015,1.5,0.4,0.0491
USGS_5427948,1/16/2015,1.6,0.4,0.0464
USGS_5427948,1/17/2015,1.74,0.43,0.0461
USGS_5427948,1/18/2015,2.07,0.52,0.0462
USGS_5427948,1/19/2015,1.76,0.44,0.0462
USGS_5427948,1/20/2015,1.7,0.42,0.0463
USGS_5427948,1/21/2015,1.71,0.43,0.0464
USGS_5427948,1/22/2015,1.67,0.42,0.0465
USGS_5427948,1/23/2015,1.62,0.41,0.0466
USGS_5427948,1/24/2015,1.63,0.41,0.0466
USGS_5427948,1/25/2015,1.58,0.4,0.0467
USGS_5427948,1/26/2015,1.61,0.41,0.0468
USGS_5427948,1/27/2015,1.57,0.4,0.0469
USGS_5427948,1/28/2015,1.52,0.38,0.0469
USGS_5427948,1/29/2015,1.55,0.39,0.047
USGS_5427948,1/30/2015,1.47,0.38,0.0471
USGS_5427948,1/31/2015,1.51,0.39,0.0472
USGS_5427948,2/1/2015,1.65,0.42,0.0473
USGS_5427948,2/2/2015,1.39,0.35,0.0473
USGS_5427948,2/3/2015,1.62,0.41,0.0474
USGS_5427948,2/4/2015,1.55,0.4,0.0475
USGS_5427948,2/5/2015,1.47,0.38,0.0476
USGS_5427948,2/6/2015,1.41,0.36,0.0476
USGS_5427948,2/7/2015,1.43,0.37,0.0477
USGS_5427948,2/8/2015,1.48,0.38,0.0478
USGS_5427948,2/9/2015,1.45,0.37,0.0479
USGS_5427948,2/10/2015,1.44,0.37,0.048
USGS_5427948,2/11/2015,1.42,0.37,0.048
USGS_5427948,2/12/2015,1.39,0.36,0.0481
USGS_5427948,2/13/2015,1.34,0.35,0.0482
USGS_5427948,2/14/2015,1.34,0.35,0.0483
USGS_5427948,2/15/2015,1.28,0.33,0.0484
USGS_5427948,2/16/2015,1.39,0.36,0.0484
USGS_5427948,2/17/2015,1.4,0.37,0.0485
USGS_5427948,2/18/2015,1.39,0.37,0.0486
USGS_5427948,2/19/2015,1.32,0.35,0.0487
USGS_5427948,2/20/2015,1.21,0.32,0.0488
USGS_5427948,2/21/2015,1.22,0.32,0.0488
USGS_5427948,2/22/2015,1.29,0.34,0.0489
USGS_5427948,2/23/2015,1.25,0.33,0.049
USGS_5427948,2/24/2015,1.26,0.33,0.0491
USGS_5427948,2/25/2015,1.29,0.34,0.0492
USGS_5427948,2/26/2015,1.2,0.32,0.0492
USGS_5427948,2/27/2015,1.2,0.32,0.0493
USGS_5427948,2/28/2015,1.16,0.31,0.0494
USGS_5427948,3/1/2015,1.15,0.31,0.0494
USGS_5427948,3/2/2015,1.24,0.33,0.0495
USGS_5427948,3/3/2015,1.3,0.35,0.0496
USGS_5427948,3/4/2015,1.31,0.35,0.0497
USGS_5427948,3/5/2015,1.27,0.34,0.0498
USGS_5427948,3/6/2015,1.2,0.32,0.0498
USGS_5427948,3/7/2015,1.41,0.38,0.0499
USGS_5427948,3/8/2015,6.54,14.5,0.179
USGS_5427948,3/9/2015,35.8,335,1.75
USGS_5427948,3/10/2015,24.8,252,1.81
USGS_5427948,3/11/2015,12,65.4,0.974
USGS_5427948,3/12/2015,7.96,30,0.695
USGS_5427948,3/13/2015,6.66,17.8,0.495
USGS_5427948,3/14/2015,6.17,12.5,0.374
USGS_5427948,3/15/2015,5.46,9.61,0.326
USGS_5427948,3/16/2015,4.65,7,0.278
USGS_5427948,3/17/2015,3.96,4.94,0.23
USGS_5427948,3/18/2015,3.06,3.11,0.188
USGS_5427948,3/19/2015,2.59,2.44,0.174
USGS_5427948,3/20/2015,2.32,2.06,0.164
USGS_5427948,3/21/2015,2.12,1.77,0.154
USGS_5427948,3/22/2015,1.95,1.52,0.145
USGS_5427948,3/23/2015,2.3,1.67,0.135
USGS_5427948,3/24/2015,2.37,1.6,0.125
USGS_5427948,3/25/2015,4.91,3.13,0.118
USGS_5427948,3/26/2015,4.85,2.99,0.114
USGS_5427948,3/27/2015,3.27,1.94,0.11
USGS_5427948,3/28/2015,2.66,1.51,0.105
USGS_5427948,3/29/2015,2.46,1.34,0.101
USGS_5427948,3/30/2015,2.31,1.21,0.0966
USGS_5427948,3/31/2015,2.23,1.11,0.0922
USGS_5427948,4/1/2015,2.25,1.07,0.0878
USGS_5427948,4/2/2015,2.2,0.99,0.0835
USGS_5427948,4/3/2015,1.94,0.83,0.0791
USGS_5427948,4/4/2015,1.64,0.66,0.0747
USGS_5427948,4/5/2015,1.62,0.61,0.0703
USGS_5427948,4/6/2015,1.72,0.61,0.066
USGS_5427948,4/7/2015,2.75,0.94,0.0624
USGS_5427948,4/8/2015,14,7.96,0.109
USGS_5427948,4/9/2015,64,105,0.27
USGS_5427948,4/10/2015,44.3,187,0.88
USGS_5427948,4/11/2015,16.2,62.7,0.694
USGS_5427948,4/12/2015,9.72,20.7,0.389
USGS_5427948,4/13/2015,8.31,11,0.245
USGS_5427948,4/14/2015,6.14,6.76,0.203
USGS_5427948,4/15/2015,4.86,4.42,0.168
USGS_5427948,4/16/2015,4.17,3.01,0.133
USGS_5427948,4/17/2015,3.73,2.02,0.1
USGS_5427948,4/18/2015,3,1.44,0.089
USGS_5427948,4/19/2015,2.49,1.11,0.0825
USGS_5427948,4/20/2015,7.9,4.74,0.107
USGS_5427948,4/21/2015,5.26,2.77,0.0968
USGS_5427948,4/22/2015,3.78,1.61,0.0784
USGS_5427948,4/23/2015,2.96,1.01,0.0628
USGS_5427948,4/24/2015,3.72,1.2,0.06
USGS_5427948,4/25/2015,5.03,1.61,0.0591
USGS_5427948,4/26/2015,3.46,1.09,0.0581
USGS_5427948,4/27/2015,2.89,0.89,0.0572
USGS_5427948,4/28/2015,2.55,0.78,0.0563
USGS_5427948,4/29/2015,2.22,0.66,0.0553
USGS_5427948,4/30/2015,1.98,0.58,0.0544
USGS_5427948,5/1/2015,1.82,0.52,0.0534
USGS_5427948,5/2/2015,1.79,0.51,0.0525
USGS_5427948,5/3/2015,1.6,0.44,0.0516
USGS_5427948,5/4/2015,4.3,1.17,0.0506
USGS_5427948,5/5/2015,9.86,5.68,0.0947
USGS_5427948,5/6/2015,7.23,2.93,0.0744
USGS_5427948,5/7/2015,5.29,2.09,0.0732
USGS_5427948,5/8/2015,4.82,1.97,0.0758
USGS_5427948,5/9/2015,3.96,1.68,0.0784
USGS_5427948,5/10/2015,3.27,1.43,0.0811
USGS_5427948,5/11/2015,6.18,2.8,0.0837
USGS_5427948,5/12/2015,4.28,1.99,0.0864
USGS_5427948,5/13/2015,2.88,1.38,0.089
USGS_5427948,5/14/2015,2.32,1.15,0.0916
USGS_5427948,5/15/2015,2.88,1.46,0.0942
USGS_5427948,5/16/2015,2.31,1.21,0.0969
USGS_5427948,5/17/2015,2.03,1.09,0.0995
USGS_5427948,5/18/2015,1.82,1.01,0.102
USGS_5427948,5/19/2015,1.5,0.85,0.105
USGS_5427948,5/20/2015,1.37,0.8,0.107
USGS_5427948,5/21/2015,1.39,0.82,0.11
USGS_5427948,5/22/2015,1.31,0.78,0.11
USGS_5427948,5/23/2015,1.21,0.72,0.11
USGS_5427948,5/24/2015,5.47,3.8,0.117
USGS_5427948,5/25/2015,10.4,7.14,0.125
USGS_5427948,5/26/2015,39.2,115,0.267
USGS_5427948,5/27/2015,39,260,1.15
USGS_5427948,5/28/2015,8.97,43,0.88
USGS_5427948,5/29/2015,29.9,66.4,0.506
USGS_5427948,5/30/2015,25.3,51.4,0.372
USGS_5427948,5/31/2015,13.5,25.2,0.344
USGS_5427948,6/1/2015,5.96,11.5,0.359
USGS_5427948,6/2/2015,4.37,8.53,0.361
USGS_5427948,6/3/2015,3.77,6.61,0.324
USGS_5427948,6/4/2015,3.37,5.19,0.285
USGS_5427948,6/5/2015,2.97,4.11,0.255
USGS_5427948,6/6/2015,2.65,3.27,0.228
USGS_5427948,6/7/2015,2.69,3.15,0.217
USGS_5427948,6/8/2015,3.45,3.89,0.21
USGS_5427948,6/9/2015,4.8,5.25,0.202
USGS_5427948,6/10/2015,2.55,2.67,0.194
USGS_5427948,6/11/2015,9.72,11.4,0.202
USGS_5427948,6/12/2015,65.8,77.3,0.222
USGS_5427948,6/13/2015,16.7,29.8,0.343
USGS_5427948,6/14/2015,7.4,15.3,0.382
USGS_5427948,6/15/2015,6.63,11.6,0.326
USGS_5427948,6/16/2015,6.15,8.75,0.26
USGS_5427948,6/17/2015,4.21,4.43,0.194
USGS_5427948,6/18/2015,3.7,3.33,0.166
USGS_5427948,6/19/2015,3.11,2.78,0.166
USGS_5427948,6/20/2015,3.23,2.88,0.165
USGS_5427948,6/21/2015,3.39,2.99,0.164
USGS_5427948,6/22/2015,7.12,6.26,0.163
USGS_5427948,6/23/2015,4.88,4.27,0.162
USGS_5427948,6/24/2015,3.27,2.84,0.161
USGS_5427948,6/25/2015,3.09,2.67,0.16
USGS_5427948,6/26/2015,5.39,4.64,0.159
USGS_5427948,6/27/2015,5.34,4.57,0.158
USGS_5427948,6/28/2015,6.86,5.83,0.158
USGS_5427948,6/29/2015,6.36,5.38,0.157
USGS_5427948,6/30/2015,5.93,4.98,0.156
USGS_5427948,7/1/2015,4.27,3.57,0.155
USGS_5427948,7/2/2015,3.53,2.94,0.154
USGS_5427948,7/3/2015,3.08,2.54,0.153
USGS_5427948,7/4/2015,2.45,2.01,0.152
USGS_5427948,7/5/2015,2.02,1.65,0.151
USGS_5427948,7/6/2015,3.8,3.23,0.152
USGS_5427948,7/7/2015,21.3,22.6,0.196
USGS_5427948,7/8/2015,7.54,6.95,0.17
USGS_5427948,7/9/2015,5.15,4.59,0.165
USGS_5427948,7/10/2015,3.47,3.02,0.161
USGS_5427948,7/11/2015,2.91,2.47,0.157
USGS_5427948,7/12/2015,2.62,2.16,0.153
USGS_5427948,7/13/2015,9.17,10.8,0.207
USGS_5427948,7/14/2015,5.28,5.92,0.207
USGS_5427948,7/15/2015,3.96,4.33,0.203
USGS_5427948,7/16/2015,6.28,7.81,0.208
USGS_5427948,7/17/2015,10.7,14.7,0.251
USGS_5427948,7/18/2015,8.29,10.2,0.229
USGS_5427948,7/19/2015,5.99,6.99,0.215
USGS_5427948,7/20/2015,4.51,4.9,0.201
USGS_5427948,7/21/2015,3.99,4.03,0.187
USGS_5427948,7/22/2015,3.46,3.36,0.18
USGS_5427948,7/23/2015,2.94,2.83,0.178
USGS_5427948,7/24/2015,2.55,2.42,0.176
USGS_5427948,7/25/2015,2.1,1.97,0.174
USGS_5427948,7/26/2015,1.75,1.63,0.172
USGS_5427948,7/27/2015,1.55,1.42,0.17
USGS_5427948,7/28/2015,1.38,1.25,0.168
USGS_5427948,7/29/2015,5.54,4.94,0.166
USGS_5427948,7/30/2015,6.67,5.89,0.164
USGS_5427948,7/31/2015,4.49,3.92,0.162
USGS_5427948,8/1/2015,3.89,3.35,0.159
USGS_5427948,8/2/2015,3.32,2.82,0.157
USGS_5427948,8/3/2015,2.74,2.3,0.155
USGS_5427948,8/4/2015,2.15,1.78,0.153
USGS_5427948,8/5/2015,1.62,1.33,0.151
USGS_5427948,8/6/2015,1.27,1.02,0.149
USGS_5427948,8/7/2015,1.48,1.17,0.147
USGS_5427948,8/8/2015,2.14,1.68,0.145
USGS_5427948,8/9/2015,1.52,1.18,0.143
USGS_5427948,8/10/2015,1.31,1,0.141
USGS_5427948,8/11/2015,1.16,0.87,0.139
USGS_5427948,8/12/2015,1.03,0.76,0.137
USGS_5427948,8/13/2015,0.95,0.69,0.135
USGS_5427948,8/14/2015,0.87,0.63,0.135
USGS_5427948,8/15/2015,0.93,0.68,0.135
USGS_5427948,8/16/2015,0.92,0.67,0.135
USGS_5427948,8/17/2015,7.73,9.58,0.176
USGS_5427948,8/18/2015,28.8,60.4,0.262
USGS_5427948,8/19/2015,58.7,86.8,0.251
USGS_5427948,8/20/2015,8.73,9.5,0.198
USGS_5427948,8/21/2015,4.98,4.78,0.178
USGS_5427948,8/22/2015,4.01,3.77,0.174
USGS_5427948,8/23/2015,3.4,3.12,0.17
USGS_5427948,8/24/2015,2.93,2.63,0.166
USGS_5427948,8/25/2015,2.43,2.13,0.162
USGS_5427948,8/26/2015,1.91,1.64,0.159
USGS_5427948,8/27/2015,1.52,1.27,0.155
USGS_5427948,8/28/2015,3.1,3.66,0.169
USGS_5427948,8/29/2015,55.4,106,0.332
USGS_5427948,8/30/2015,14.9,15.6,0.191
USGS_5427948,8/31/2015,7.42,7.63,0.19
USGS_5427948,9/1/2015,5.51,4.77,0.16
USGS_5427948,9/2/2015,4.44,3.77,0.157
USGS_5427948,9/3/2015,3.64,3.08,0.157
USGS_5427948,9/4/2015,2.94,2.48,0.156
USGS_5427948,9/5/2015,2.36,1.99,0.156
USGS_5427948,9/6/2015,1.81,1.52,0.155
USGS_5427948,9/7/2015,3.81,3.19,0.155
USGS_5427948,9/8/2015,6.24,5.2,0.155
USGS_5427948,9/9/2015,5.99,4.99,0.154
USGS_5427948,9/10/2015,6.18,5.12,0.154
USGS_5427948,9/11/2015,4.46,3.69,0.153
USGS_5427948,9/12/2015,3.53,2.91,0.153
USGS_5427948,9/13/2015,3.09,2.54,0.152
USGS_5427948,9/14/2015,2.87,2.35,0.152
USGS_5427948,9/15/2015,2.73,2.23,0.151
USGS_5427948,9/16/2015,2.14,1.74,0.151
USGS_5427948,9/17/2015,7.33,7.97,0.159
USGS_5427948,9/18/2015,47.2,71.4,0.268
USGS_5427948,9/19/2015,29.9,37.1,0.231
USGS_5427948,9/20/2015,8.71,10.3,0.216
USGS_5427948,9/21/2015,5.2,5.34,0.19
USGS_5427948,9/22/2015,4.35,4.33,0.184
USGS_5427948,9/23/2015,3.94,3.83,0.18
USGS_5427948,9/24/2015,3.39,3.23,0.176
USGS_5427948,9/25/2015,3,2.79,0.172
USGS_5427948,9/26/2015,2.55,2.32,0.168
USGS_5427948,9/27/2015,2.2,1.95,0.164
USGS_5427948,9/28/2015,2.01,1.74,0.16
USGS_5427948,9/29/2015,63.5,97.7,0.281
USGS_5427948,9/30/2015,25.1,38.5,0.285
USGS_5427948,10/1/2015,8.41,22,0.484
USGS_5427948,10/2/2015,5.64,12.2,0.398
USGS_5427948,10/3/2015,4.68,7.93,0.312
USGS_5427948,10/4/2015,4.12,6.22,0.28
USGS_5427948,10/5/2015,3.8,5.45,0.266
USGS_5427948,10/6/2015,3.4,4.62,0.251
USGS_5427948,10/7/2015,2.87,3.68,0.237
USGS_5427948,10/8/2015,2.33,2.81,0.223
USGS_5427948,10/9/2015,1.9,2.14,0.209
USGS_5427948,10/10/2015,1.68,1.84,0.202
USGS_5427948,10/11/2015,1.63,1.75,0.199
USGS_5427948,10/12/2015,1.59,1.68,0.196
USGS_5427948,10/13/2015,1.47,1.53,0.193
USGS_5427948,10/14/2015,1.38,1.42,0.19
USGS_5427948,10/15/2015,1.35,1.37,0.188
USGS_5427948,10/16/2015,1.31,1.31,0.186
USGS_5427948,10/17/2015,1.25,1.24,0.184
USGS_5427948,10/18/2015,1.2,1.18,0.182
USGS_5427948,10/19/2015,1.16,1.13,0.18
USGS_5427948,10/20/2015,1.32,1.27,0.178
USGS_5427948,10/21/2015,1.35,1.29,0.176
USGS_5427948,10/22/2015,1.31,1.23,0.174
USGS_5427948,10/23/2015,1.73,1.61,0.172
USGS_5427948,10/24/2015,11.4,11,0.177
USGS_5427948,10/25/2015,6.24,5.84,0.173
USGS_5427948,10/26/2015,4.35,4.23,0.18
USGS_5427948,10/27/2015,5.33,5.57,0.192
USGS_5427948,10/28/2015,53,58.6,0.205
USGS_5427948,10/29/2015,17,19.9,0.218
USGS_5427948,10/30/2015,7.32,8.79,0.222
USGS_5427948,10/31/2015,9.56,10.9,0.211
USGS_5427948,11/1/2015,8.49,9.67,0.214
USGS_5427948,11/2/2015,6.05,6.9,0.211
USGS_5427948,11/3/2015,4.95,5.55,0.208
USGS_5427948,11/4/2015,4.46,4.92,0.204
USGS_5427948,11/5/2015,6.91,7.43,0.201
USGS_5427948,11/6/2015,25.7,24.2,0.174
USGS_5427948,11/7/2015,9.45,9.95,0.194
USGS_5427948,11/8/2015,5.9,5.16,0.161
USGS_5427948,11/9/2015,4.94,4.05,0.152
USGS_5427948,11/10/2015,4.32,3.45,0.148
USGS_5427948,11/11/2015,6.47,5.02,0.144
USGS_5427948,11/12/2015,17.6,12.8,0.134
USGS_5427948,11/13/2015,8.07,6.2,0.142
USGS_5427948,11/14/2015,5.57,4,0.133
USGS_5427948,11/15/2015,4.76,3.32,0.129
USGS_5427948,11/16/2015,4.28,2.95,0.128
USGS_5427948,11/17/2015,11.1,10.6,0.148
USGS_5427948,11/18/2015,65.2,69.7,0.201
USGS_5427948,11/19/2015,20.4,33.1,0.31
USGS_5427948,11/20/2015,11.1,15.5,0.253
USGS_5427948,11/21/2015,9.54,8.79,0.171
USGS_5427948,11/22/2015,7.38,6.71,0.168
USGS_5427948,11/23/2015,6.05,5.43,0.166
USGS_5427948,11/24/2015,5.11,4.52,0.164
USGS_5427948,11/25/2015,5.1,4.35,0.158
USGS_5427948,11/26/2015,17.6,13.4,0.143
USGS_5427948,11/27/2015,68.6,101,0.287
USGS_5427948,11/28/2015,24.3,50.5,0.388
USGS_5427948,11/29/2015,13.6,26.1,0.352
USGS_5427948,11/30/2015,15.9,22.9,0.268
USGS_5427948,12/1/2015,24.5,28.4,0.213
USGS_5427948,12/2/2015,16.4,18.8,0.215
USGS_5427948,12/3/2015,11.6,13,0.205
USGS_5427948,12/4/2015,8.9,7.23,0.15
USGS_5427948,12/5/2015,7.04,5.13,0.135
USGS_5427948,12/6/2015,5.79,3.94,0.126
USGS_5427948,12/7/2015,4.75,3.07,0.12
USGS_5427948,12/8/2015,4.01,2.46,0.113
USGS_5427948,12/9/2015,3.44,2.04,0.11
USGS_5427948,12/10/2015,3.12,1.93,0.115
USGS_5427948,12/11/2015,2.94,1.91,0.12
USGS_5427948,12/12/2015,2.8,1.91,0.126
USGS_5427948,12/13/2015,12,8.78,0.132
USGS_5427948,12/14/2015,86.5,125,0.283
USGS_5427948,12/15/2015,28,74.3,0.496
USGS_5427948,12/16/2015,15.9,38.7,0.447
USGS_5427948,12/17/2015,11.1,21.3,0.353
USGS_5427948,12/18/2015,8.33,12.2,0.27
USGS_5427948,12/19/2015,6.39,6.52,0.187
USGS_5427948,12/20/2015,4.91,3.66,0.138
USGS_5427948,12/21/2015,4.77,3.52,0.137
USGS_5427948,12/22/2015,4.52,3.31,0.136
USGS_5427948,12/23/2015,9.67,7.25,0.138
USGS_5427948,12/24/2015,12.6,10.1,0.149
USGS_5427948,12/25/2015,7.81,6.12,0.144
USGS_5427948,12/26/2015,6.5,4.62,0.132
USGS_5427948,12/27/2015,5.67,4,0.131
USGS_5427948,12/28/2015,4.94,3.45,0.13
USGS_5427948,12/29/2015,4.7,3.26,0.129
USGS_5427948,12/30/2015,4.05,2.79,0.128
USGS_5427948,12/31/2015,3.5,2.39,0.127
USGS_5427948,1/1/2016,3.2,2.17,0.126
USGS_5427948,1/2/2016,3.02,2.04,0.125
USGS_5427948,1/3/2016,2.8,1.87,0.124
USGS_5427948,1/4/2016,2.76,1.83,0.123
USGS_5427948,1/5/2016,2.64,1.74,0.122
USGS_5427948,1/6/2016,2.64,1.72,0.121
USGS_5427948,1/7/2016,2.67,1.75,0.121
USGS_5427948,1/8/2016,6.89,4.72,0.126
USGS_5427948,1/9/2016,11.9,8.45,0.132
USGS_5427948,1/10/2016,7.85,5.68,0.134
USGS_5427948,1/11/2016,5.57,3.35,0.111
USGS_5427948,1/12/2016,4.44,2.02,0.084
USGS_5427948,1/13/2016,3.36,1.06,0.058
USGS_5427948,1/14/2016,2.93,0.79,0.05
USGS_5427948,1/15/2016,2.73,0.73,0.05
USGS_5427948,1/16/2016,2.49,0.66,0.049
USGS_5427948,1/17/2016,2.19,0.58,0.049
USGS_5427948,1/18/2016,1.94,0.51,0.049
USGS_5427948,1/19/2016,1.83,0.48,0.049
USGS_5427948,1/20/2016,1.83,0.48,0.048
USGS_5427948,1/21/2016,1.89,0.49,0.048
USGS_5427948,1/22/2016,1.82,0.47,0.048
USGS_5427948,1/23/2016,1.85,0.48,0.048
USGS_5427948,1/24/2016,1.91,0.49,0.048
USGS_5427948,1/25/2016,2.01,0.51,0.047
USGS_5427948,1/26/2016,2.17,0.55,0.047
USGS_5427948,1/27/2016,2.06,0.52,0.047
USGS_5427948,1/28/2016,2.12,0.53,0.047
USGS_5427948,1/29/2016,2.04,0.51,0.046
USGS_5427948,1/30/2016,2.05,0.51,0.046
USGS_5427948,1/31/2016,2.26,0.56,0.046
USGS_5427948,2/1/2016,2.44,0.6,0.046
USGS_5427948,2/2/2016,2.64,0.65,0.045
USGS_5427948,2/3/2016,4.1,1,0.045
USGS_5427948,2/4/2016,3.67,0.89,0.045
USGS_5427948,2/5/2016,3.16,0.76,0.045
USGS_5427948,2/6/2016,2.74,0.66,0.045
USGS_5427948,2/7/2016,2.9,0.69,0.044
USGS_5427948,2/8/2016,3.57,0.85,0.044
USGS_5427948,2/9/2016,2.9,0.69,0.044
USGS_5427948,2/10/2016,2.39,0.56,0.044
USGS_5427948,2/11/2016,2.12,0.5,0.043
USGS_5427948,2/12/2016,1.9,0.44,0.043
USGS_5427948,2/13/2016,1.73,0.4,0.043
USGS_5427948,2/14/2016,1.66,0.38,0.043
USGS_5427948,2/15/2016,1.74,0.4,0.042
USGS_5427948,2/16/2016,1.85,0.42,0.042
USGS_5427948,2/17/2016,1.83,0.5,0.051
USGS_5427948,2/18/2016,2.01,0.97,0.088
USGS_5427948,2/19/2016,36,136,0.321
USGS_5427948,2/20/2016,67.2,455,1.23
USGS_5427948,2/21/2016,36.6,241,1.14
USGS_5427948,2/22/2016,16.8,71.1,0.772
USGS_5427948,2/23/2016,11.4,35.3,0.57
USGS_5427948,2/24/2016,9.38,20.3,0.399
USGS_5427948,2/25/2016,6.86,10.4,0.277
USGS_5427948,2/26/2016,4.73,4.1,0.157
USGS_5427948,2/27/2016,3.68,1.5,0.075
USGS_5427948,2/28/2016,4.15,1.61,0.072
USGS_5427948,2/29/2016,4.19,1.6,0.071
USGS_5427948,3/1/2016,3.53,1.33,0.069
USGS_5427948,3/2/2016,3.08,1.14,0.068
USGS_5427948,3/3/2016,2.89,1.05,0.067
USGS_5427948,3/4/2016,2.73,0.98,0.066
USGS_5427948,3/5/2016,3.03,1.06,0.065
USGS_5427948,3/6/2016,3.33,1.15,0.064
USGS_5427948,3/7/2016,4.42,1.5,0.063
USGS_5427948,3/8/2016,5.02,1.7,0.063
USGS_5427948,3/9/2016,6.29,2.26,0.067
USGS_5427948,3/10/2016,5.15,1.97,0.071
USGS_5427948,3/11/2016,3.97,1.61,0.075
USGS_5427948,3/12/2016,3.55,1.5,0.079
USGS_5427948,3/13/2016,3.86,1.65,0.079
USGS_5427948,3/14/2016,5.04,2.15,0.079
USGS_5427948,3/15/2016,9.22,7.74,0.11
USGS_5427948,3/16/2016,89.2,147,0.325
USGS_5427948,3/17/2016,24.7,53,0.391
USGS_5427948,3/18/2016,13.2,21.1,0.29
USGS_5427948,3/19/2016,9.22,9.01,0.179
USGS_5427948,3/20/2016,7,4.65,0.123
USGS_5427948,3/21/2016,6.18,3.72,0.111
USGS_5427948,3/22/2016,5.68,3.07,0.1
USGS_5427948,3/23/2016,7.16,3.39,0.089
USGS_5427948,3/24/2016,17.6,7.47,0.079
USGS_5427948,3/25/2016,12.5,5.36,0.079
USGS_5427948,3/26/2016,10.9,5.68,0.097
USGS_5427948,3/27/2016,8.9,4.71,0.098
USGS_5427948,3/28/2016,7.76,4.11,0.098
USGS_5427948,3/29/2016,6.27,3.32,0.098
USGS_5427948,3/30/2016,6.21,3.47,0.103
USGS_5427948,3/31/2016,37.7,27.1,0.139
USGS_5427948,4/1/2016,22.4,18.1,0.152
USGS_5427948,4/2/2016,13,10.5,0.149
USGS_5427948,4/3/2016,8.46,6.33,0.138
USGS_5427948,4/4/2016,6.71,4.5,0.124
USGS_5427948,4/5/2016,5.86,3.13,0.099
USGS_5427948,4/6/2016,18.2,8.08,0.082
USGS_5427948,4/7/2016,12.1,5.08,0.078
USGS_5427948,4/8/2016,7.38,3,0.075
USGS_5427948,4/9/2016,5.97,2.36,0.073
USGS_5427948,4/10/2016,5.54,2.12,0.071
USGS_5427948,4/11/2016,5.26,1.95,0.069
USGS_5427948,4/12/2016,4.68,1.68,0.067
USGS_5427948,4/13/2016,4.43,1.54,0.064
USGS_5427948,4/14/2016,4.33,1.46,0.062
USGS_5427948,4/15/2016,4.15,1.35,0.06
USGS_5427948,4/16/2016,3.81,1.19,0.058
USGS_5427948,4/17/2016,3.54,1.07,0.056
USGS_5427948,4/18/2016,3.44,1,0.054
USGS_5427948,4/19/2016,3.75,1.04,0.051
USGS_5427948,4/20/2016,4.25,1.14,0.049
USGS_5427948,4/21/2016,3.41,0.92,0.05
USGS_5427948,4/22/2016,3.07,0.84,0.051
USGS_5427948,4/23/2016,2.89,0.8,0.051
USGS_5427948,4/24/2016,2.76,0.78,0.052
USGS_5427948,4/25/2016,2.99,0.86,0.053
USGS_5427948,4/26/2016,2.72,0.79,0.054
USGS_5427948,4/27/2016,2.79,0.83,0.055
USGS_5427948,4/28/2016,5.92,1.78,0.056
USGS_5427948,4/29/2016,5.02,1.53,0.056
USGS_5427948,4/30/2016,7.35,2.28,0.057
USGS_5427948,5/1/2016,10.8,3.39,0.058
USGS_5427948,5/2/2016,5.83,1.86,0.059
USGS_5427948,5/3/2016,4.91,1.59,0.06
USGS_5427948,5/4/2016,5.47,1.79,0.061
USGS_5427948,5/5/2016,4.18,1.39,0.062
USGS_5427948,5/6/2016,3.72,1.25,0.062
