Site_ID,sampledate,Q_cfs,TotP_mgL,TotP_lbday
USGS_5427910,2/3/2019,60.7,0.186,69.5
USGS_5427910,2/4/2019,192,1.04,1260
USGS_5427910,2/5/2019,316,1.42,2440
USGS_5427910,2/6/2019,171,1.22,1130
USGS_5427910,2/7/2019,147,1.05,830
USGS_5427910,2/8/2019,101,0.852,465
USGS_5427910,2/9/2019,100,0.708,384
USGS_5427910,2/10/2019,80.2,0.531,232
USGS_5427910,2/11/2019,65.4,0.364,129
USGS_5427910,2/12/2019,54.2,0.326,95.5
USGS_5427910,2/13/2019,50.9,0.304,83.6
USGS_5427910,2/14/2019,53.5,0.282,81.5
USGS_5427910,2/15/2019,43.7,0.26,61.1
USGS_5427910,2/16/2019,44.8,0.237,57.1
USGS_5427910,2/17/2019,46.8,0.215,54.5
USGS_5427910,2/18/2019,43.5,0.193,45.3
USGS_5427910,2/19/2019,42.3,0.171,38.7
USGS_5427910,2/20/2019,44.9,0.148,36
USGS_5427910,2/21/2019,43.6,0.126,29.7
USGS_5427910,2/22/2019,40.3,0.112,24.4
USGS_5427910,2/23/2019,40.6,0.112,24.4
USGS_5427910,2/24/2019,60.5,0.111,36.3
USGS_5427910,2/25/2019,51.3,0.111,30.7
USGS_5427910,2/26/2019,44.8,0.111,26.7
USGS_5427910,2/27/2019,39.1,0.11,23.3
USGS_5427910,2/28/2019,37.3,0.11,22.1
USGS_5427910,3/1/2019,36.5,0.11,21.6
USGS_5427910,3/2/2019,32.8,0.109,19.3
USGS_5427910,3/3/2019,29,0.109,17.1
USGS_5427910,3/4/2019,29.6,0.109,17.4
USGS_5427910,3/5/2019,31.3,0.108,18.3
USGS_5427910,3/6/2019,31.1,0.108,18.1
USGS_5427910,3/7/2019,30.6,0.108,17.8
USGS_5427910,3/8/2019,31.4,0.107,18.2
USGS_5427910,3/9/2019,32.9,0.107,19
USGS_5427910,3/10/2019,35.1,0.107,20.2
USGS_5427910,3/11/2019,32.9,0.106,18.9
USGS_5427910,3/12/2019,34.9,0.284,56.7
USGS_5427910,3/13/2019,222,1.7,2260
USGS_5427910,3/14/2019,958,1.48,7630
USGS_5427910,3/15/2019,742,1.3,5280
USGS_5427910,3/16/2019,524,1.18,3330
USGS_5427910,3/17/2019,399,1.12,2420
USGS_5427910,3/18/2019,299,1.06,1710
USGS_5427910,3/19/2019,229,0.927,1150
USGS_5427910,3/20/2019,175,0.754,714
USGS_5427910,3/21/2019,140,0.6,456
USGS_5427910,3/22/2019,112,0.466,283
USGS_5427910,3/23/2019,91.7,0.365,181
USGS_5427910,3/24/2019,82.2,0.296,132
USGS_5427910,3/25/2019,72.1,0.236,91.9
USGS_5427910,3/26/2019,66.2,0.222,79.4
USGS_5427910,3/27/2019,57.9,0.214,67
USGS_5427910,3/28/2019,63.1,0.207,70.5
USGS_5427910,3/29/2019,63,0.199,67.7
USGS_5427910,3/30/2019,59,0.191,61
USGS_5427910,3/31/2019,56,0.184,55.6
USGS_5427910,4/1/2019,50.5,0.176,48
USGS_5427910,4/2/2019,50.8,0.168,46.2
USGS_5427910,4/3/2019,50.3,0.161,43.6
USGS_5427910,4/4/2019,48.1,0.153,39.8
USGS_5427910,4/5/2019,48.6,0.145,38.1
USGS_5427910,4/6/2019,49.3,0.138,36.6
USGS_5427910,4/7/2019,51.8,0.13,36.3
USGS_5427910,4/8/2019,53.9,0.123,35.7
USGS_5427910,4/9/2019,54.3,0.13,38
USGS_5427910,4/10/2019,51.6,0.144,40
USGS_5427910,4/11/2019,64.1,0.178,62.3
USGS_5427910,4/12/2019,79.8,0.19,82.8
USGS_5427910,4/13/2019,68.7,0.156,57.8
USGS_5427910,4/14/2019,63.4,0.134,46
USGS_5427910,4/15/2019,55.5,0.112,33.7
USGS_5427910,4/16/2019,51,0.0956,26.3
USGS_5427910,4/17/2019,56,0.119,36.3
USGS_5427910,4/18/2019,68.3,0.154,56.9
USGS_5427910,4/19/2019,59.7,0.146,47
USGS_5427910,4/20/2019,57,0.138,42.4
USGS_5427910,4/21/2019,50.2,0.13,35.3
USGS_5427910,4/22/2019,49.2,0.13,34.8
USGS_5427910,4/23/2019,72.8,0.179,70.8
USGS_5427910,4/24/2019,56.2,0.156,47.5
USGS_5427910,4/25/2019,54.6,0.148,43.5
USGS_5427910,4/26/2019,50.5,0.139,37.8
USGS_5427910,4/27/2019,46.3,0.132,32.9
USGS_5427910,4/28/2019,46.4,0.127,31.8
USGS_5427910,4/29/2019,56,0.144,44
USGS_5427910,4/30/2019,51.9,0.132,37.1
USGS_5427910,5/1/2019,63.6,0.118,40.5
USGS_5427910,5/2/2019,59.8,0.115,37
USGS_5427910,5/3/2019,56.3,0.117,35.4
USGS_5427910,5/4/2019,50.3,0.103,27.9
USGS_5427910,5/5/2019,51.9,0.126,37.2
USGS_5427910,5/6/2019,71,0.169,65.6
USGS_5427910,5/7/2019,58.4,0.136,42.9
USGS_5427910,5/8/2019,64.9,0.157,56.5
USGS_5427910,5/9/2019,84.8,0.178,82
USGS_5427910,5/10/2019,66.1,0.157,56.3
USGS_5427910,5/11/2019,59.1,0.144,46
USGS_5427910,5/12/2019,54.8,0.13,38.5
USGS_5427910,5/13/2019,48.7,0.116,30.6
USGS_5427910,5/14/2019,44.6,0.103,24.8
USGS_5427910,5/15/2019,42.7,0.0919,21.2
USGS_5427910,5/16/2019,51.3,0.139,39.7
USGS_5427910,5/17/2019,49,0.132,34.8
USGS_5427910,5/18/2019,56.6,0.148,45.3
USGS_5427910,5/19/2019,63.9,0.185,64.1
USGS_5427910,5/20/2019,57.1,0.179,55.4
USGS_5427910,5/21/2019,50.4,0.17,46.2
USGS_5427910,5/22/2019,57.1,0.172,53
USGS_5427910,5/23/2019,52.5,0.152,42.9
USGS_5427910,5/24/2019,74.7,0.265,111
USGS_5427910,5/25/2019,285,1.39,2340
USGS_5427910,5/26/2019,173,0.926,889
USGS_5427910,5/27/2019,152,0.776,638
USGS_5427910,5/28/2019,136,0.783,576
USGS_5427910,5/29/2019,110,0.661,393
USGS_5427910,5/30/2019,90.2,0.545,266
USGS_5427910,5/31/2019,73.1,0.433,172
USGS_5427910,6/1/2019,64.4,0.369,128
USGS_5427910,6/2/2019,54.7,0.347,102
USGS_5427910,6/3/2019,45.7,0.291,72.2
USGS_5427910,6/4/2019,42,0.206,46.8
USGS_5427910,6/5/2019,45.3,0.175,43.1
USGS_5427910,6/6/2019,39.3,0.161,34.1
USGS_5427910,6/7/2019,34.8,0.156,29.4
USGS_5427910,6/8/2019,33.2,0.152,27.3
USGS_5427910,6/9/2019,32.5,0.148,26
USGS_5427910,6/10/2019,34.7,0.144,26.9
USGS_5427910,6/11/2019,33.4,0.148,26.8
USGS_5427910,6/12/2019,42.5,0.18,41.8
USGS_5427910,6/13/2019,45.9,0.178,44.1
USGS_5427910,6/14/2019,36.7,0.159,31.6
USGS_5427910,6/15/2019,36.2,0.153,29.9
USGS_5427910,6/16/2019,53.1,0.173,49.8
USGS_5427910,6/17/2019,46,0.136,33.7
USGS_5427910,6/18/2019,45,0.132,32.1
USGS_5427910,6/19/2019,46,0.13,32.3
USGS_5427910,6/20/2019,42.4,0.128,29.3
USGS_5427910,6/21/2019,37.9,0.126,25.7
USGS_5427910,6/22/2019,34.5,0.123,23
USGS_5427910,6/23/2019,35.6,0.121,23.3
USGS_5427910,6/24/2019,57.1,0.231,79
USGS_5427910,6/25/2019,66.5,0.22,82.8
USGS_5427910,6/26/2019,51.4,0.148,41.2
USGS_5427910,6/27/2019,46.5,0.144,36.2
USGS_5427910,6/28/2019,138,0.457,411
USGS_5427910,6/29/2019,104,0.481,279
USGS_5427910,6/30/2019,165,0.475,433
USGS_5427910,7/1/2019,183,0.565,556
USGS_5427910,7/2/2019,134,0.606,438
USGS_5427910,7/3/2019,116,0.653,408
USGS_5427910,7/4/2019,109,0.711,418
USGS_5427910,7/5/2019,104,0.681,384
USGS_5427910,7/6/2019,96.4,0.631,329
USGS_5427910,7/7/2019,80.8,0.556,244
USGS_5427910,7/8/2019,62.8,0.424,145
USGS_5427910,7/9/2019,51.6,0.285,80.4
USGS_5427910,7/10/2019,47.8,0.221,57
USGS_5427910,7/11/2019,43.9,0.21,49.9
USGS_5427910,7/12/2019,35.4,0.2,38.3
USGS_5427910,7/13/2019,33.4,0.19,34.2
USGS_5427910,7/14/2019,29.5,0.179,28.6
USGS_5427910,7/15/2019,27.1,0.171,25.1
USGS_5427910,7/16/2019,25.8,0.173,24.1
USGS_5427910,7/17/2019,26.1,0.175,24.7
USGS_5427910,7/18/2019,62.6,0.2,69.3
USGS_5427910,7/19/2019,227,0.41,549
USGS_5427910,7/20/2019,123,0.383,256
USGS_5427910,7/21/2019,89.5,0.393,189
USGS_5427910,7/22/2019,63.8,0.388,134
USGS_5427910,7/23/2019,40.4,0.318,70.7
USGS_5427910,7/24/2019,27.4,0.262,38.9
USGS_5427910,7/25/2019,29.6,0.253,40.5
USGS_5427910,7/26/2019,25.9,0.248,34.7
USGS_5427910,7/27/2019,26.8,0.242,35.1
USGS_5427910,7/28/2019,24.5,0.237,31.3
USGS_5427910,7/29/2019,28.7,0.231,35.8
USGS_5427910,7/30/2019,27.2,0.225,33.2
USGS_5427910,7/31/2019,22.1,0.22,26.3
USGS_5427910,8/1/2019,24.1,0.214,27.9
USGS_5427910,8/2/2019,22.2,0.209,25
USGS_5427910,8/3/2019,19.1,0.203,21
USGS_5427910,8/4/2019,20.3,0.198,21.7
USGS_5427910,8/5/2019,19.1,0.198,20.6
USGS_5427910,8/6/2019,63.1,0.244,84.2
USGS_5427910,8/7/2019,36,0.2,39.1
USGS_5427910,8/8/2019,40.5,0.2,43.7
USGS_5427910,8/9/2019,36.7,0.204,40.5
USGS_5427910,8/10/2019,32.6,0.209,36.7
USGS_5427910,8/11/2019,36.3,0.213,41.8
USGS_5427910,8/12/2019,34.6,0.217,40.7
USGS_5427910,8/13/2019,34.9,0.222,41.8
USGS_5427910,8/14/2019,37.6,0.226,45.9
USGS_5427910,8/15/2019,38.3,0.229,47.3
USGS_5427910,8/16/2019,39.8,0.226,48.6
USGS_5427910,8/17/2019,33.2,0.222,39.9
USGS_5427910,8/18/2019,40.7,0.218,47.9
USGS_5427910,8/19/2019,37.3,0.214,43.1
USGS_5427910,8/20/2019,32.9,0.21,37.4
USGS_5427910,8/21/2019,32.7,0.206,36.4
USGS_5427910,8/22/2019,32,0.203,35
USGS_5427910,8/23/2019,30.5,0.199,32.7
USGS_5427910,8/24/2019,28.7,0.195,30.2
USGS_5427910,8/25/2019,27.8,0.191,28.7
USGS_5427910,8/26/2019,31.6,0.187,32
USGS_5427910,8/27/2019,31.4,0.183,31.1
USGS_5427910,8/28/2019,29.1,0.18,28.2
USGS_5427910,8/29/2019,27.4,0.176,26
USGS_5427910,8/30/2019,28.4,0.172,26.3
USGS_5427910,8/31/2019,28.2,0.168,25.6
USGS_5427910,9/1/2019,27.1,0.164,24
USGS_5427910,9/2/2019,26.3,0.16,22.8
USGS_5427910,9/3/2019,28.7,0.156,24.3
USGS_5427910,9/4/2019,30.7,0.153,25.3
USGS_5427910,9/5/2019,27.9,0.149,22.4
USGS_5427910,9/6/2019,29.2,0.145,22.8
USGS_5427910,9/7/2019,28.5,0.141,21.7
USGS_5427910,9/8/2019,29.5,0.137,21.9
USGS_5427910,9/9/2019,29.2,0.136,21.6
USGS_5427910,9/10/2019,65.5,0.203,73.1
USGS_5427910,9/11/2019,46.5,0.124,31.5
USGS_5427910,9/12/2019,65.2,0.164,61.2
USGS_5427910,9/13/2019,142,0.488,378
USGS_5427910,9/14/2019,76.6,0.298,125
USGS_5427910,9/15/2019,70,0.275,104
USGS_5427910,9/16/2019,65.5,0.279,98.8
USGS_5427910,9/17/2019,58.9,0.279,88.5
USGS_5427910,9/18/2019,52.5,0.277,78.5
USGS_5427910,9/19/2019,51.5,0.276,76.7
USGS_5427910,9/20/2019,49.1,0.274,72.8
USGS_5427910,9/21/2019,43.7,0.273,64.4
USGS_5427910,9/22/2019,125,0.344,249
USGS_5427910,9/23/2019,93.6,0.37,190
USGS_5427910,9/24/2019,64.2,0.299,104
USGS_5427910,9/25/2019,62.7,0.283,96.1
USGS_5427910,9/26/2019,57.7,0.27,84.3
USGS_5427910,9/27/2019,55,0.257,76.5
USGS_5427910,9/28/2019,56.5,0.245,74.8
USGS_5427910,9/29/2019,70.4,0.255,97.5
USGS_5427910,9/30/2019,67.5,0.243,88.5
USGS_5427910,10/1/2019,211,0.592,823
USGS_5427910,10/2/2019,518,0.731,2040
USGS_5427910,10/3/2019,263,0.566,828
USGS_5427910,10/4/2019,188,0.475,482
USGS_5427910,10/5/2019,186,0.473,476
USGS_5427910,10/6/2019,193,0.493,512
USGS_5427910,10/7/2019,151,0.502,410
USGS_5427910,10/8/2019,132,0.449,320
USGS_5427910,10/9/2019,117,0.394,249
USGS_5427910,10/10/2019,104,0.339,190
USGS_5427910,10/11/2019,93.8,0.295,150
USGS_5427910,10/12/2019,91,0.261,128
USGS_5427910,10/13/2019,86.1,0.226,105
USGS_5427910,10/14/2019,81.1,0.191,83.7
USGS_5427910,10/15/2019,72.5,0.161,63.1
USGS_5427910,10/16/2019,71.5,0.15,58.1
USGS_5427910,10/17/2019,72.2,0.142,55.3
USGS_5427910,10/18/2019,66.5,0.133,47.8
USGS_5427910,10/19/2019,60.4,0.124,40.6
USGS_5427910,10/20/2019,54.3,0.119,34.8
USGS_5427910,10/21/2019,46.7,0.117,29.5
USGS_5427910,10/22/2019,45,0.116,28.1
USGS_5427910,10/23/2019,42.9,0.114,26.5
USGS_5427910,10/24/2019,46.3,0.113,28.2
USGS_5427910,10/25/2019,50.4,0.111,30.3
USGS_5427910,10/26/2019,47.7,0.11,28.3
USGS_5427910,10/27/2019,54.5,0.108,31.9
USGS_5427910,10/28/2019,47.1,0.107,27.2
USGS_5427910,10/29/2019,49.8,0.106,28.4
USGS_5427910,10/30/2019,42.7,0.104,24
USGS_5427910,10/31/2019,49.2,0.103,27.2
USGS_5427910,11/1/2019,49.9,0.101,27.3
USGS_5427910,11/2/2019,57.9,0.0997,31.2
USGS_5427910,11/3/2019,52,0.0983,27.6
USGS_5427910,11/4/2019,53.6,0.0968,28
USGS_5427910,11/5/2019,52.7,0.0954,27.1
USGS_5427910,11/6/2019,55.2,0.0939,28
USGS_5427910,11/7/2019,50.2,0.0925,25.1
USGS_5427910,11/8/2019,42.6,0.091,21
USGS_5427910,11/9/2019,49.7,0.0896,24
USGS_5427910,11/10/2019,51.2,0.0884,24.4
USGS_5427910,11/11/2019,50.5,0.0899,24.5
USGS_5427910,11/12/2019,37.6,0.0941,19.2
USGS_5427910,11/13/2019,41.4,0.108,24.2
USGS_5427910,11/14/2019,42.4,0.111,25.4
USGS_5427910,11/15/2019,43.4,0.112,26.3
USGS_5427910,11/16/2019,46.7,0.113,28.5
USGS_5427910,11/17/2019,47.2,0.114,29.1
USGS_5427910,11/18/2019,49,0.115,30.5
USGS_5427910,11/19/2019,49.3,0.116,31
USGS_5427910,11/20/2019,48.9,0.117,31
USGS_5427910,11/21/2019,69.6,0.257,102
USGS_5427910,11/22/2019,60.3,0.151,49.8
USGS_5427910,11/23/2019,55.8,0.127,38.1
USGS_5427910,11/24/2019,54.1,0.124,36.3
USGS_5427910,11/25/2019,51.8,0.122,34.1
USGS_5427910,11/26/2019,50.7,0.122,33.5
USGS_5427910,11/27/2019,87.4,0.597,293
USGS_5427910,11/28/2019,64.4,0.224,79.6
USGS_5427910,11/29/2019,60.3,0.128,41.5
USGS_5427910,11/30/2019,59.4,0.146,47.7
USGS_5427910,12/1/2019,72.5,0.277,109
USGS_5427910,12/2/2019,60.6,0.198,65.2
USGS_5427910,12/3/2019,57.2,0.127,39.4
USGS_5427910,12/4/2019,55.4,0.119,35.7
USGS_5427910,12/5/2019,51.8,0.118,32.9
USGS_5427910,12/6/2019,50.7,0.116,31.8
USGS_5427910,12/7/2019,47.8,0.114,29.6
USGS_5427910,12/8/2019,47.6,0.113,29
USGS_5427910,12/9/2019,47.4,0.111,28.4
USGS_5427910,12/10/2019,42.7,0.11,25.3
USGS_5427910,12/11/2019,41.1,0.108,24
USGS_5427910,12/12/2019,44.8,0.106,25.7
USGS_5427910,12/13/2019,42.4,0.105,24
USGS_5427910,12/14/2019,41.2,0.103,22.9
USGS_5427910,12/15/2019,38.9,0.102,21.3
USGS_5427910,12/16/2019,38.9,0.1,21
USGS_5427910,12/17/2019,39,0.1,21.1
USGS_5427910,12/18/2019,36.6,0.1,19.8
USGS_5427910,12/19/2019,39.3,0.1,21.3
USGS_5427910,12/20/2019,39,0.101,21.2
USGS_5427910,12/21/2019,37.5,0.101,20.4
USGS_5427910,12/22/2019,38.2,0.101,20.8
USGS_5427910,12/23/2019,38.9,0.101,21.3
USGS_5427910,12/24/2019,39.5,0.101,21.6
USGS_5427910,12/25/2019,40.2,0.101,22
USGS_5427910,12/26/2019,40.9,0.102,22.4
USGS_5427910,12/27/2019,40.9,0.102,22.5
USGS_5427910,12/28/2019,44.7,0.137,34.9
USGS_5427910,12/29/2019,71.2,0.347,134
USGS_5427910,12/30/2019,72.7,0.363,144
USGS_5427910,12/31/2019,61,0.26,86
USGS_5427910,1/1/2020,48.6,0.179,46.7
USGS_5427910,1/2/2020,51.7,0.126,35.1
USGS_5427910,1/3/2020,49.3,0.119,31.7
USGS_5427910,1/4/2020,46.3,0.113,28.3
USGS_5427910,1/5/2020,43.8,0.108,25.6
USGS_5427910,1/6/2020,42,0.106,24.1
USGS_5427910,1/7/2020,40.6,0.104,22.9
USGS_5427910,1/8/2020,37.4,0.103,20.8
USGS_5427910,1/9/2020,42.7,0.102,23.6
USGS_5427910,1/10/2020,39.2,0.102,21.6
USGS_5427910,1/11/2020,40.1,0.102,22
USGS_5427910,1/12/2020,37.4,0.101,20.5
USGS_5427910,1/13/2020,38.1,0.101,20.7
USGS_5427910,1/14/2020,38.6,0.1,20.9
USGS_5427910,1/15/2020,38.6,0.1,20.8
USGS_5427910,1/16/2020,35.1,0.0998,18.9
USGS_5427910,1/17/2020,39,0.0996,21
USGS_5427910,1/18/2020,42.8,0.0995,23
USGS_5427910,1/19/2020,35.9,0.0993,19.2
USGS_5427910,1/20/2020,44.2,0.0992,23.6
USGS_5427910,1/21/2020,42.7,0.099,22.8
USGS_5427910,1/22/2020,44.6,0.0988,23.8
USGS_5427910,1/23/2020,44.9,0.0986,23.9
USGS_5427910,1/24/2020,44,0.0985,23.4
USGS_5427910,1/25/2020,40.7,0.0983,21.6
USGS_5427910,1/26/2020,40,0.0982,21.2
USGS_5427910,1/27/2020,38.9,0.098,20.6
USGS_5427910,1/28/2020,38.8,0.0978,20.5
USGS_5427910,1/29/2020,38.3,0.0976,20.2
USGS_5427910,1/30/2020,37.8,0.0975,19.9
USGS_5427910,1/31/2020,37.6,0.0973,19.8
USGS_5427910,2/1/2020,38.2,0.0972,20.1
USGS_5427910,2/2/2020,41,0.0989,21.9
USGS_5427910,2/3/2020,47.3,0.105,26.9
USGS_5427910,2/4/2020,46,0.101,25.1
USGS_5427910,2/5/2020,43.4,0.0958,22.5
USGS_5427910,2/6/2020,40.9,0.0912,20.2
USGS_5427910,2/7/2020,39,0.0891,18.8
USGS_5427910,2/8/2020,37.6,0.0872,17.7
USGS_5427910,2/9/2020,37.6,0.0854,17.4
USGS_5427910,2/10/2020,36.2,0.0836,16.3
USGS_5427910,2/11/2020,37.2,0.0817,16.4
USGS_5427910,2/12/2020,36,0.0802,15.6
USGS_5427910,2/13/2020,35,0.0801,15.1
USGS_5427910,2/14/2020,37.1,0.0802,16.1
USGS_5427910,2/15/2020,41.1,0.0804,17.8
USGS_5427910,2/16/2020,41.1,0.0805,17.8
USGS_5427910,2/17/2020,40.6,0.0806,17.7
USGS_5427910,2/18/2020,38,0.0807,16.6
USGS_5427910,2/19/2020,34.5,0.0808,15.1
USGS_5427910,2/20/2020,35.5,0.081,15.5
USGS_5427910,2/21/2020,37.8,0.0811,16.6
USGS_5427910,2/22/2020,38.9,0.0812,17.1
USGS_5427910,2/23/2020,36.9,0.0813,16.2
USGS_5427910,2/24/2020,39.7,0.0814,17.5
USGS_5427910,2/25/2020,41.2,0.0816,18.2
USGS_5427910,2/26/2020,40.7,0.0817,17.9
USGS_5427910,2/27/2020,40.8,0.0818,18
USGS_5427910,2/28/2020,41.1,0.0819,18.2
USGS_5427910,2/29/2020,40.8,0.117,25.8
USGS_5427910,3/1/2020,44.2,0.223,53.6
USGS_5427910,3/2/2020,52.2,0.33,93.5
USGS_5427910,3/3/2020,63,0.388,132
USGS_5427910,3/4/2020,75.1,0.597,243
USGS_5427910,3/5/2020,84.8,0.772,355
USGS_5427910,3/6/2020,92.8,0.823,416
USGS_5427910,3/7/2020,83.1,0.44,197
USGS_5427910,3/8/2020,86.9,0.284,133
USGS_5427910,3/9/2020,99.2,0.321,174
USGS_5427910,3/10/2020,111,0.394,237
USGS_5427910,3/11/2020,107,0.303,174
USGS_5427910,3/12/2020,98.2,0.226,120
USGS_5427910,3/13/2020,93.8,0.138,70.3
USGS_5427910,3/14/2020,87.2,0.113,53.4
USGS_5427910,3/15/2020,81.6,0.106,47
USGS_5427910,3/16/2020,78.1,0.101,42.7
USGS_5427910,3/17/2020,76.8,0.104,43
USGS_5427910,3/18/2020,81.8,0.118,52.3
USGS_5427910,3/19/2020,118,0.348,246
USGS_5427910,3/20/2020,175,0.609,584
USGS_5427910,3/21/2020,127,0.34,235
USGS_5427910,3/22/2020,115,0.255,159
USGS_5427910,3/23/2020,106,0.202,116
USGS_5427910,3/24/2020,96,0.153,79.3
USGS_5427910,3/25/2020,90.8,0.133,65.2
USGS_5427910,3/26/2020,89.6,0.13,63
USGS_5427910,3/27/2020,86.1,0.127,59.1
USGS_5427910,3/28/2020,95.6,0.147,78.8
USGS_5427910,3/29/2020,139,0.617,473
USGS_5427910,3/30/2020,107,0.264,153
USGS_5427910,3/31/2020,98.8,0.133,70.9
USGS_5427910,4/1/2020,89.5,0.116,56.3
USGS_5427910,4/2/2020,82,0.113,50.1
USGS_5427910,4/3/2020,79.6,0.11,47.1
USGS_5427910,4/4/2020,80.8,0.106,46.4
USGS_5427910,4/5/2020,75.6,0.103,42
USGS_5427910,4/6/2020,73.5,0.0996,39.5
USGS_5427910,4/7/2020,73.4,0.0963,38.2
USGS_5427910,4/8/2020,75.7,0.0929,37.9
USGS_5427910,4/9/2020,77.5,0.0896,37.5
USGS_5427910,4/10/2020,71.7,0.0862,33.4
USGS_5427910,4/11/2020,65.4,0.0828,29.2
USGS_5427910,4/12/2020,66.8,0.0795,28.7
USGS_5427910,4/13/2020,71.7,0.0761,29.5
USGS_5427910,4/14/2020,66.1,0.0728,26
USGS_5427910,4/15/2020,63,0.0701,23.8
USGS_5427910,4/16/2020,59.2,0.0695,22.2
USGS_5427910,4/17/2020,57.5,0.069,21.5
USGS_5427910,4/18/2020,54.5,0.0686,20.2
USGS_5427910,4/19/2020,53.1,0.0682,19.5
USGS_5427910,4/20/2020,50.8,0.0678,18.6
USGS_5427910,4/21/2020,49,0.0673,17.8
USGS_5427910,4/22/2020,49.9,0.0669,18
USGS_5427910,4/23/2020,52.2,0.0665,18.7
USGS_5427910,4/24/2020,49.6,0.066,17.7
USGS_5427910,4/25/2020,48.1,0.0656,17
USGS_5427910,4/26/2020,45.8,0.0652,16.1
USGS_5427910,4/27/2020,46.2,0.0647,16.2
USGS_5427910,4/28/2020,46.8,0.0643,16.3
USGS_5427910,4/29/2020,53,0.073,21.1
USGS_5427910,4/30/2020,50,0.0688,18.7
USGS_5427910,5/1/2020,43.7,0.0647,15.3
USGS_5427910,5/2/2020,41.6,0.0644,14.4
USGS_5427910,5/3/2020,38.3,0.064,13.3
USGS_5427910,5/4/2020,37.1,0.0637,12.8
USGS_5427910,5/5/2020,34.9,0.0634,12
USGS_5427910,5/6/2020,32.4,0.0631,11
USGS_5427910,5/7/2020,31.2,0.0628,10.6
USGS_5427910,5/8/2020,31,0.0624,10.4
USGS_5427910,5/9/2020,29.6,0.0621,9.94
USGS_5427910,5/10/2020,33.1,0.0634,11.4
USGS_5427910,5/11/2020,35.5,0.0659,12.6
USGS_5427910,5/12/2020,38,0.0683,14
USGS_5427910,5/13/2020,38.2,0.0707,14.6
USGS_5427910,5/14/2020,45.1,0.0745,18.2
USGS_5427910,5/15/2020,57.7,0.114,35.8
USGS_5427910,5/16/2020,49.9,0.0762,20.5
USGS_5427910,5/17/2020,112,0.311,241
USGS_5427910,5/18/2020,111,0.325,198
USGS_5427910,5/19/2020,93.9,0.255,129
USGS_5427910,5/20/2020,85.5,0.22,101
USGS_5427910,5/21/2020,71.2,0.189,72.9
USGS_5427910,5/22/2020,63.6,0.175,60.2
USGS_5427910,5/23/2020,63,0.171,58.5
USGS_5427910,5/24/2020,64.2,0.173,60.3
USGS_5427910,5/25/2020,55.8,0.163,49
USGS_5427910,5/26/2020,65.5,0.214,81.7
USGS_5427910,5/27/2020,65,0.205,74.1
USGS_5427910,5/28/2020,138,0.475,479
USGS_5427910,5/29/2020,144,0.419,347
USGS_5427910,5/30/2020,81.4,0.208,91.6
USGS_5427910,5/31/2020,69.8,0.184,69.3
USGS_5427910,6/1/2020,62.1,0.17,57.2
USGS_5427910,6/2/2020,57.7,0.169,52.9
USGS_5427910,6/3/2020,71.5,0.196,76.8
USGS_5427910,6/4/2020,56.6,0.16,48.9
USGS_5427910,6/5/2020,53.1,0.157,45
USGS_5427910,6/6/2020,48.5,0.154,40.3
USGS_5427910,6/7/2020,45.5,0.151,37.1
USGS_5427910,6/8/2020,44.1,0.148,35.3
USGS_5427910,6/9/2020,50.3,0.167,47.9
USGS_5427910,6/10/2020,116,0.343,293
USGS_5427910,6/11/2020,138,0.358,294
USGS_5427910,6/12/2020,65.7,0.211,76
USGS_5427910,6/13/2020,58.3,0.171,53.9
USGS_5427910,6/14/2020,53,0.165,47.3
USGS_5427910,6/15/2020,48,0.16,41.5
USGS_5427910,6/16/2020,45.8,0.158,39.1
USGS_5427910,6/17/2020,43.1,0.156,36.4
USGS_5427910,6/18/2020,41.2,0.154,34.3
USGS_5427910,6/19/2020,40,0.153,33
USGS_5427910,6/20/2020,41.2,0.151,33.5
USGS_5427910,6/21/2020,41.6,0.15,33.7
USGS_5427910,6/22/2020,50.4,0.158,42.9
USGS_5427910,6/23/2020,54.2,0.161,47.1
USGS_5427910,6/24/2020,56,0.165,50
USGS_5427910,6/25/2020,49.8,0.156,42
USGS_5427910,6/26/2020,72.1,0.285,144
USGS_5427910,6/27/2020,116,0.456,295
USGS_5427910,6/28/2020,63.3,0.242,84.2
USGS_5427910,6/29/2020,60.8,0.204,67
USGS_5427910,6/30/2020,59.4,0.196,63
USGS_5427910,7/1/2020,53.6,0.185,53.5
USGS_5427910,7/2/2020,50.8,0.179,49.2
USGS_5427910,7/3/2020,47.2,0.174,44.3
USGS_5427910,7/4/2020,43.3,0.168,39.4
USGS_5427910,7/5/2020,41.9,0.163,36.9
USGS_5427910,7/6/2020,40.9,0.157,34.8
USGS_5427910,7/7/2020,49.8,0.221,71.5
USGS_5427910,7/8/2020,77.8,0.336,154
USGS_5427910,7/9/2020,75,0.239,128
USGS_5427910,7/10/2020,288,0.611,962
USGS_5427910,7/11/2020,146,0.398,317
USGS_5427910,7/12/2020,117,0.35,221
USGS_5427910,7/13/2020,102,0.32,176
USGS_5427910,7/14/2020,91.1,0.308,152
USGS_5427910,7/15/2020,120,0.339,220
USGS_5427910,7/16/2020,117,0.331,210
USGS_5427910,7/17/2020,91.9,0.293,146
USGS_5427910,7/18/2020,81.6,0.253,112
USGS_5427910,7/19/2020,79.1,0.225,96.1
USGS_5427910,7/20/2020,70.5,0.217,82.6
