"","SiteID","sampledate","Depth_ft","cyano_relbiovol","CD_cellsmL"
"1","BUO",1998-07-22,0,95.78,7851
"2","BUO",1998-07-22,5,95.84,8222
"3","BUO",1998-07-22,10,95.46,6029
"4","BUO",1998-07-22,20,88.85,1619
"5","BUO",2015-06-05,0,80.98,133463
"6","BUO",2015-06-09,0,36.98,38844
"7","BUO",2015-06-09,5,30.52,24698
"8","BUO",2015-06-09,10,42.31,28684
"9","BUO",2015-06-09,20,11.46,1659
"10","BUO",2015-06-11,0,71.56,112359
"11","BUO",2015-06-18,0,91.81,92736
"12","BUO",2015-06-22,0,58.48,31178
"13","BUO",2015-06-26,0,69.55,152979
"14","BUO",2015-06-30,0,48.06,14901
"15","BUO",2015-06-30,5,36.23,1393
"16","BUO",2015-06-30,10,98.77,3582
"17","BUO",2015-07-15,0,73.51,328629
"18","BUO",2015-07-21,0,83.89,171436
"19","BUO",2015-07-21,5,96.73,63738
"20","BUO",2015-07-21,10,50.22,10397
"21","BUO",2015-07-21,20,37.5,5972
"22","BUO",2015-08-12,0,78.36,125581
"23","BUO",2015-08-12,5,82.22,60970
"24","BUO",2015-08-12,10,85.56,84196
"25","BUO",2015-08-12,20,86.51,18200
"26","BUO",2015-08-21,0,69.53,45394
"27","BUO",2015-09-01,0,57.3,92441
"28","BUO",2015-09-01,5,88.83,46308
"29","BUO",2015-09-01,10,46.63,19903
"30","BUO",2015-09-01,20,74.77,9355
"31","BUO",2015-09-02,0,34.34,35689
"32","BUO",2015-09-09,0,62.71,26344
"33","BUO",2015-09-16,0,59.41,92197
"34","BUO",2015-09-22,0,76.52,26317
"35","BUO",2015-09-22,5,47.85,11411
"36","BUO",2015-09-22,10,70.31,4080
"37","BUO",2015-09-22,20,86.03,24149
"38","BUO",2015-09-23,0,60.68,49816
"39","BUO",2015-10-13,0,35.96,25940
"40","BUO",2015-10-13,5,41.92,9886
"41","BUO",2015-10-13,10,29.5,7464
"42","BUO",2015-10-13,20,35.22,2423
"43","BUO",2015-11-03,0,39.05,11344
"44","BUO",2015-11-24,0,6.35,33
"45","BUO",2015-12-08,0,32.96,696
"46","BUO",2015-12-08,5,0.56,33
"47","BUO",2015-12-08,10,16.88,66
"48","BUO",2016-05-25,0,3.65,2378
"49","BUO",2016-05-31,0,91.05,168551
"50","BUO",2016-06-07,0,76.6,140146
"51","BUO",2016-06-07,5,11.46,55088
"52","BUO",2016-06-07,10,56.4,8120
"53","BUO",2016-06-16,0,88.3,104568
"54","BUO",2016-06-16,5,78.13,61837
"55","BUO",2016-06-16,10,93.36,28920
"56","BUO",2016-06-20,0,73.52,237929
"57","BUO",2016-07-01,0,45.99,263967
"58","BUO",2016-07-27,0,94.16,1109174
"59","BUO",2016-07-27,5,94.68,868835
"60","BUO",2016-08-04,0,95.41,439518
"61","BUO",2016-08-04,5,93.14,680690
"62","BUO",2016-08-04,10,96.35,684077
"63","BUO",2016-08-04,20,85.73,186777
"64","BUO",2016-08-30,0,27.28,89255
"65","BUO",2016-08-30,5,10.5,55688
"66","BUO",2016-08-30,10,7.85,43499
"67","BUO",2016-08-30,20,50.36,7442
"68","BUO",2016-09-20,0,51.61,54777
"69","BUO",2016-09-20,5,32.14,64173
"70","BUO",2016-09-20,10,69.96,60096
"71","BUO",2016-09-20,20,24.88,39585
"72","BUO",2016-09-28,0,37.49,63385
"73","BUO",2016-10-11,0,30.52,36580
"74","BUO",2016-10-11,5,48.56,51393
"75","BUO",2016-10-11,10,38.03,54943
"76","BUO",2016-10-11,20,51.7,30931
"77","BUO",2016-11-01,0,20.5,2063
"78","BUO",2016-11-01,5,16.89,3791
"79","BUO",2016-11-01,10,9.01,1004
"80","BUO",2016-11-01,20,0.27,195
"81","BUO",2017-03-24,10,36.55,1729
"82","BUO",2017-03-24,20,6.19,817
"83","BUO",2017-04-26,0,1.3,1949
"84","BUO",2017-05-03,0,2.87,849
"85","BUO",2017-05-16,0,65.57,12795
"86","BUO",2017-05-16,5,70.75,4402
"87","BUO",2017-05-16,10,53.51,3332
"88","BUO",2017-05-17,0,34.4,29017
"89","BUO",2017-05-31,0,30.03,54482
"90","BUO",2017-06-05,0,70.51,511101
"91","BUO",2017-06-06,0,74.74,78399
"92","BUO",2017-06-06,5,67.8,47604
"93","BUO",2017-06-06,10,34.71,17644
"94","BUO",2017-06-19,0,93.93,184358
"95","BUO",2017-06-19,20,62.28,190893
"96","BUO",2017-06-20,0,77.62,241341
"97","BUO",2017-06-20,5,98.72,396588
"98","BUO",2017-06-20,10,96.99,112852
"99","BUO",2017-07-05,0,81.14,397925
"100","BUO",2017-07-12,0,98.25,1119565
"101","BUO",2017-07-20,0,94.84,311356
"102","BUO",2017-07-20,5,70.43,1152671
"103","BUO",2017-07-20,10,77.87,408207
"104","BUO",2017-07-26,0,88.15,126719
"105","BUO",2017-08-03,0,87.59,637946
"106","BUO",2017-08-03,5,85.16,568433
"107","BUO",2017-08-03,10,82.04,538582
"108","BUO",2017-08-09,0,54.71,49942
"109","BUO",2017-08-30,0,80.44,549616
"110","BUO",2018-06-14,0,77.44,369848
"111","BUO",2018-06-14,5,76.44,420652
"112","BUO",2018-06-14,10,78.03,412058
"113","BUO",2018-06-14,20,69.89,40870
"114","BUO",2018-07-12,0,67.68,1224467
"115","BUO",2018-07-12,5,83.05,1930341
"116","BUO",2018-07-12,10,82.78,367391
"117","BUO",2018-08-02,0,33.23,624769
"118","BUO",2018-08-02,5,44.58,1031414
"119","BUO",2018-08-02,10,44.1,529366
"120","BUO",2019-06-06,0,8.89,25977
"121","BUO",2019-06-06,5,20.69,35600
"122","BUO",2019-06-06,10,14.91,40276
"123","BUO",2019-07-02,0,26.58,216022
"124","BUO",2019-07-02,5,24.83,165391
"125","BUO",2019-07-02,10,30.63,294046
"126","BUO",2019-07-18,0,28.93,236058
"127","BUO",2019-07-18,5,26.83,180164
"128","BUO",2019-07-18,10,36.14,212121
"129","BUO",2019-07-30,0,85.61,444398
"130","BUO",2019-07-30,5,80.87,368043
"131","BUO",2019-07-30,10,81.22,485979
"132","BUO",2019-08-13,0,84.19,558116
"133","BUO",2019-08-13,5,85.65,568292
"134","BUO",2019-08-13,10,71.12,731665
"135","BUO",2019-09-05,0,80.58,283210
"136","BUO",2019-09-05,5,51.29,209750
"137","BUO",2019-09-05,10,75.93,85822
"138","ECP",2010-05-13,0,6.01,727
"139","ECP",2010-05-13,5,0.02,111
"140","ECP",2010-06-16,0,40.59,149765
"141","ECP",2010-06-16,5,60.13,331752
"142","ECP",2010-06-16,10,37.53,148393
"143","ECP",2010-06-16,20,26.15,28636
"144","ECP",2010-07-13,0,53.59,90925
"145","ECP",2010-07-13,5,44.53,146204
"146","ECP",2010-07-13,10,31.84,122323
"147","ECP",2010-07-13,20,18.57,1296
"148","ECP",2010-08-11,0,85.81,464770
"149","ECP",2010-08-11,5,63.6,304156
"150","ECP",2010-08-11,10,63.82,345308
"151","ECP",2010-08-11,20,87.15,126621
"152","ECP",2010-09-09,0,3.27,70379
"153","ECP",2010-09-09,5,25.51,147441
"154","ECP",2010-09-09,10,15.99,520490
"155","ECP",2010-09-09,20,12.3,115031
"156","ECP",2010-11-30,0,0.94,189
"157","ECP",2010-11-30,5,2.13,1338
"158","ECP",2010-11-30,10,1.07,131
"159","ECP",2010-11-30,20,3.73,719
"160","ECP",2011-03-30,0,0.52,237
"161","ECP",2011-03-30,5,0.06,419
"162","ECP",2011-03-30,10,0.18,269
"163","ECP",2011-03-30,20,0.03,118
"164","ECP",2011-06-22,0,20.78,46795
"165","ECP",2011-06-22,5,25.37,75228
"166","ECP",2011-06-22,10,29.15,46427
"167","ECP",2011-06-22,20,65.09,4923
"168","ECP",2011-07-27,0,58.96,341127
"169","ECP",2011-07-27,5,85.21,387682
"170","ECP",2011-07-27,10,60.91,342583
"171","ECP",2011-07-27,20,63.6,85467
"172","ECP",2011-08-23,0,38.26,137794
"173","ECP",2011-08-23,5,35.08,165412
"174","ECP",2011-08-23,10,42.68,138313
"175","ECP",2011-08-23,20,88.33,75076
"176","ECP",2012-04-19,0,1.99,2952
"177","ECP",2012-04-19,5,4.55,2149
"178","ECP",2012-04-19,10,0.71,431
"179","ECP",2012-05-24,0,61.71,136215
"180","ECP",2012-05-24,5,31.4,21083
"181","ECP",2012-05-24,10,70.39,24553
"182","ECP",2012-05-24,20,42.92,4249
"183","ECP",2013-07-24,0,93.89,202446
"184","ECP",2013-07-24,5,89.39,196936
"185","ECP",2013-07-24,10,92.17,12392
"186","ECP",2013-07-24,20,18.18,2187
"187","ECP",2013-08-26,0,83.45,249110
"188","ECP",2013-08-26,5,59.64,104590
"189","ECP",2013-08-26,10,68.3,149366
"190","ECP",2013-08-26,20,87.76,57088
"191","ECP",2013-09-23,0,39.25,195800
"192","ECP",2013-09-23,5,43.05,230070
"193","ECP",2013-09-23,10,78.62,102778
"194","ECP",2013-09-23,20,68.81,137740
"195","ECP",2013-10-29,0,18.69,13746
"196","ECP",2013-10-29,5,21.58,6570
"197","ECP",2013-10-29,10,32.48,6131
"198","ECP",2013-10-29,20,95.2,6469
"199","ECP",2014-06-27,0,68.33,229501
"200","ECP",2014-07-15,0,62.39,87008
"201","ECP",2014-07-15,5,23.54,168735
"202","ECP",2014-07-15,10,81.31,299490
"203","ECP",2014-07-15,20,76.51,103821
"204","ECP",2014-08-12,0,23.29,420781
"205","ECP",2014-08-12,5,11.5,256959
"206","ECP",2014-08-12,10,37.58,445616
