Site_ID,sampledate,Q_cfs,SRP_mgL,SRP_lbday
USGS_5427910,7/26/2012,24.3,0.12,15.7
USGS_5427910,7/27/2012,15.1,0.0907,7.4
USGS_5427910,7/28/2012,12.5,0.0897,6.08
USGS_5427910,7/29/2012,12.2,0.0895,5.9
USGS_5427910,7/30/2012,11.1,0.0893,5.37
USGS_5427910,7/31/2012,11.4,0.0891,5.5
USGS_5427910,8/1/2012,11.9,0.0888,5.72
USGS_5427910,8/2/2012,11.1,0.0886,5.33
USGS_5427910,8/3/2012,11.5,0.0884,5.49
USGS_5427910,8/4/2012,11,0.0882,5.17
USGS_5427910,8/5/2012,10.3,0.088,4.88
USGS_5427910,8/6/2012,10,0.0877,4.76
USGS_5427910,8/7/2012,10.3,0.0875,4.88
USGS_5427910,8/8/2012,10.2,0.0873,4.81
USGS_5427910,8/9/2012,9.8,0.0871,4.61
USGS_5427910,8/10/2012,10.9,0.0869,5.1
USGS_5427910,8/11/2012,10.4,0.0866,4.87
USGS_5427910,8/12/2012,10.1,0.0864,4.72
USGS_5427910,8/13/2012,9.93,0.0862,4.62
USGS_5427910,8/14/2012,10.2,0.086,4.72
USGS_5427910,8/15/2012,10.5,0.0859,4.86
USGS_5427910,8/16/2012,11.9,0.0859,5.51
USGS_5427910,8/17/2012,11.1,0.0858,5.14
USGS_5427910,8/18/2012,10.9,0.0858,5.07
USGS_5427910,8/19/2012,10.7,0.0857,4.97
USGS_5427910,8/20/2012,10.5,0.0856,4.88
USGS_5427910,8/21/2012,9.73,0.0856,4.5
USGS_5427910,8/22/2012,9.73,0.0855,4.49
USGS_5427910,8/23/2012,10.2,0.0855,4.73
USGS_5427910,8/24/2012,9.98,0.0854,4.6
USGS_5427910,8/25/2012,9.96,0.0854,4.59
USGS_5427910,8/26/2012,9.49,0.0853,4.37
USGS_5427910,8/27/2012,10.3,0.0852,4.74
USGS_5427910,8/28/2012,10,0.0852,4.62
USGS_5427910,8/29/2012,10.6,0.0851,4.87
USGS_5427910,8/30/2012,11.2,0.0851,5.14
USGS_5427910,8/31/2012,9.78,0.085,4.49
USGS_5427910,9/1/2012,9.11,0.085,4.18
USGS_5427910,9/2/2012,9.59,0.0849,4.4
USGS_5427910,9/3/2012,10.2,0.0848,4.66
USGS_5427910,9/4/2012,10.3,0.0848,4.73
USGS_5427910,9/5/2012,10.3,0.0847,4.72
USGS_5427910,9/6/2012,9.54,0.0847,4.36
USGS_5427910,9/7/2012,8.66,0.0846,3.96
USGS_5427910,9/8/2012,8.77,0.0846,4.01
USGS_5427910,9/9/2012,11,0.0845,5.02
USGS_5427910,9/10/2012,10.9,0.0844,4.98
USGS_5427910,9/11/2012,11.3,0.0844,5.17
USGS_5427910,9/12/2012,10.1,0.0843,4.61
USGS_5427910,9/13/2012,8.23,0.0843,3.74
USGS_5427910,9/14/2012,8.54,0.0842,3.88
USGS_5427910,9/15/2012,8.46,0.0842,3.84
USGS_5427910,9/16/2012,8.72,0.0841,3.96
USGS_5427910,9/17/2012,7.59,0.084,3.44
USGS_5427910,9/18/2012,7.46,0.084,3.38
USGS_5427910,9/19/2012,10.2,0.084,4.64
USGS_5427910,9/20/2012,8.44,0.084,3.83
USGS_5427910,9/21/2012,8.34,0.084,3.78
USGS_5427910,9/22/2012,8.78,0.084,3.98
USGS_5427910,9/23/2012,8.42,0.084,3.82
USGS_5427910,9/24/2012,9.21,0.084,4.18
USGS_5427910,9/25/2012,8.64,0.084,3.92
USGS_5427910,9/26/2012,8.38,0.084,3.8
USGS_5427910,9/27/2012,7.83,0.084,3.55
USGS_5427910,9/28/2012,8.44,0.084,3.83
USGS_5427910,9/29/2012,8.13,0.084,3.69
USGS_5427910,9/30/2012,8.8,0.084,3.98
USGS_5427910,10/1/2012,8.2,0.084,3.71
USGS_5427910,10/2/2012,8.3,0.084,3.76
USGS_5427910,10/3/2012,9.06,0.084,4.11
USGS_5427910,10/4/2012,9.06,0.084,4.11
USGS_5427910,10/5/2012,9.35,0.084,4.24
USGS_5427910,10/6/2012,9.13,0.084,4.14
USGS_5427910,10/7/2012,8.76,0.084,3.97
USGS_5427910,10/8/2012,11,0.084,4.99
USGS_5427910,10/9/2012,10.6,0.084,4.82
USGS_5427910,10/10/2012,9.22,0.084,4.18
USGS_5427910,10/11/2012,9.55,0.084,4.33
USGS_5427910,10/12/2012,8.98,0.084,4.07
USGS_5427910,10/13/2012,12.1,0.084,5.47
USGS_5427910,10/14/2012,30.9,0.112,21.2
USGS_5427910,10/15/2012,29.4,0.168,27
USGS_5427910,10/16/2012,16.9,0.141,12.9
USGS_5427910,10/17/2012,15.5,0.128,10.7
USGS_5427910,10/18/2012,22.8,0.113,14
USGS_5427910,10/19/2012,20,0.106,11.4
USGS_5427910,10/20/2012,17.1,0.103,9.46
USGS_5427910,10/21/2012,15.2,0.102,8.38
USGS_5427910,10/22/2012,16.6,0.104,9.43
USGS_5427910,10/23/2012,18.9,0.107,10.9
USGS_5427910,10/24/2012,17.7,0.0965,9.23
USGS_5427910,10/25/2012,18.4,0.0927,9.22
USGS_5427910,10/26/2012,20,0.0894,9.66
USGS_5427910,10/27/2012,17.1,0.0863,7.96
USGS_5427910,10/28/2012,16.2,0.0833,7.3
USGS_5427910,10/29/2012,15.6,0.0803,6.75
USGS_5427910,10/30/2012,13.9,0.0775,5.84
USGS_5427910,10/31/2012,13.4,0.0748,5.42
USGS_5427910,11/1/2012,13.5,0.0721,5.27
USGS_5427910,11/2/2012,13,0.0696,4.88
USGS_5427910,11/3/2012,12.7,0.0671,4.6
USGS_5427910,11/4/2012,12.4,0.0648,4.35
USGS_5427910,11/5/2012,12.4,0.0625,4.18
USGS_5427910,11/6/2012,13.3,0.0603,4.32
USGS_5427910,11/7/2012,12.5,0.0582,3.92
USGS_5427910,11/8/2012,13.4,0.0561,4.05
USGS_5427910,11/9/2012,11.9,0.0541,3.49
USGS_5427910,11/10/2012,13.1,0.0522,3.7
USGS_5427910,11/11/2012,18.4,0.0529,5.35
USGS_5427910,11/12/2012,23.6,0.0644,8.31
USGS_5427910,11/13/2012,16,0.0556,4.83
USGS_5427910,11/14/2012,14.8,0.0499,4
USGS_5427910,11/15/2012,14.3,0.0454,3.51
USGS_5427910,11/16/2012,13.6,0.0444,3.27
USGS_5427910,11/17/2012,12.5,0.0439,2.97
USGS_5427910,11/18/2012,12.4,0.0434,2.9
USGS_5427910,11/19/2012,12.8,0.0428,2.95
USGS_5427910,11/20/2012,13,0.0423,2.97
USGS_5427910,11/21/2012,12.7,0.0418,2.87
USGS_5427910,11/22/2012,14.3,0.0413,3.19
USGS_5427910,11/23/2012,11.1,0.0408,2.45
USGS_5427910,11/24/2012,11.8,0.0403,2.57
USGS_5427910,11/25/2012,12.2,0.0398,2.63
USGS_5427910,11/26/2012,11.4,0.0393,2.42
USGS_5427910,11/27/2012,11.2,0.0389,2.35
USGS_5427910,11/28/2012,11.8,0.0384,2.45
USGS_5427910,11/29/2012,11.4,0.0379,2.33
USGS_5427910,11/30/2012,11.2,0.0375,2.26
USGS_5427910,12/1/2012,10.9,0.037,2.18
USGS_5427910,12/2/2012,11.7,0.0366,2.32
USGS_5427910,12/3/2012,11.4,0.0361,2.22
USGS_5427910,12/4/2012,12.1,0.0357,2.34
USGS_5427910,12/5/2012,10.1,0.0353,1.92
USGS_5427910,12/6/2012,10.1,0.0348,1.91
USGS_5427910,12/7/2012,10.9,0.0344,2.03
USGS_5427910,12/8/2012,10.8,0.034,1.99
USGS_5427910,12/9/2012,11.1,0.0336,2.01
USGS_5427910,12/10/2012,12.8,0.0332,2.3
USGS_5427910,12/11/2012,12.7,0.0328,2.25
USGS_5427910,12/12/2012,11.3,0.0324,1.97
USGS_5427910,12/13/2012,11.6,0.0321,2.01
USGS_5427910,12/14/2012,11,0.0322,1.91
USGS_5427910,12/15/2012,13.7,0.0323,2.39
USGS_5427910,12/16/2012,18.9,0.0325,3.31
USGS_5427910,12/17/2012,16.5,0.0327,2.92
USGS_5427910,12/18/2012,14.7,0.0329,2.61
USGS_5427910,12/19/2012,14.2,0.033,2.53
USGS_5427910,12/20/2012,10.3,0.0332,1.85
USGS_5427910,12/21/2012,10.6,0.0334,1.91
USGS_5427910,12/22/2012,9.64,0.0336,1.75
USGS_5427910,12/23/2012,11.5,0.0338,2.1
USGS_5427910,12/24/2012,12.2,0.034,2.25
USGS_5427910,12/25/2012,12.9,0.0341,2.39
USGS_5427910,12/26/2012,12.9,0.0343,2.39
USGS_5427910,12/27/2012,13,0.0345,2.42
USGS_5427910,12/28/2012,14,0.0347,2.62
USGS_5427910,12/29/2012,15,0.0349,2.83
USGS_5427910,12/30/2012,15,0.0351,2.84
USGS_5427910,12/31/2012,15,0.0353,2.86
USGS_5427910,1/1/2013,15,0.0355,2.87
USGS_5427910,1/2/2013,15,0.0356,2.89
USGS_5427910,1/3/2013,14,0.0358,2.71
USGS_5427910,1/4/2013,13.7,0.036,2.67
USGS_5427910,1/5/2013,14.5,0.0362,2.85
USGS_5427910,1/6/2013,14.4,0.0364,2.84
USGS_5427910,1/7/2013,14.6,0.0366,2.88
USGS_5427910,1/8/2013,14.9,0.0368,2.96
USGS_5427910,1/9/2013,15.4,0.037,3.08
USGS_5427910,1/10/2013,15.3,0.0373,3.09
USGS_5427910,1/11/2013,23,0.0442,5.56
USGS_5427910,1/12/2013,35,0.087,16.4
USGS_5427910,1/13/2013,26.3,0.0929,13.3
USGS_5427910,1/14/2013,19.6,0.0767,8.08
USGS_5427910,1/15/2013,17.9,0.0671,6.5
USGS_5427910,1/16/2013,15.9,0.0587,5.04
USGS_5427910,1/17/2013,14.8,0.0515,4.12
USGS_5427910,1/18/2013,14.7,0.0484,3.84
USGS_5427910,1/19/2013,15.1,0.0475,3.87
USGS_5427910,1/20/2013,12.7,0.0466,3.19
USGS_5427910,1/21/2013,13.9,0.0458,3.43
USGS_5427910,1/22/2013,12.7,0.0449,3.09
USGS_5427910,1/23/2013,12.5,0.0441,2.98
USGS_5427910,1/24/2013,14.7,0.0432,3.44
USGS_5427910,1/25/2013,14.3,0.0424,3.29
USGS_5427910,1/26/2013,13.8,0.0417,3.1
USGS_5427910,1/27/2013,17.4,0.0409,3.85
USGS_5427910,1/28/2013,17.7,0.0498,5.01
USGS_5427910,1/29/2013,90.3,0.297,165
USGS_5427910,1/30/2013,135,0.636,462
USGS_5427910,1/31/2013,76.6,0.681,282
USGS_5427910,2/1/2013,62.5,0.728,246
USGS_5427910,2/2/2013,59.2,0.752,241
USGS_5427910,2/3/2013,45.9,0.609,151
USGS_5427910,2/4/2013,36.2,0.47,92.3
USGS_5427910,2/5/2013,30.8,0.33,55
USGS_5427910,2/6/2013,26.2,0.232,33
USGS_5427910,2/7/2013,24.5,0.177,23.4
USGS_5427910,2/8/2013,22.5,0.136,16.6
USGS_5427910,2/9/2013,23.9,0.105,13.5
USGS_5427910,2/10/2013,29.3,0.088,14.2
USGS_5427910,2/11/2013,78.2,0.129,54.3
USGS_5427910,2/12/2013,55.6,0.17,50.8
USGS_5427910,2/13/2013,46.2,0.192,48
USGS_5427910,2/14/2013,37.1,0.185,37.3
USGS_5427910,2/15/2013,26,0.151,21.3
USGS_5427910,2/16/2013,22.4,0.127,15.3
USGS_5427910,2/17/2013,22.2,0.108,12.8
USGS_5427910,2/18/2013,22.1,0.0909,10.8
USGS_5427910,2/19/2013,20.9,0.0768,8.71
USGS_5427910,2/20/2013,20.6,0.0649,7.18
USGS_5427910,2/21/2013,20.3,0.0552,6.07
USGS_5427910,2/22/2013,19.5,0.0526,5.55
USGS_5427910,2/23/2013,21.5,0.052,6.03
USGS_5427910,2/24/2013,21.1,0.0515,5.87
USGS_5427910,2/25/2013,21.3,0.051,5.87
USGS_5427910,2/26/2013,20.7,0.0505,5.64
USGS_5427910,2/27/2013,19.8,0.05,5.35
USGS_5427910,2/28/2013,25.7,0.0495,6.87
USGS_5427910,3/1/2013,21.6,0.049,5.72
USGS_5427910,3/2/2013,20.7,0.0485,5.43
USGS_5427910,3/3/2013,21.6,0.048,5.61
USGS_5427910,3/4/2013,22.4,0.0475,5.74
USGS_5427910,3/5/2013,21.9,0.047,5.57
USGS_5427910,3/6/2013,22.8,0.0466,5.72
USGS_5427910,3/7/2013,22.9,0.0461,5.71
USGS_5427910,3/8/2013,23.5,0.0456,5.79
USGS_5427910,3/9/2013,26,0.046,6.49
USGS_5427910,3/10/2013,109,0.108,72.1
USGS_5427910,3/11/2013,344,0.282,525
USGS_5427910,3/12/2013,215,0.403,465
USGS_5427910,3/13/2013,177,0.534,510
USGS_5427910,3/14/2013,134,0.566,409
USGS_5427910,3/15/2013,98.4,0.572,304
USGS_5427910,3/16/2013,77.8,0.524,221
USGS_5427910,3/17/2013,55.8,0.462,140
USGS_5427910,3/18/2013,49.2,0.335,89.5
USGS_5427910,3/19/2013,36,0.233,45.3
USGS_5427910,3/20/2013,31.7,0.162,27.6
USGS_5427910,3/21/2013,32.1,0.116,20
USGS_5427910,3/22/2013,30.5,0.104,17.2
USGS_5427910,3/23/2013,32.6,0.0977,17.2
USGS_5427910,3/24/2013,35.4,0.0916,17.5
USGS_5427910,3/25/2013,33.1,0.0858,15.3
USGS_5427910,3/26/2013,37.5,0.0923,19.3
USGS_5427910,3/27/2013,64.5,0.298,111
USGS_5427910,3/28/2013,97.3,0.778,409
USGS_5427910,3/29/2013,130,0.759,533
USGS_5427910,3/30/2013,145,0.676,529
USGS_5427910,3/31/2013,154,0.592,494
USGS_5427910,4/1/2013,115,0.507,317
USGS_5427910,4/2/2013,90.2,0.443,216
USGS_5427910,4/3/2013,71.5,0.384,149
USGS_5427910,4/4/2013,63,0.319,109
USGS_5427910,4/5/2013,54.1,0.258,75.7
USGS_5427910,4/6/2013,46.7,0.208,52.3
USGS_5427910,4/7/2013,48.3,0.168,44
USGS_5427910,4/8/2013,59.5,0.142,45.2
USGS_5427910,4/9/2013,92.5,0.14,72.2
USGS_5427910,4/10/2013,140,0.211,160
USGS_5427910,4/11/2013,125,0.233,157
USGS_5427910,4/12/2013,111,0.216,130
USGS_5427910,4/13/2013,88.8,0.177,85.3
USGS_5427910,4/14/2013,71.5,0.146,56.4
USGS_5427910,4/15/2013,80.2,0.13,56.3
USGS_5427910,4/16/2013,70.2,0.118,44.6
USGS_5427910,4/17/2013,79,0.128,56.7
USGS_5427910,4/18/2013,135,0.219,161
USGS_5427910,4/19/2013,98.4,0.188,100
USGS_5427910,4/20/2013,81.2,0.141,61.9
USGS_5427910,4/21/2013,61.1,0.112,37
USGS_5427910,4/22/2013,54.1,0.0979,28.6
USGS_5427910,4/23/2013,52.4,0.0901,25.5
USGS_5427910,4/24/2013,47.7,0.0836,21.5
USGS_5427910,4/25/2013,42.8,0.0776,17.9
USGS_5427910,4/26/2013,37.6,0.072,14.6
USGS_5427910,4/27/2013,33.1,0.0683,12.2
USGS_5427910,4/28/2013,31.9,0.0665,11.5
USGS_5427910,4/29/2013,31.5,0.0649,11
USGS_5427910,4/30/2013,33.3,0.0633,11.4
USGS_5427910,5/1/2013,29.1,0.0617,9.7
USGS_5427910,5/2/2013,27.8,0.0601,9.04
USGS_5427910,5/3/2013,36.6,0.0586,11.6
USGS_5427910,5/4/2013,41.6,0.0572,12.8
USGS_5427910,5/5/2013,36.4,0.0557,11
USGS_5427910,5/6/2013,33,0.0543,9.68
USGS_5427910,5/7/2013,29,0.053,8.29
USGS_5427910,5/8/2013,25.1,0.0517,7
USGS_5427910,5/9/2013,27.6,0.052,7.82
USGS_5427910,5/10/2013,70.2,0.0957,36.5
USGS_5427910,5/11/2013,52,0.111,31.1
USGS_5427910,5/12/2013,44.3,0.0948,22.8
USGS_5427910,5/13/2013,33.7,0.0792,14.5
USGS_5427910,5/14/2013,30,0.0658,10.6
USGS_5427910,5/15/2013,27,0.0562,8.2
USGS_5427910,5/16/2013,21.3,0.0559,6.42
USGS_5427910,5/17/2013,29,0.0567,8.71
USGS_5427910,5/18/2013,26.7,0.0576,8.3
USGS_5427910,5/19/2013,26,0.0585,8.22
USGS_5427910,5/20/2013,33,0.0594,10.3
USGS_5427910,5/21/2013,25.8,0.0603,8.41
USGS_5427910,5/22/2013,25.1,0.0612,8.31
USGS_5427910,5/23/2013,26.2,0.0622,8.8
USGS_5427910,5/24/2013,21.6,0.0631,7.35
USGS_5427910,5/25/2013,20.5,0.0641,7.11
USGS_5427910,5/26/2013,19.8,0.065,6.96
USGS_5427910,5/27/2013,20,0.066,7.12
USGS_5427910,5/28/2013,33.2,0.0671,12
USGS_5427910,5/29/2013,29.2,0.0681,10.7
USGS_5427910,5/30/2013,40,0.0691,14.8
USGS_5427910,5/31/2013,35.4,0.0702,13.4
USGS_5427910,6/1/2013,24.8,0.0713,9.54
USGS_5427910,6/2/2013,22,0.0724,8.61
USGS_5427910,6/3/2013,19.6,0.0735,7.77
USGS_5427910,6/4/2013,19.3,0.0746,7.79
USGS_5427910,6/5/2013,22,0.0757,9
USGS_5427910,6/6/2013,24.8,0.0769,10.3
USGS_5427910,6/7/2013,22.1,0.0781,9.33
USGS_5427910,6/8/2013,19.6,0.0793,8.39
USGS_5427910,6/9/2013,19.3,0.0805,8.38
USGS_5427910,6/10/2013,23.9,0.0817,10.6
USGS_5427910,6/11/2013,18.6,0.083,8.34
USGS_5427910,6/12/2013,23,0.0885,11.5
USGS_5427910,6/13/2013,48.3,0.128,34.5
USGS_5427910,6/14/2013,26.1,0.089,12.6
USGS_5427910,6/15/2013,26.2,0.0844,11.9
USGS_5427910,6/16/2013,27.7,0.0836,12.5
USGS_5427910,6/17/2013,20.3,0.0829,9.07
USGS_5427910,6/18/2013,17.6,0.0822,7.8
USGS_5427910,6/19/2013,16.5,0.0814,7.27
USGS_5427910,6/20/2013,15.7,0.0807,6.84
USGS_5427910,6/21/2013,25.2,0.0819,11.2
USGS_5427910,6/22/2013,34.4,0.0985,18.7
USGS_5427910,6/23/2013,180,0.257,253
USGS_5427910,6/24/2013,69.9,0.248,93.7
USGS_5427910,6/25/2013,104,0.265,150
USGS_5427910,6/26/2013,511,0.225,572
USGS_5427910,6/27/2013,248,0.342,445
USGS_5427910,6/28/2013,69,0.459,168
USGS_5427910,6/29/2013,74.5,0.612,247
USGS_5427910,6/30/2013,81.5,0.664,292
USGS_5427910,7/1/2013,86.3,0.686,319
USGS_5427910,7/2/2013,73.4,0.575,229
USGS_5427910,7/3/2013,67.5,0.438,160
USGS_5427910,7/4/2013,52,0.351,97.9
USGS_5427910,7/5/2013,42,0.289,65.7
USGS_5427910,7/6/2013,34,0.239,44.5
USGS_5427910,7/7/2013,28,0.216,33
USGS_5427910,7/8/2013,26,0.205,28.1
USGS_5427910,7/9/2013,32,0.195,31.1
USGS_5427910,7/10/2013,29.9,0.185,29.8
USGS_5427910,7/11/2013,24.3,0.175,23.1
USGS_5427910,7/12/2013,21.9,0.167,19.8
USGS_5427910,7/13/2013,22.9,0.158,19.5
USGS_5427910,7/14/2013,22.2,0.15,18
USGS_5427910,7/15/2013,20.2,0.142,15.5
USGS_5427910,7/16/2013,19.3,0.135,14.1
USGS_5427910,7/17/2013,20.9,0.129,14.5
USGS_5427910,7/18/2013,18.3,0.125,12.4
USGS_5427910,7/19/2013,18.7,0.123,12.4
USGS_5427910,7/20/2013,16.9,0.12,11
USGS_5427910,7/21/2013,20.5,0.118,13
USGS_5427910,7/22/2013,32,0.115,19.9
USGS_5427910,7/23/2013,25.1,0.113,15.2
USGS_5427910,7/24/2013,21.4,0.11,12.7
USGS_5427910,7/25/2013,19.1,0.108,11.1
USGS_5427910,7/26/2013,19.9,0.105,11.3
USGS_5427910,7/27/2013,19.6,0.103,10.9
USGS_5427910,7/28/2013,18,0.101,9.82
USGS_5427910,7/29/2013,17.3,0.0988,9.25
USGS_5427910,7/30/2013,16.3,0.0967,8.49
USGS_5427910,7/31/2013,16.4,0.0946,8.38
USGS_5427910,8/1/2013,15.6,0.0926,7.79
USGS_5427910,8/2/2013,16.4,0.0906,8.05
USGS_5427910,8/3/2013,15.4,0.0887,7.36
USGS_5427910,8/4/2013,14.3,0.0868,6.7
USGS_5427910,8/5/2013,15.3,0.0849,7.04
USGS_5427910,8/6/2013,14.6,0.0831,6.57
USGS_5427910,8/7/2013,13.7,0.0813,6.01
USGS_5427910,8/8/2013,13.7,0.0796,5.88
USGS_5427910,8/9/2013,13.3,0.0779,5.61
USGS_5427910,8/10/2013,13.1,0.0762,5.37
USGS_5427910,8/11/2013,12.7,0.0746,5.12
USGS_5427910,8/12/2013,13,0.073,5.13
USGS_5427910,8/13/2013,13.4,0.0714,5.16
USGS_5427910,8/14/2013,13.1,0.0699,4.95
USGS_5427910,8/15/2013,12.7,0.0684,4.69
USGS_5427910,8/16/2013,12.9,0.0669,4.67
USGS_5427910,8/17/2013,12.9,0.0657,4.57
USGS_5427910,8/18/2013,12.6,0.0645,4.41
USGS_5427910,8/19/2013,12.7,0.0634,4.35
USGS_5427910,8/20/2013,12.9,0.0622,4.34
USGS_5427910,8/21/2013,12.9,0.0611,4.25
USGS_5427910,8/22/2013,21.5,0.081,10.8
USGS_5427910,8/23/2013,22,0.0848,10.2
USGS_5427910,8/24/2013,18.1,0.0798,7.82
USGS_5427910,8/25/2013,16.5,0.0796,7.1
USGS_5427910,8/26/2013,15.1,0.0795,6.49
USGS_5427910,8/27/2013,14.9,0.0793,6.39
USGS_5427910,8/28/2013,14.7,0.0792,6.29
USGS_5427910,8/29/2013,14.3,0.079,6.11
USGS_5427910,8/30/2013,14.1,0.0788,5.99
USGS_5427910,8/31/2013,13.8,0.0787,5.88
USGS_5427910,9/1/2013,13.3,0.0785,5.64
USGS_5427910,9/2/2013,13.8,0.0784,5.85
USGS_5427910,9/3/2013,13.3,0.0782,5.61
USGS_5427910,9/4/2013,12.6,0.078,5.3
USGS_5427910,9/5/2013,12.6,0.0779,5.31
USGS_5427910,9/6/2013,12.8,0.0777,5.37
USGS_5427910,9/7/2013,12.4,0.0776,5.2
USGS_5427910,9/8/2013,12.5,0.0774,5.21
USGS_5427910,9/9/2013,13.2,0.0772,5.49
USGS_5427910,9/10/2013,12.6,0.0771,5.26
USGS_5427910,9/11/2013,12.8,0.0769,5.3
USGS_5427910,9/12/2013,12.7,0.0768,5.26
USGS_5427910,9/13/2013,12.2,0.0766,5.06
USGS_5427910,9/14/2013,11.9,0.0765,4.91
USGS_5427910,9/15/2013,14.6,0.0763,6
USGS_5427910,9/16/2013,14.6,0.0762,6.02
USGS_5427910,9/17/2013,13.3,0.076,5.47
USGS_5427910,9/18/2013,12.9,0.076,5.31
USGS_5427910,9/19/2013,15.1,0.0775,6.33
USGS_5427910,9/20/2013,32.1,0.0871,15.2
USGS_5427910,9/21/2013,22,0.0792,9.41
USGS_5427910,9/22/2013,18,0.0769,7.48
USGS_5427910,9/23/2013,16.2,0.0746,6.53
USGS_5427910,9/24/2013,15.7,0.0725,6.15
USGS_5427910,9/25/2013,15.6,0.0704,5.95
USGS_5427910,9/26/2013,15.4,0.0684,5.69
USGS_5427910,9/27/2013,15.1,0.0664,5.42
USGS_5427910,9/28/2013,15.3,0.0645,5.34
USGS_5427910,9/29/2013,15.2,0.0627,5.16
USGS_5427910,9/30/2013,15.4,0.0609,5.06
USGS_5427910,10/1/2013,15.5,0.0568,4.76
USGS_5427910,10/2/2013,14.4,0.0509,3.95
USGS_5427910,10/3/2013,15.3,0.0456,3.74
USGS_5427910,10/4/2013,17.7,0.0408,3.9
USGS_5427910,10/5/2013,18.8,0.0365,3.7
USGS_5427910,10/6/2013,18.7,0.0327,3.31
USGS_5427910,10/7/2013,17.7,0.0293,2.81
USGS_5427910,10/8/2013,14.7,0.0262,2.08
USGS_5427910,10/9/2013,13.8,0.0235,1.76
USGS_5427910,10/10/2013,13,0.021,1.48
USGS_5427910,10/11/2013,12.1,0.0188,1.23
USGS_5427910,10/12/2013,11.4,0.0169,1.04
USGS_5427910,10/13/2013,11,0.0151,0.9
USGS_5427910,10/14/2013,10.3,0.0135,0.76
USGS_5427910,10/15/2013,12.2,0.0121,0.79
USGS_5427910,10/16/2013,12.8,0.0108,0.75
USGS_5427910,10/17/2013,10.4,0.00972,0.55
USGS_5427910,10/18/2013,11.6,0.0087,0.55
USGS_5427910,10/19/2013,11.7,0.00779,0.49
USGS_5427910,10/20/2013,9.58,0.00698,0.36
USGS_5427910,10/21/2013,11.3,0.00625,0.38
USGS_5427910,10/22/2013,8.4,0.00559,0.25
USGS_5427910,10/23/2013,8.42,0.00507,0.23
USGS_5427910,10/24/2013,9.09,0.005,0.25
USGS_5427910,10/25/2013,10.2,0.005,0.27
USGS_5427910,10/26/2013,9.76,0.005,0.26
USGS_5427910,10/27/2013,9.07,0.005,0.24
USGS_5427910,10/28/2013,8.16,0.005,0.22
USGS_5427910,10/29/2013,7.01,0.005,0.19
USGS_5427910,10/30/2013,13.1,0.005,0.35
USGS_5427910,10/31/2013,14.7,0.0113,0.9
USGS_5427910,11/1/2013,17.6,0.0439,4.17
USGS_5427910,11/2/2013,16.8,0.0367,3.33
USGS_5427910,11/3/2013,11.6,0.0304,1.9
USGS_5427910,11/4/2013,18,0.0252,2.45
USGS_5427910,11/5/2013,25,0.0225,3.04
USGS_5427910,11/6/2013,29.6,0.0635,10.1
USGS_5427910,11/7/2013,26,0.0809,11.4
USGS_5427910,11/8/2013,19.7,0.082,8.73
USGS_5427910,11/9/2013,22.3,0.0763,9.19
USGS_5427910,11/10/2013,18.8,0.0695,7.07
USGS_5427910,11/11/2013,16.8,0.0633,5.77
USGS_5427910,11/12/2013,16.1,0.0574,4.98
USGS_5427910,11/13/2013,16,0.0504,4.36
USGS_5427910,11/14/2013,16.5,0.044,3.92
USGS_5427910,11/15/2013,15.2,0.0385,3.17
USGS_5427910,11/16/2013,17,0.0337,3.08
USGS_5427910,11/17/2013,39.4,0.0695,19.4
USGS_5427910,11/18/2013,44.4,0.144,34.5
USGS_5427910,11/19/2013,27.6,0.145,21.7
USGS_5427910,11/20/2013,26.6,0.124,17.9
USGS_5427910,11/21/2013,25.6,0.106,14.5
USGS_5427910,11/22/2013,24,0.0892,11.5
USGS_5427910,11/23/2013,19.3,0.0754,7.9
USGS_5427910,11/24/2013,17.5,0.0638,6.01
USGS_5427910,11/25/2013,18.3,0.0539,5.33
USGS_5427910,11/26/2013,18.7,0.0591,5.92
USGS_5427910,11/27/2013,17.6,0.319,30.5
USGS_5427910,11/28/2013,19.1,0.1,10.4
USGS_5427910,11/29/2013,18.8,0.0703,7.12
USGS_5427910,11/30/2013,19.8,0.0683,7.29
USGS_5427910,12/1/2013,19.2,0.0664,6.9
USGS_5427910,12/2/2013,18.7,0.0645,6.5
USGS_5427910,12/3/2013,20.2,0.0627,6.86
USGS_5427910,12/4/2013,24.3,0.061,8
USGS_5427910,12/5/2013,29.3,0.0593,9.37
USGS_5427910,12/6/2013,21.6,0.0576,6.73
USGS_5427910,12/7/2013,19.9,0.056,6.01
USGS_5427910,12/8/2013,19.5,0.0544,5.74
USGS_5427910,12/9/2013,20,0.0529,5.7
USGS_5427910,12/10/2013,18.9,0.0514,5.26
USGS_5427910,12/11/2013,18.3,0.05,4.95
USGS_5427910,12/12/2013,18.5,0.0486,4.84
USGS_5427910,12/13/2013,18.8,0.0472,4.8
USGS_5427910,12/14/2013,18.8,0.0459,4.66
USGS_5427910,12/15/2013,18.8,0.0446,4.53
USGS_5427910,12/16/2013,18.8,0.0433,4.4
USGS_5427910,12/17/2013,18.8,0.0421,4.28
USGS_5427910,12/18/2013,18.8,0.0411,4.17
USGS_5427910,12/19/2013,18.8,0.0407,4.14
USGS_5427910,12/20/2013,18.8,0.0404,4.11
USGS_5427910,12/21/2013,18.8,0.0401,4.08
USGS_5427910,12/22/2013,18.8,0.0398,4.05
