Site_ID,sampledate,Q_cfs,SRP_mgL,SRP_lbday
USGS_5427910,5/19/2015,16.9,0.0933,8.54
USGS_5427910,5/20/2015,14.7,0.0936,7.43
USGS_5427910,5/21/2015,15.2,0.094,7.69
USGS_5427910,5/22/2015,12.9,0.0943,6.56
USGS_5427910,5/23/2015,13.7,0.0946,7
USGS_5427910,5/24/2015,17.1,0.0987,9.29
USGS_5427910,5/25/2015,25.1,0.123,16.6
USGS_5427910,5/26/2015,31.3,0.106,17.6
USGS_5427910,5/27/2015,40.1,0.145,30.7
USGS_5427910,5/28/2015,38.8,0.209,43.9
USGS_5427910,5/29/2015,70.1,0.221,81.4
USGS_5427910,5/30/2015,65.9,0.231,82
USGS_5427910,5/31/2015,54.3,0.255,74.6
USGS_5427910,6/1/2015,42.6,0.226,52.2
USGS_5427910,6/2/2015,35.1,0.196,37.3
USGS_5427910,6/3/2015,30.7,0.166,27.6
USGS_5427910,6/4/2015,26.3,0.138,19.6
USGS_5427910,6/5/2015,20.9,0.117,13.2
USGS_5427910,6/6/2015,17.4,0.0983,9.29
USGS_5427910,6/7/2015,17,0.0933,8.59
USGS_5427910,6/8/2015,14.5,0.0914,7.14
USGS_5427910,6/9/2015,13.5,0.0895,6.54
USGS_5427910,6/10/2015,13.2,0.0877,6.26
USGS_5427910,6/11/2015,17.4,0.0901,8.64
USGS_5427910,6/12/2015,58.8,0.118,37.5
USGS_5427910,6/13/2015,32.7,0.131,23.1
USGS_5427910,6/14/2015,29.5,0.142,22.6
USGS_5427910,6/15/2015,26.4,0.152,21.7
USGS_5427910,6/16/2015,23.1,0.159,19.9
USGS_5427910,6/17/2015,20.9,0.154,17.5
USGS_5427910,6/18/2015,18.4,0.149,14.8
USGS_5427910,6/19/2015,17.2,0.144,13.4
USGS_5427910,6/20/2015,17.2,0.142,13.1
USGS_5427910,6/21/2015,15.6,0.139,11.8
USGS_5427910,6/22/2015,21.3,0.137,15.7
USGS_5427910,6/23/2015,18.9,0.135,13.8
USGS_5427910,6/24/2015,16.4,0.133,11.8
USGS_5427910,6/25/2015,15.4,0.133,11.1
USGS_5427910,6/26/2015,14.7,0.133,10.6
USGS_5427910,6/27/2015,14.8,0.133,10.6
USGS_5427910,6/28/2015,16.3,0.133,11.7
USGS_5427910,6/29/2015,16.2,0.132,11.6
USGS_5427910,6/30/2015,15.5,0.132,11.1
USGS_5427910,7/1/2015,14.8,0.132,10.5
USGS_5427910,7/2/2015,15.4,0.132,11
USGS_5427910,7/3/2015,14.9,0.132,10.6
USGS_5427910,7/4/2015,15.1,0.132,10.7
USGS_5427910,7/5/2015,15.4,0.132,10.9
USGS_5427910,7/6/2015,16.7,0.131,11.8
USGS_5427910,7/7/2015,24.4,0.131,17.3
USGS_5427910,7/8/2015,17.5,0.131,12.4
USGS_5427910,7/9/2015,16.3,0.131,11.5
USGS_5427910,7/10/2015,16.3,0.131,11.5
USGS_5427910,7/11/2015,15.5,0.131,10.9
USGS_5427910,7/12/2015,17,0.13,12
USGS_5427910,7/13/2015,20.7,0.13,14.5
USGS_5427910,7/14/2015,26.8,0.13,18.9
USGS_5427910,7/15/2015,18.9,0.13,13.3
USGS_5427910,7/16/2015,18.6,0.13,13.1
USGS_5427910,7/17/2015,29,0.13,20.4
USGS_5427910,7/18/2015,61.9,0.15,52.6
USGS_5427910,7/19/2015,34.5,0.157,29.6
USGS_5427910,7/20/2015,21.6,0.146,17.1
USGS_5427910,7/21/2015,17.3,0.142,13.3
USGS_5427910,7/22/2015,17,0.138,12.6
USGS_5427910,7/23/2015,16.5,0.133,11.9
USGS_5427910,7/24/2015,17.5,0.129,12.2
USGS_5427910,7/25/2015,15.3,0.124,10.2
USGS_5427910,7/26/2015,16.4,0.12,10.6
USGS_5427910,7/27/2015,16.9,0.115,10.5
USGS_5427910,7/28/2015,18.4,0.113,11.3
USGS_5427910,7/29/2015,13.9,0.113,8.47
USGS_5427910,7/30/2015,12.4,0.112,7.52
USGS_5427910,7/31/2015,11,0.112,6.67
USGS_5427910,8/1/2015,13,0.111,7.79
USGS_5427910,8/2/2015,14.6,0.111,8.74
USGS_5427910,8/3/2015,10.7,0.11,6.36
USGS_5427910,8/4/2015,11.5,0.109,6.81
USGS_5427910,8/5/2015,13.4,0.109,7.88
USGS_5427910,8/6/2015,14,0.108,8.18
USGS_5427910,8/7/2015,16.7,0.108,9.72
USGS_5427910,8/8/2015,13.9,0.107,8.05
USGS_5427910,8/9/2015,13.1,0.107,7.53
USGS_5427910,8/10/2015,11.6,0.106,6.61
USGS_5427910,8/11/2015,11.7,0.105,6.63
USGS_5427910,8/12/2015,12.8,0.105,7.22
USGS_5427910,8/13/2015,12.8,0.104,7.17
USGS_5427910,8/14/2015,11.4,0.103,6.36
USGS_5427910,8/15/2015,12.1,0.102,6.72
USGS_5427910,8/16/2015,13.4,0.102,7.38
USGS_5427910,8/17/2015,13.8,0.101,7.52
USGS_5427910,8/18/2015,15.7,0.1,8.51
USGS_5427910,8/19/2015,60.8,0.173,58.6
USGS_5427910,8/20/2015,17.1,0.127,12
USGS_5427910,8/21/2015,10.2,0.122,6.69
USGS_5427910,8/22/2015,10,0.119,6.41
USGS_5427910,8/23/2015,8.4,0.116,5.26
USGS_5427910,8/24/2015,7.72,0.113,4.71
USGS_5427910,8/25/2015,6.93,0.11,4.12
USGS_5427910,8/26/2015,7.53,0.107,4.36
USGS_5427910,8/27/2015,9.73,0.104,5.49
USGS_5427910,8/28/2015,9,0.102,4.93
USGS_5427910,8/29/2015,54.1,0.15,46
USGS_5427910,8/30/2015,31.3,0.153,26.1
USGS_5427910,8/31/2015,21.1,0.133,15.3
USGS_5427910,9/1/2015,15.7,0.116,9.85
USGS_5427910,9/2/2015,13.6,0.109,8.02
USGS_5427910,9/3/2015,10.9,0.108,6.37
USGS_5427910,9/4/2015,10.8,0.107,6.21
USGS_5427910,9/5/2015,11.6,0.105,6.62
USGS_5427910,9/6/2015,11.8,0.104,6.65
USGS_5427910,9/7/2015,12.1,0.103,6.72
USGS_5427910,9/8/2015,15.2,0.101,8.31
USGS_5427910,9/9/2015,12.5,0.1,6.75
USGS_5427910,9/10/2015,13,0.0987,6.92
USGS_5427910,9/11/2015,11.2,0.0974,5.87
USGS_5427910,9/12/2015,10.4,0.096,5.41
USGS_5427910,9/13/2015,9.94,0.0947,5.08
USGS_5427910,9/14/2015,12.1,0.0934,6.1
USGS_5427910,9/15/2015,11.5,0.092,5.71
USGS_5427910,9/16/2015,12.9,0.0907,6.32
USGS_5427910,9/17/2015,12.6,0.0916,6.26
USGS_5427910,9/18/2015,54.1,0.196,57.7
USGS_5427910,9/19/2015,44.9,0.266,65
USGS_5427910,9/20/2015,28,0.204,31.2
USGS_5427910,9/21/2015,22.3,0.155,18.8
USGS_5427910,9/22/2015,18.2,0.126,12.4
USGS_5427910,9/23/2015,15.3,0.122,10.1
USGS_5427910,9/24/2015,13.4,0.118,8.54
USGS_5427910,9/25/2015,12.5,0.114,7.68
USGS_5427910,9/26/2015,11.9,0.11,7.07
USGS_5427910,9/27/2015,12.3,0.106,7.09
USGS_5427910,9/28/2015,12,0.102,6.62
USGS_5427910,9/29/2015,91,0.232,131
USGS_5427910,9/30/2015,44.4,0.274,65.4
USGS_5427910,10/1/2015,41,0.23,50.8
USGS_5427910,10/2/2015,38.3,0.226,46.9
USGS_5427910,10/3/2015,35.4,0.22,42
USGS_5427910,10/4/2015,32.9,0.203,36.1
USGS_5427910,10/5/2015,29.8,0.187,30.1
USGS_5427910,10/6/2015,27.7,0.171,25.6
USGS_5427910,10/7/2015,25.6,0.155,21.4
USGS_5427910,10/8/2015,24.1,0.138,18
USGS_5427910,10/9/2015,22.9,0.122,15.1
USGS_5427910,10/10/2015,22.2,0.106,12.7
USGS_5427910,10/11/2015,21.8,0.0898,10.5
USGS_5427910,10/12/2015,19.6,0.0808,8.56
USGS_5427910,10/13/2015,18.2,0.0805,7.93
USGS_5427910,10/14/2015,20.4,0.0802,8.84
USGS_5427910,10/15/2015,18.7,0.0798,8.06
USGS_5427910,10/16/2015,18.6,0.0795,7.96
USGS_5427910,10/17/2015,18.6,0.0792,7.96
USGS_5427910,10/18/2015,18.7,0.0788,7.98
USGS_5427910,10/19/2015,19.7,0.0785,8.34
USGS_5427910,10/20/2015,18.9,0.0781,7.97
USGS_5427910,10/21/2015,18.8,0.0778,7.91
USGS_5427910,10/22/2015,18.5,0.0775,7.72
USGS_5427910,10/23/2015,18.6,0.0773,7.78
USGS_5427910,10/24/2015,26.6,0.0821,11.8
USGS_5427910,10/25/2015,22,0.0768,9.11
USGS_5427910,10/26/2015,21.3,0.0719,8.27
USGS_5427910,10/27/2015,21.3,0.0675,7.78
USGS_5427910,10/28/2015,58.7,0.174,56.5
USGS_5427910,10/29/2015,34.9,0.169,31.9
USGS_5427910,10/30/2015,35.8,0.113,21.8
USGS_5427910,10/31/2015,39.4,0.0727,15.4
USGS_5427910,11/1/2015,37.4,0.07,14.1
USGS_5427910,11/2/2015,34.9,0.07,13.2
USGS_5427910,11/3/2015,32,0.07,12.1
USGS_5427910,11/4/2015,31,0.07,11.7
USGS_5427910,11/5/2015,30.2,0.0703,11.5
USGS_5427910,11/6/2015,61.8,0.153,50.6
USGS_5427910,11/7/2015,38.4,0.123,25.6
USGS_5427910,11/8/2015,35,0.106,20
USGS_5427910,11/9/2015,33,0.0958,17.1
USGS_5427910,11/10/2015,30.3,0.0856,14
USGS_5427910,11/11/2015,30.7,0.0768,12.8
USGS_5427910,11/12/2015,40.6,0.0882,19.8
USGS_5427910,11/13/2015,29.9,0.0698,11.3
USGS_5427910,11/14/2015,31.2,0.0695,11.7
USGS_5427910,11/15/2015,29,0.0692,10.8
USGS_5427910,11/16/2015,28.6,0.069,10.6
USGS_5427910,11/17/2015,32.4,0.0802,14.9
USGS_5427910,11/18/2015,87.7,0.165,79.2
USGS_5427910,11/19/2015,40.4,0.126,27.7
USGS_5427910,11/20/2015,37,0.115,23
USGS_5427910,11/21/2015,37.3,0.107,21.5
USGS_5427910,11/22/2015,32.9,0.0983,17.5
USGS_5427910,11/23/2015,29.8,0.09,14.5
USGS_5427910,11/24/2015,29.1,0.0816,12.8
USGS_5427910,11/25/2015,30.5,0.0753,12.4
USGS_5427910,11/26/2015,43.7,0.0929,24.7
USGS_5427910,11/27/2015,99.7,0.272,145
USGS_5427910,11/28/2015,54,0.187,55.4
USGS_5427910,11/29/2015,45.3,0.128,31.3
USGS_5427910,11/30/2015,47.7,0.136,35.1
USGS_5427910,12/1/2015,63.1,0.164,56.1
USGS_5427910,12/2/2015,47.6,0.154,39.7
USGS_5427910,12/3/2015,41.3,0.145,32.3
USGS_5427910,12/4/2015,39.3,0.128,27.3
USGS_5427910,12/5/2015,36.3,0.111,21.8
USGS_5427910,12/6/2015,34.2,0.0942,17.4
USGS_5427910,12/7/2015,32.1,0.0808,14
USGS_5427910,12/8/2015,30.7,0.0792,13.1
USGS_5427910,12/9/2015,28.6,0.0786,12.1
USGS_5427910,12/10/2015,27.5,0.0779,11.6
USGS_5427910,12/11/2015,26.4,0.077,11
USGS_5427910,12/12/2015,26.4,0.0761,10.9
USGS_5427910,12/13/2015,33.9,0.0758,13.9
USGS_5427910,12/14/2015,116,0.229,146
USGS_5427910,12/15/2015,56.5,0.189,58.1
USGS_5427910,12/16/2015,46.4,0.159,39.9
USGS_5427910,12/17/2015,43.6,0.131,30.8
USGS_5427910,12/18/2015,39.5,0.108,23.2
USGS_5427910,12/19/2015,31.7,0.0907,15.5
USGS_5427910,12/20/2015,32.5,0.0862,15.1
USGS_5427910,12/21/2015,33.9,0.0823,15.1
USGS_5427910,12/22/2015,31.9,0.0784,13.5
USGS_5427910,12/23/2015,36.2,0.0775,15.2
USGS_5427910,12/24/2015,36.6,0.0762,15.1
USGS_5427910,12/25/2015,34.3,0.0732,13.6
USGS_5427910,12/26/2015,34.1,0.0696,12.8
USGS_5427910,12/27/2015,33.7,0.0632,11.5
USGS_5427910,12/28/2015,25.5,0.0566,7.83
USGS_5427910,12/29/2015,25.6,0.0573,8.62
USGS_5427910,12/30/2015,24.9,0.0566,9.44
USGS_5427910,12/31/2015,24.4,0.0541,8.71
USGS_5427910,1/1/2016,24.1,0.048,6.82
USGS_5427910,1/2/2016,23.8,0.0448,6.51
USGS_5427910,1/3/2016,23.6,0.0428,6.24
USGS_5427910,1/4/2016,23.4,0.041,5.44
USGS_5427910,1/5/2016,22.9,0.041,5.53
USGS_5427910,1/6/2016,22.5,0.0384,5.3
USGS_5427910,1/7/2016,22.1,0.038,5.07
USGS_5427910,1/8/2016,28.5,0.0395,6.94
USGS_5427910,1/9/2016,34,0.0454,9.83
USGS_5427910,1/10/2016,24.5,0.0444,6.65
USGS_5427910,1/11/2016,22.2,0.0414,6.55
USGS_5427910,1/12/2016,21.9,0.0391,5.77
USGS_5427910,1/13/2016,21.6,0.0386,5.34
USGS_5427910,1/14/2016,21.8,0.0384,5.48
USGS_5427910,1/15/2016,21.7,0.0381,5.66
USGS_5427910,1/16/2016,21.2,0.0378,5.2
USGS_5427910,1/17/2016,21,0.0375,4.72
USGS_5427910,1/18/2016,21,0.0372,4.68
USGS_5427910,1/19/2016,21,0.0369,4.58
USGS_5427910,1/20/2016,21,0.0366,4.84
USGS_5427910,1/21/2016,21,0.0363,4.95
USGS_5427910,1/22/2016,21,0.0362,5.12
USGS_5427910,1/23/2016,20.9,0.0384,5.68
USGS_5427910,1/24/2016,20.5,0.0412,6.24
USGS_5427910,1/25/2016,20.4,0.0439,6.9
USGS_5427910,1/26/2016,20.3,0.0455,7.39
USGS_5427910,1/27/2016,20.3,0.0441,6.92
USGS_5427910,1/28/2016,20.2,0.0426,6.07
USGS_5427910,1/29/2016,20.2,0.0411,5.13
USGS_5427910,1/30/2016,20.2,0.0396,4.8
USGS_5427910,1/31/2016,20.2,0.0381,4.5
USGS_5427910,2/1/2016,20.4,0.0366,4.26
USGS_5427910,2/2/2016,20.5,0.0351,4.17
USGS_5427910,2/3/2016,20.6,0.0336,4.36
USGS_5427910,2/4/2016,20.6,0.0322,3.97
USGS_5427910,2/5/2016,22.1,0.031,3.7
USGS_5427910,2/6/2016,21.7,0.0307,3.59
USGS_5427910,2/7/2016,22.2,0.0304,3.65
USGS_5427910,2/8/2016,23.3,0.0302,3.8
USGS_5427910,2/9/2016,18.3,0.0299,2.96
USGS_5427910,2/10/2016,21.5,0.0297,3.45
USGS_5427910,2/11/2016,20.3,0.0294,3.23
USGS_5427910,2/12/2016,18.9,0.0292,2.97
USGS_5427910,2/13/2016,18.8,0.029,2.93
USGS_5427910,2/14/2016,18.4,0.0287,3.07
USGS_5427910,2/15/2016,18.1,0.0284,3.34
USGS_5427910,2/16/2016,18.4,0.0282,3.56
USGS_5427910,2/17/2016,18.4,0.028,3.55
USGS_5427910,2/18/2016,19.1,0.028,3.6
USGS_5427910,2/19/2016,45.9,0.157,62.3
USGS_5427910,2/20/2016,119,0.655,424
USGS_5427910,2/21/2016,108,0.791,457
USGS_5427910,2/22/2016,75.7,0.732,300
USGS_5427910,2/23/2016,65.9,0.696,248
USGS_5427910,2/24/2016,53.4,0.475,138
USGS_5427910,2/25/2016,45.5,0.278,68.9
USGS_5427910,2/26/2016,38.6,0.188,39.4
USGS_5427910,2/27/2016,33.3,0.104,18.9
USGS_5427910,2/28/2016,35.1,0.0596,11.4
USGS_5427910,2/29/2016,35,0.054,10.2
USGS_5427910,3/1/2016,31.1,0.0443,7.46
USGS_5427910,3/2/2016,24.7,0.0379,5.03
USGS_5427910,3/3/2016,24.7,0.0349,4.65
USGS_5427910,3/4/2016,23.6,0.032,4.08
USGS_5427910,3/5/2016,24,0.0291,3.76
USGS_5427910,3/6/2016,25.6,0.0299,4.15
USGS_5427910,3/7/2016,31.8,0.0387,6.69
USGS_5427910,3/8/2016,39.2,0.0467,9.91
USGS_5427910,3/9/2016,42,0.0504,11.4
USGS_5427910,3/10/2016,38.4,0.0512,10.6
USGS_5427910,3/11/2016,33.2,0.0452,8.12
USGS_5427910,3/12/2016,30.9,0.0401,6.69
USGS_5427910,3/13/2016,29.2,0.0405,6.38
USGS_5427910,3/14/2016,30.6,0.0412,6.79
USGS_5427910,3/15/2016,29.6,0.0432,7.11
USGS_5427910,3/16/2016,134,0.202,149
USGS_5427910,3/17/2016,67.6,0.159,58.7
USGS_5427910,3/18/2016,55.4,0.117,35.2
USGS_5427910,3/19/2016,46.7,0.096,24.2
USGS_5427910,3/20/2016,41.8,0.0902,20.4
USGS_5427910,3/21/2016,36.1,0.0864,16.9
USGS_5427910,3/22/2016,32.8,0.0827,14.6
USGS_5427910,3/23/2016,32.3,0.0826,14.5
USGS_5427910,3/24/2016,41.6,0.0944,21.2
USGS_5427910,3/25/2016,39.2,0.0802,17
USGS_5427910,3/26/2016,38.8,0.0784,16.4
USGS_5427910,3/27/2016,37.8,0.0788,16.1
USGS_5427910,3/28/2016,36.9,0.0708,14.1
USGS_5427910,3/29/2016,32.2,0.0563,9.8
USGS_5427910,3/30/2016,31.8,0.0453,7.81
USGS_5427910,3/31/2016,60.8,0.0666,22.1
USGS_5427910,4/1/2016,50.8,0.0841,23.1
USGS_5427910,4/2/2016,44.6,0.0692,16.7
USGS_5427910,4/3/2016,40.3,0.0512,11.2
USGS_5427910,4/4/2016,34.7,0.036,6.73
USGS_5427910,4/5/2016,34.1,0.0286,5.29
USGS_5427910,4/6/2016,48.1,0.0347,9.18
USGS_5427910,4/7/2016,38.7,0.0328,6.87
USGS_5427910,4/8/2016,35.1,0.028,5.32
USGS_5427910,4/9/2016,31.2,0.028,4.72
USGS_5427910,4/10/2016,30.9,0.028,4.67
USGS_5427910,4/11/2016,29.2,0.028,4.42
USGS_5427910,4/12/2016,27.3,0.028,4.13
USGS_5427910,4/13/2016,25.2,0.028,3.8
USGS_5427910,4/14/2016,24.4,0.028,3.69
USGS_5427910,4/15/2016,23.5,0.028,3.55
USGS_5427910,4/16/2016,22.9,0.028,3.46
USGS_5427910,4/17/2016,22.8,0.028,3.45
USGS_5427910,4/18/2016,21.3,0.028,3.22
USGS_5427910,4/19/2016,22,0.028,3.32
USGS_5427910,4/20/2016,22.7,0.028,3.43
USGS_5427910,4/21/2016,22.1,0.028,3.35
USGS_5427910,4/22/2016,20.6,0.028,3.12
USGS_5427910,4/23/2016,19.4,0.028,2.93
USGS_5427910,4/24/2016,19.4,0.028,2.93
USGS_5427910,4/25/2016,20.3,0.028,3.07
USGS_5427910,4/26/2016,18.7,0.028,2.83
USGS_5427910,4/27/2016,19.5,0.028,2.95
USGS_5427910,4/28/2016,24.4,0.028,3.69
USGS_5427910,4/29/2016,23,0.028,3.47
USGS_5427910,4/30/2016,24.7,0.0338,4.8
USGS_5427910,5/1/2016,33.8,0.0557,10.4
USGS_5427910,5/2/2016,26.7,0.0512,7.4
USGS_5427910,5/3/2016,26.3,0.0526,7.48
USGS_5427910,5/4/2016,25.6,0.054,7.45
USGS_5427910,5/5/2016,22.8,0.0554,6.81
USGS_5427910,5/6/2016,22,0.0568,6.76
USGS_5427910,5/7/2016,21.5,0.0581,6.73
USGS_5427910,5/8/2016,19.6,0.0595,6.29
USGS_5427910,5/9/2016,18.8,0.0608,6.17
USGS_5427910,5/10/2016,29.7,0.0738,12.1
USGS_5427910,5/11/2016,29.9,0.0723,11.7
USGS_5427910,5/12/2016,37.6,0.0734,14.9
USGS_5427910,5/13/2016,31.3,0.0848,14.3
USGS_5427910,5/14/2016,30.4,0.0803,13.2
USGS_5427910,5/15/2016,27.2,0.0761,11.2
USGS_5427910,5/16/2016,25.3,0.0738,10.1
USGS_5427910,5/17/2016,23.3,0.0716,9
USGS_5427910,5/18/2016,21.8,0.0693,8.16
USGS_5427910,5/19/2016,20.3,0.067,7.34
USGS_5427910,5/20/2016,20,0.0651,7.02
USGS_5427910,5/21/2016,19.2,0.0643,6.67
USGS_5427910,5/22/2016,18.5,0.0637,6.38
USGS_5427910,5/23/2016,18.8,0.0631,6.4
USGS_5427910,5/24/2016,18,0.0625,6.08
USGS_5427910,5/25/2016,18.5,0.0622,6.22
USGS_5427910,5/26/2016,18.7,0.063,6.37
USGS_5427910,5/27/2016,21.6,0.0646,7.56
USGS_5427910,5/28/2016,26.6,0.0658,9.46
USGS_5427910,5/29/2016,28.2,0.0749,11.4
USGS_5427910,5/30/2016,30.1,0.0851,14
USGS_5427910,5/31/2016,23.6,0.0807,10.3
USGS_5427910,6/1/2016,28.3,0.083,12.7
USGS_5427910,6/2/2016,22.6,0.0853,10.4
USGS_5427910,6/3/2016,21.5,0.0876,10.2
USGS_5427910,6/4/2016,21.1,0.09,10.2
USGS_5427910,6/5/2016,20,0.0924,9.97
USGS_5427910,6/6/2016,20.6,0.101,11.2
USGS_5427910,6/7/2016,19.3,0.112,11.6
USGS_5427910,6/8/2016,19.4,0.123,12.8
USGS_5427910,6/9/2016,19.9,0.134,14.3
USGS_5427910,6/10/2016,22.5,0.145,17.6
USGS_5427910,6/11/2016,23.4,0.157,19.8
USGS_5427910,6/12/2016,21.4,0.189,21.8
USGS_5427910,6/13/2016,20.5,0.228,25.3
USGS_5427910,6/14/2016,20.7,0.259,28.9
USGS_5427910,6/15/2016,42.7,0.237,54.1
USGS_5427910,6/16/2016,20,0.264,28.4
USGS_5427910,6/17/2016,20.1,0.266,28.8
USGS_5427910,6/18/2016,19.2,0.259,26.9
USGS_5427910,6/19/2016,17.3,0.252,23.6
USGS_5427910,6/20/2016,18.9,0.245,24.9
USGS_5427910,6/21/2016,18.6,0.238,24.8
USGS_5427910,6/22/2016,17.9,0.231,21.9
USGS_5427910,6/23/2016,17.1,0.224,20.7
USGS_5427910,6/24/2016,18.7,0.217,21.9
USGS_5427910,6/25/2016,18.5,0.21,21
USGS_5427910,6/26/2016,19.2,0.214,22.1
USGS_5427910,6/27/2016,19.8,0.226,24.2
USGS_5427910,6/28/2016,22,0.211,25.1
USGS_5427910,6/29/2016,20.7,0.212,23.7
USGS_5427910,6/30/2016,20,0.212,22.9
USGS_5427910,7/1/2016,20.2,0.212,23.2
USGS_5427910,7/2/2016,18.3,0.213,21
USGS_5427910,7/3/2016,18,0.213,20.6
USGS_5427910,7/4/2016,17.8,0.213,20.5
USGS_5427910,7/5/2016,17,0.214,19.6
USGS_5427910,7/6/2016,18.6,0.214,21.5
USGS_5427910,7/7/2016,18.3,0.214,21.2
USGS_5427910,7/8/2016,19.2,0.215,22.3
USGS_5427910,7/9/2016,18.7,0.215,21.7
USGS_5427910,7/10/2016,18.8,0.215,21.8
USGS_5427910,7/11/2016,19.3,0.216,22.5
USGS_5427910,7/12/2016,18.5,0.216,21.6
USGS_5427910,7/13/2016,17.1,0.216,19.9
USGS_5427910,7/14/2016,16.3,0.216,19
USGS_5427910,7/15/2016,15.7,0.216,18.3
USGS_5427910,7/16/2016,15.9,0.216,18.5
USGS_5427910,7/17/2016,17.7,0.216,20.6
USGS_5427910,7/18/2016,16.7,0.216,19.5
USGS_5427910,7/19/2016,16.2,0.216,18.9
USGS_5427910,7/20/2016,16.5,0.216,19.2
USGS_5427910,7/21/2016,25.9,0.273,56.2
USGS_5427910,7/22/2016,102,0.454,252
USGS_5427910,7/23/2016,43.5,0.331,77.7
USGS_5427910,7/24/2016,63,0.309,105
USGS_5427910,7/25/2016,39.4,0.306,65.3
USGS_5427910,7/26/2016,27.2,0.276,40.9
USGS_5427910,7/27/2016,19,0.246,25.3
USGS_5427910,7/28/2016,19.8,0.295,33.5
USGS_5427910,7/29/2016,30.8,0.322,53.6
USGS_5427910,7/30/2016,25.6,0.238,33.2
USGS_5427910,7/31/2016,23.5,0.208,26.4
USGS_5427910,8/1/2016,22,0.207,24.5
USGS_5427910,8/2/2016,20.9,0.206,23.3
USGS_5427910,8/3/2016,18.1,0.205,20
USGS_5427910,8/4/2016,18,0.206,20.2
USGS_5427910,8/5/2016,54.2,0.28,83.1
USGS_5427910,8/6/2016,31,0.246,41.4
USGS_5427910,8/7/2016,24.4,0.235,31
USGS_5427910,8/8/2016,22.4,0.235,28.5
USGS_5427910,8/9/2016,21,0.235,26.6
USGS_5427910,8/10/2016,20.6,0.235,26.2
USGS_5427910,8/11/2016,20.7,0.235,26.3
USGS_5427910,8/12/2016,20.9,0.235,26.6
USGS_5427910,8/13/2016,24.5,0.235,31.1
USGS_5427910,8/14/2016,22.3,0.235,28.3
USGS_5427910,8/15/2016,21.4,0.235,27.1
USGS_5427910,8/16/2016,21.8,0.235,27.7
USGS_5427910,8/17/2016,24.2,0.235,30.7
USGS_5427910,8/18/2016,23.5,0.234,29.8
USGS_5427910,8/19/2016,25,0.236,31.9
USGS_5427910,8/20/2016,31.5,0.259,44.2
USGS_5427910,8/21/2016,32.9,0.263,46.7
USGS_5427910,8/22/2016,29.9,0.245,39.5
USGS_5427910,8/23/2016,27,0.227,33
USGS_5427910,8/24/2016,25.5,0.208,28.7
USGS_5427910,8/25/2016,25.2,0.196,26.6
USGS_5427910,8/26/2016,24.1,0.189,24.6
USGS_5427910,8/27/2016,37.3,0.207,43.5
USGS_5427910,8/28/2016,39.5,0.205,44.3
USGS_5427910,8/29/2016,29.4,0.184,29.2
USGS_5427910,8/30/2016,27.4,0.184,27.2
USGS_5427910,8/31/2016,24.2,0.183,26.4
USGS_5427910,9/1/2016,23,0.183,24
USGS_5427910,9/2/2016,25.7,0.183,25.4
USGS_5427910,9/3/2016,24.9,0.183,24.6
USGS_5427910,9/4/2016,24.2,0.183,23.8
USGS_5427910,9/5/2016,24,0.182,23.7
USGS_5427910,9/6/2016,24.4,0.182,24
USGS_5427910,9/7/2016,77.6,0.286,142
USGS_5427910,9/8/2016,77.6,0.311,138
USGS_5427910,9/9/2016,33.8,0.261,47.6
USGS_5427910,9/10/2016,33.4,0.252,45.5
USGS_5427910,9/11/2016,29.5,0.244,38.9
USGS_5427910,9/12/2016,27.5,0.237,35.1
USGS_5427910,9/13/2016,27.8,0.23,34.6
USGS_5427910,9/14/2016,26.5,0.224,32
USGS_5427910,9/15/2016,24.7,0.217,29
USGS_5427910,9/16/2016,27.2,0.21,30.9
USGS_5427910,9/17/2016,25.7,0.204,28.3
USGS_5427910,9/18/2016,25,0.197,26.6
USGS_5427910,9/19/2016,21.9,0.191,26.4
USGS_5427910,9/20/2016,29.1,0.189,29.6
USGS_5427910,9/21/2016,46.3,0.321,99.2
USGS_5427910,9/22/2016,149,0.35,284
USGS_5427910,9/23/2016,80.5,0.266,115
USGS_5427910,9/24/2016,59.9,0.269,87.2
USGS_5427910,9/25/2016,56.2,0.248,75.3
USGS_5427910,9/26/2016,44.4,0.231,55.5
USGS_5427910,9/27/2016,40.1,0.229,49.6
USGS_5427910,9/28/2016,38.5,0.228,47.4
USGS_5427910,9/29/2016,34.8,0.226,42.5
USGS_5427910,9/30/2016,32.7,0.225,39.5
USGS_5427910,10/1/2016,31.5,0.208,35.2
USGS_5427910,10/2/2016,27.2,0.177,25.9
USGS_5427910,10/3/2016,25.7,0.146,20.2
USGS_5427910,10/4/2016,26.1,0.12,17
USGS_5427910,10/5/2016,23.3,0.117,14.6
USGS_5427910,10/6/2016,22.3,0.115,13.7
USGS_5427910,10/7/2016,28.8,0.114,18
USGS_5427910,10/8/2016,24.8,0.113,15
USGS_5427910,10/9/2016,22,0.111,13.2
USGS_5427910,10/10/2016,23.6,0.11,14
USGS_5427910,10/11/2016,26.8,0.109,15.8
USGS_5427910,10/12/2016,31.2,0.109,18.5
USGS_5427910,10/13/2016,30.5,0.109,17.8
USGS_5427910,10/14/2016,25,0.109,14.8
USGS_5427910,10/15/2016,28.3,0.109,16.8
USGS_5427910,10/16/2016,44.4,0.109,26.2
USGS_5427910,10/17/2016,36.7,0.109,21.6
