SiteID,Collection_Date,Depth_ft,Division,Genus,Species,FinalTaxaType, TaxaSpecific_Cell_Density_cellsmL , SampleSpecific_Cell_Relative_Abundance_perc , TaxaSpecific_Biovolume_Density_um3mL , SampleSpecific_Biovolume_Relative_Abundance_perc 
BUO,7/30/2019,10,Cyanobacteria,Romeria,NA,Cyanobacteria,755.00,0.15,18518.00,0.31
BUO,8/13/2019,0,Cyanobacteria,Aphanocapsa,NA,Cyanobacteria,30180.00,5.38,160493.00,3.15
BUO,8/13/2019,0,Cyanobacteria,Cuspidothrix,NA,Cyanobacteria,17920.00,3.2,351851.00,6.9
BUO,8/13/2019,0,Cyanobacteria,Cylindrospermopsis,NA,Cyanobacteria,106386.00,18.98,845997.00,16.6
BUO,8/13/2019,0,Cyanobacteria,Dolichospermum,NA,Cyanobacteria,314.00,0.06,17458.00,0.34
BUO,8/13/2019,0,Cyanobacteria,Merismopedia,NA,Cyanobacteria,22635.00,4.04,167996.00,3.3
BUO,8/13/2019,0,Cyanobacteria,Microcystis,NA,Cyanobacteria,1100.00,0.2,17554.00,0.34
BUO,8/13/2019,0,Cyanobacteria,Planktothrix,NA,Cyanobacteria,268983.00,47.99,712998.00,13.99
BUO,8/13/2019,0,Cyanobacteria,Pseudanabaena,NA,Cyanobacteria,91924.00,16.4,1917741.00,37.63
BUO,8/13/2019,0,Cyanobacteria,Raphidiopsis,NA,Cyanobacteria,18674.00,3.33,99000.00,1.94
BUO,8/13/2019,5,Cyanobacteria,Aphanizomenon,NA,Cyanobacteria,5449.00,0.95,275848.00,4.15
BUO,8/13/2019,5,Cyanobacteria,Aphanocapsa,NA,Cyanobacteria,30600.00,5.35,162722.00,2.45
BUO,8/13/2019,5,Cyanobacteria,Chroococcus,NA,Cyanobacteria,838.00,0.15,6859.00,0.1
BUO,8/13/2019,5,Cyanobacteria,Cylindrospermopsis,NA,Cyanobacteria,168423.00,29.43,1339329.00,20.15
BUO,8/13/2019,5,Cyanobacteria,Dolichospermum,NA,Cyanobacteria,3773.00,0.66,209490.00,3.15
BUO,8/13/2019,5,Cyanobacteria,Merismopedia,NA,Cyanobacteria,15509.00,2.71,115109.00,1.73
BUO,8/13/2019,5,Cyanobacteria,Microcystis,NA,Cyanobacteria,1048.00,0.18,16718.00,0.25
BUO,8/13/2019,5,Cyanobacteria,Planktothrix,NA,Cyanobacteria,151698.00,26.51,402110.00,6.05
BUO,8/13/2019,5,Cyanobacteria,Pseudanabaena,NA,Cyanobacteria,138327.00,24.17,2885793.00,43.42
BUO,8/13/2019,5,Cyanobacteria,Raphidiopsis,NA,Cyanobacteria,52627.00,9.2,278999.00,4.2
BUO,8/13/2019,10,Cyanobacteria,Aphanocapsa,NA,Cyanobacteria,1834.00,0.25,9752.00,0.1
BUO,8/13/2019,10,Cyanobacteria,Cuspidothrix,NA,Cyanobacteria,3668.00,0.5,72016.00,0.77
BUO,8/13/2019,10,Cyanobacteria,Cylindrospermopsis,NA,Cyanobacteria,252708.00,34.14,2009577.00,21.55
BUO,8/13/2019,10,Cyanobacteria,Dolichospermum,NA,Cyanobacteria,2620.00,0.35,145479.00,1.56
BUO,8/13/2019,10,Cyanobacteria,Merismopedia,NA,Cyanobacteria,42965.00,5.8,318882.00,3.42
BUO,8/13/2019,10,Cyanobacteria,Planktothrix,NA,Cyanobacteria,212520.00,28.71,563331.00,6.04
BUO,8/13/2019,10,Cyanobacteria,Pseudanabaena,NA,Cyanobacteria,152474.00,20.6,3180931.00,34.11
BUO,8/13/2019,10,Cyanobacteria,Raphidiopsis,NA,Cyanobacteria,62876.00,8.49,333332.00,3.57
BUO,9/5/2019,0, Cyanobacteria ,Aphanocapsa,NA,Cyanobacteria,38714.00,13.51,316727.00,6.86
BUO,9/5/2019,0, Cyanobacteria ,Cylindrospermopsis,NA,Cyanobacteria,66460.00,23.19,396378.00,8.59
BUO,9/5/2019,0, Cyanobacteria ,Merismopedia,NA,Cyanobacteria,33002.00,11.52,515655.00,11.18
BUO,9/5/2019,0, Cyanobacteria ,Planktothrix,NA,Cyanobacteria,74310.00,25.93,787900.00,17.08
BUO,9/5/2019,0, Cyanobacteria ,Pseudanabaena,NA,Cyanobacteria,68943.00,24.06,1692124.00,36.67
BUO,9/5/2019,0, Cyanobacteria ,Raphidiopsis,NA,Cyanobacteria,1781.00,0.62,9444.00,0.2
BUO,9/5/2019,5, Cyanobacteria ,Aphanizomenon,NA,Cyanobacteria,6779.00,3.14,166377.00,2.86
BUO,9/5/2019,5, Cyanobacteria ,Aphanocapsa,NA,Cyanobacteria,35073.00,16.24,286940.00,4.93
BUO,9/5/2019,5, Cyanobacteria ,Cylindrospermopsis,NA,Cyanobacteria,59899.00,27.74,357245.00,6.13
BUO,9/5/2019,5, Cyanobacteria ,Dolichospermum,NA,Cyanobacteria,5600.00,2.59,374529.00,6.43
BUO,9/5/2019,5, Cyanobacteria ,Merismopedia,NA,Cyanobacteria,26801.00,12.41,418763.00,7.19
BUO,9/5/2019,5, Cyanobacteria ,Planktothrix,NA,Cyanobacteria,33010.00,15.29,349999.00,6.01
BUO,9/5/2019,5, Cyanobacteria ,Pseudanabaena,NA,Cyanobacteria,41999.00,19.45,1030813.00,17.69
BUO,9/5/2019,5, Cyanobacteria ,Raphidiopsis,NA,Cyanobacteria,589.00,0.27,3125.00,0.05
BUO,9/5/2019,10, Cyanobacteria ,Aphanizomenon,NA,Cyanobacteria,164.00,0.19,4019.00,0.32
BUO,9/5/2019,10, Cyanobacteria ,Aphanocapsa,NA,Cyanobacteria,24623.00,28.29,201447.00,15.84
BUO,9/5/2019,10, Cyanobacteria ,Cylindrospermopsis,NA,Cyanobacteria,18863.00,21.67,112500.00,8.84
BUO,9/5/2019,10, Cyanobacteria ,Dolichospermum,NA,Cyanobacteria,393.00,0.45,26283.00,2.07
BUO,9/5/2019,10, Cyanobacteria ,Merismopedia,NA,Cyanobacteria,8907.00,10.23,139178.00,10.94
BUO,9/5/2019,10, Cyanobacteria ,Planktothrix,NA,Cyanobacteria,22819.00,26.22,241944.00,19.02
BUO,9/5/2019,10, Cyanobacteria ,Pseudanabaena,NA,Cyanobacteria,9726.00,11.18,238714.00,18.76
BUO,9/5/2019,10, Cyanobacteria ,Raphidiopsis,NA,Cyanobacteria,327.00,0.38,1736.00,0.14
