Date,Ctime,Rtime,id,depth_ft,Value,Analyte,Unit,Lab_ID,Data_source
4/29/2014,14:15:00,14:00:00,EOF,0,9.16,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
4/29/2014,,,EOF,0,9.940393846,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
4/29/2014,14:15:00,14:00:00,EOF,20,0.2,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
4/29/2014,,,EOF,20,0.17803,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
4/29/2014,14:15:00,14:00:00,EOF,40,0.21,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
4/29/2014,,,EOF,40,0.281802083,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
4/29/2014,13:01:00,13:00:00,EUS,0,2.9,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
4/29/2014,,,EUS,0,2.942028571,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
4/29/2014,13:01:00,13:00:00,EUS,40,2.28,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
4/29/2014,,,EUS,40,2.895654545,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/6/2014,15:32:00,16:00:00,EMB,0,5.29,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/6/2014,,,EMB,0,6.274598485,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/12/2014,15:59:00,16:00:00,EMB,0,4.49,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/12/2014,,,EMB,0,5.230033,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,11:18:00,11:00:00,CLC,0,4.99,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,9:02:00,9:00:00,DAM,0,0.94,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,12:30:00,13:00:00,ECP,0,4.36,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,,,ECP,0,5.621794,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,12:42:00,13:00:00,ECP,20,0.8,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,,,ECP,20,1.498986598,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,12:42:00,13:00:00,ECP,40,0.41,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,,,ECP,40,1.280742424,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,10:10:00,10:00:00,EFL,0,4.64,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,,,EFL,0,4.969132292,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,10:10:00,10:00:00,EFL,20,0.97,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,,,EFL,20,1.629568041,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,10:10:00,10:00:00,EFL,40,0.01,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,,,EFL,40,1.354834,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,10:53:00,11:00:00,ELI,0,1.8,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,10:39:00,11:00:00,EMB,0,3.44,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,,,EMB,0,3.774429032,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,10:39:00,11:00:00,EMB,20,0.11,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,,,EMB,20,0.550109375,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,10:39:00,11:00:00,EMB,40,1.36,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,,,EMB,40,1.408109574,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,11:13:00,11:00:00,ENN,0,5.12,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,,,ENN,0,5.774186458,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,11:13:00,11:00:00,ENN,20,4.2,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,,,ENN,20,4.762842857,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,11:13:00,11:00:00,ENN,40,1.06,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,,,ENN,40,2.003838542,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,9:34:00,10:00:00,EOF,0,4.02,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,,,EOF,0,4.274499,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,9:34:00,10:00:00,EOF,20,0.17,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,,,EOF,20,0.471381,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,9:34:00,10:00:00,EOF,40,0.29,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,,,EOF,40,0.796813265,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,12:10:00,12:00:00,EUS,0,7.76,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,,,EUS,0,9.273575806,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,12:10:00,12:00:00,EUS,40,7.78,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/20/2014,,,EUS,40,9.902231667,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/27/2014,13:02:00,13:00:00,EMB,0,114.42,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/27/2014,,,EMB,0,125.736,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/29/2014,9:30:00,10:00:00,EFL,0,46.97,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/29/2014,,,EFL,0,59.18781967,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/29/2014,9:30:00,10:00:00,EOF,0,38.03,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
5/29/2014,,,EOF,0,42.47320611,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/2/2014,15:24:00,15:00:00,EMB,0,26.37,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/2/2014,,,EMB,0,30.08206667,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/3/2014,9:30:00,10:00:00,EFL,0,19.79,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/3/2014,,,EFL,0,22.82301167,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,9:30:00,10:00:00,BUO,0,38,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,,,BUO,0,45.93516923,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,6:06:00,6:00:00,CLC,0,5.29,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,6:36:00,7:00:00,DAM,0,4.97,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,12:07:00,12:00:00,ECP,0,27.08,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,,,ECP,0,44.28991973,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,12:07:00,12:00:00,ECP,20,6.73,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,,,ECP,20,8.906016667,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,12:07:00,12:00:00,ECP,40,1.9,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,,,ECP,40,3.253752,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,9:31:00,10:00:00,EFL,0,93.18,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,,,EFL,0,101.1374833,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,9:31:00,10:00:00,EFL,20,3.05,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,,,EFL,20,4.644006593,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,9:31:00,10:00:00,EFL,40,1.89,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,,,EFL,40,2.841501636,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,5:50:00,6:00:00,ELI,0,4.49,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,11:07:00,11:00:00,EMB,0,74.87,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,,,EMB,0,81.34378571,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,11:07:00,11:00:00,EMB,20,2.33,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,,,EMB,20,3.652373469,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,11:07:00,11:00:00,EMB,40,1.76,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,,,EMB,40,2.625856,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,12:32:00,13:00:00,ENN,0,41.8,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,,,ENN,0,45.91092593,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,12:32:00,13:00:00,ENN,20,40.82,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,,,ENN,20,45.30445205,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,12:32:00,13:00:00,ENN,40,2.05,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,,,ENN,40,3.334646753,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,10:20:00,10:00:00,EOF,0,88.07,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,,,EOF,0,97.26631343,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,10:20:00,10:00:00,EOF,20,2.15,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,,,EOF,20,3.47375,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,10:20:00,10:00:00,EOF,40,1.71,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,,,EOF,40,2.76186383,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,12:59:00,13:00:00,EUS,0,74.28,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,,,EUS,0,67.03781077,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,12:59:00,13:00:00,EUS,40,154.14,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/12/2014,,,EUS,40,177.3739024,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/18/2014,15:41:00,16:00:00,EMB,0,71.86,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/18/2014,,,EMB,0,74.881724,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/23/2014,15:28:00,15:00:00,EMB,0,49.03,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/23/2014,,,EMB,0,56.04068615,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,9:15:00,9:00:00,H1,0,28.89,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,9:39:00,10:00:00,H10,0,40.93,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,8:45:00,9:00:00,H11,0,34.98,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,8:40:00,9:00:00,H12,0,33.29,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,8:37:00,9:00:00,H13,0,41.87,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,8:33:00,9:00:00,H14,0,43.4,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,9:18:00,9:00:00,H15,0,30.52,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,7:29:00,7:00:00,H16,0,28.84,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,7:35:00,8:00:00,H17,0,30.41,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,7:59:00,8:00:00,H18,0,70.09,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,8:05:00,8:00:00,H19,0,29.89,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,9:21:00,9:00:00,H2,0,33.27,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,8:08:00,8:00:00,H20,0,28.38,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,8:14:00,8:00:00,H21,0,38.63,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,9:22:00,9:00:00,H22,0,44.82,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,9:09:00,9:00:00,H23,0,48.7,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,9:12:00,9:00:00,H24,0,45.51,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,7:40:00,8:00:00,H25,0,26.19,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,7:46:00,8:00:00,H26,0,26.45,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,7:50:00,8:00:00,H27,0,31.03,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,8:19:00,8:00:00,H28,0,30.65,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,8:24:00,8:00:00,H29,0,43.17,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,9:10:00,9:00:00,H3,0,31.28,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,9:32:00,10:00:00,H30,0,43.4,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,9:29:00,9:00:00,H31,0,44,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,9:26:00,9:00:00,H32,0,46.81,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,9:06:00,9:00:00,H33,0,42.68,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,8:58:00,9:00:00,H34,0,37.27,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,7:44:00,8:00:00,H35,0,48.62,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,7:48:00,8:00:00,H36,0,45.41,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,7:54:00,8:00:00,H37,0,47.21,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,7:57:00,8:00:00,H38,0,50.3,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,8:02:00,8:00:00,H39,0,46.71,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,9:07:00,9:00:00,H4,0,33.34,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,8:19:00,8:00:00,H41,0,54.3,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,8:23:00,8:00:00,H43,0,48.49,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,8:46:00,9:00:00,H44,0,55.5,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,9:03:00,9:00:00,H5,0,36.98,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,8:50:00,9:00:00,H6,0,34.5,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,8:53:00,9:00:00,H7,0,34.14,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,8:56:00,9:00:00,H8,0,35.8,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
6/27/2014,8:59:00,9:00:00,H9,0,41.47,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
7/2/2014,5:56:00,6:00:00,CLC,0,-5.19,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
7/2/2014,8:43:00,9:00:00,DAM,0,-32.17,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
7/2/2014,14:34:00,15:00:00,ECP,0,-25.04,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
7/2/2014,,,ECP,0,33.10055983,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
7/2/2014,14:34:00,15:00:00,ECP,20,-4.5,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
7/2/2014,,,ECP,20,14.56634167,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
7/2/2014,14:34:00,15:00:00,ECP,40,-45.15,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
7/2/2014,,,ECP,40,9.647797333,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
7/2/2014,11:53:00,12:00:00,EFL,0,82.77,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
7/2/2014,,,EFL,0,156.1921797,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
7/2/2014,11:53:00,12:00:00,EFL,20,3.08,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
7/2/2014,,,EFL,20,6.650931,CHLA-Uncorrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
7/2/2014,11:53:00,12:00:00,EFL,40,1.8,CHLA-Corrected,ugL,USEPA,EastFork-HarshaLake_GrabSamplingAndDiscreteSondeData_Merged_CTN03242022
